Value	Count
Twitter for Android	1876085
Twitter for iPhone	1437977
Twitter Web App	556410
Twitter for iPad	67913
Twitter for Mac	56254
twittbot.net	47848
TweetDeck	21506
Echofon  Android	10153
Cheap Bots, Done Quick!	9801
グランブルー ファンタジー	8199
BelugaCampaignSEA	5940
WordPress.com	5311
Botbird tweets	5155
Twitter	4852
Microsoft Power Platform	4641
Peing	3562
Twittascope	2561
IFTTT	2433
Twitcom - Comunidades 	2351
dlvr.it	2337
Instagram	2132
Nintendo Switch Share	1883
Shuttlerock - Bluebird	1607
fllwrs	1590
Tweetbot for iΟS	1541
Arrow.	1143
Hootsuite Inc.	1065
feather for iOS  	1049
PlayStation®Network	994
Echoes Act2	972
OWNLY Admin	959
TwitPane for Android	879
ATELU for Twitter	676
Buffer	659
TwitCasting	627
Twitter Media Studio	616
Echofon	613
SocialDog for Twitter	587
 「モンストからツイート」	580
やさしい世界を目指すマシュマロちゃん	542
Camtsuku	526
Tween	498
twitcle plus	494
Poshmark	484
Mirrativ	479
今日のツイライフ	461
ツイタマ for Android	454
TwitPanePlus	447
Twittt.com	445
ツイタマ+ for Android	403
Revive Social App	375
MixChannel - ミクチャ	372
AbemaTV	369
Radio.co now playing	368
Pattr	340
Foursquare	333
Twitterrific for iOS	332
Twitter Web Client	320
livedoor Blog	314
Tweetlogix	290
Tabtter Free	270
Cubi.so	270
TweetCaster for Android	262
Twidere for Android	256
The Social Jukebox	252
SocialFlow	243
Sprout Social	238
Tweets v2.1	233
Radio King LiveTweet	231
Rakuten Group, Inc.	230
Airtime Pro	228
Echobox	225
Streamlabs Twitter	220
ツイ廃あらーと	210
Sprinklr	206
Untappd	196
TweetDeck Web App	196
iXamDrive	193
SocialPilot.co	193
VIEWBUG	188
Paper.li	188
TestsForSearch	185
SocialNewsDesk	185
SocialBee.io v2	184
Twiit.com	183
Weathercloud	180
Tumblr	180
LinkedIn	180
Foursquare Swarm	176
Zapier.com	174
Janetter	170
on TheWorld	163
Janetter for Android	163
Plume for Android	158
zabuu_site	154
fusetter	152
SAM Broadcaster Song Info	150
