Language	Count
en	0:854786,1:157189,2:76049,3:39445,4:22997,5:9776,6:8863,7:3423,8:2726,9:1695,10:969,11:874,12:484,13:352,14:253,15:344,16:170,17:122,18:85,19:80,20:221,21:65,22:70,23:49,24:69,25:113,26:46,27:17,28:28,29:20,30:49,31:16,32:18,33:36,34:8,35:8,36:24,37:4,38:14,39:6,40:5,41:4,42:5,43:9,44:5,45:2,46:4,47:5,48:6,49:3,50:1,51:7,52:6,53:3,55:2,57:1,58:6,59:4,60:1,61:1,63:1,64:1,65:2,66:1,67:4,69:1,70:1,72:5,73:1,75:6,76:2,77:2,78:1,79:7,81:1,84:1,85:2,92:3,95:3,96:1,98:9,100:1,103:1,114:1,116:1,124:2,135:1
ja	0:513543,1:90573,2:51253,3:33037,4:21580,5:14514,6:8916,7:6099,8:3892,9:2823,10:1860,11:1289,12:883,13:404,14:406,15:322,16:367,17:143,18:207,19:105,20:160,21:55,22:67,23:48,24:44,25:22,26:24,27:25,28:31,29:17,30:22,31:16,32:20,33:18,34:9,35:3,36:6,37:16,38:88,39:10,40:14,41:7,42:4,43:3,44:1,45:64,46:1,47:2,48:1,49:2,50:5,51:4,52:3,54:1,55:1,57:2,58:1,65:1,66:118,67:4,68:3,69:1,70:1,72:1,77:1,78:1,79:1,80:3,81:1,84:2,88:1,97:1,100:1,102:1,112:4,117:1,121:1,125:2,132:1,139:1
es	0:193391,1:29771,2:12726,3:7884,4:3767,5:1926,6:1333,7:695,8:544,9:304,10:224,11:152,12:120,13:105,14:65,15:60,16:61,17:30,18:39,19:21,20:22,21:26,22:13,23:11,24:8,25:5,26:8,27:4,28:3,29:5,30:3,31:6,32:1,33:3,34:2,35:4,36:4,37:3,39:2,40:1,42:1,43:1,44:2,45:1,50:2,57:2,58:1,60:1,62:1,68:1,69:1,72:2,78:1,107:1
fa	0:213157,1:9856,2:3916,3:1512,4:560,5:193,6:174,7:207,8:30,9:13,10:31,11:71,12:21,13:5,14:23,15:1,16:3,20:2,26:4,27:1,32:20,34:6,39:1,41:2,45:2,47:1,73:6
ar	0:108154,1:23337,2:12453,3:6482,4:10760,5:3070,6:33523,7:1208,8:9733,9:1733,10:352,11:173,12:9898,13:581,14:94,15:76,16:49,17:39,18:43,19:38,20:29,21:21,22:24,23:16,24:20,25:20,26:9,27:12,28:5331,29:113,30:22,31:8,32:8,33:8,34:3,35:4,36:7,37:4,38:5,39:8,40:8,41:3,42:4,43:5,44:2,45:3,46:4,47:3,48:5,49:1,50:1,51:5,52:3,53:3,54:4,55:3,56:2,57:2,58:2,59:1,60:3,61:2,64:2,65:4,66:1,67:3,68:1,70:2,71:2,72:3,73:1,74:1,78:4,80:2,81:1,83:1,91:2,92:1,94:1,103:1,108:1,114:1,120:2,125:1,127:1,130:1,135:1,136:2,138:1
und	0:53464,1:29240,2:23803,3:13318,4:11219,5:5678,6:25138,7:1063,8:12863,9:764,10:618,11:277,12:11670,13:138,14:94,15:59,16:55,17:35,18:41,19:24,20:40,21:30,22:23,23:40,24:52,25:17,26:20,27:25,28:10772,29:12,30:30,31:11,32:13,33:3,34:5,35:8,36:17,37:5,38:5,39:16,40:7,41:5,42:10,43:3,44:9,45:8,46:5,47:2,48:6,49:2,50:6,51:3,52:9,53:4,54:2,55:2,57:2,58:2,59:3,60:9,61:6,62:1,63:4,64:2,65:11,66:2,67:1,68:2,69:1,70:3,71:2,72:5,73:6,74:2,75:1,76:3,77:3,78:4,80:5,81:3,82:1,84:2,85:2,86:1,88:2,89:1,90:1,91:3,92:1,94:2,96:2,98:1,100:2,101:2,103:1,104:4,105:2,106:1,108:1,110:1,111:1,112:8,113:1,114:1,118:1,122:2,124:4,125:3,127:1,128:4,129:2,130:5,132:3,133:1,135:3,136:2,137:5,138:2,139:3,140:21
th	0:141192,1:24253,2:16034,3:8819,4:4268,5:2320,6:1306,7:993,8:524,9:282,10:187,11:155,12:114,13:71,14:93,15:36,16:31,17:14,18:65,19:24,20:46,21:6,22:8,23:5,24:5,25:15,26:4,27:5,28:6,29:1,30:1,31:1,32:3,34:3,38:1,39:1,41:5,43:1,44:6,45:1,49:1,57:1
tr	0:178057,1:9847,2:4419,3:2385,4:1583,5:524,6:594,7:211,8:255,9:64,10:298,11:38,12:254,13:26,14:26,15:14,16:13,17:10,18:4,19:3,20:5,21:7,22:4,23:2,24:4,25:6,26:2,27:1,28:6,30:4,32:3,36:1,44:1,51:1,55:1,70:1,76:1
pt	0:131820,1:14778,2:6518,3:3607,4:1670,5:849,6:609,7:360,8:277,9:119,10:114,11:81,12:107,13:44,14:60,15:26,16:26,17:12,18:47,19:34,20:17,21:11,22:9,23:12,24:8,25:3,26:3,27:5,28:4,29:2,30:5,31:3,32:2,33:1,34:2,36:2,40:1,41:1,43:1,44:2,51:2,52:1,54:3,58:1,87:1
ko	0:101637,1:14584,2:9694,3:3961,4:2254,5:1669,6:825,7:395,8:400,9:110,10:49,11:36,12:39,13:20,14:12,15:17,16:4,17:6,18:7,19:1,20:11,21:2,22:10,24:1,25:23,26:4,27:2,28:1,29:1,30:1,31:1,37:1,39:1,40:1,44:1,46:1,47:3,53:1,63:1,66:2,80:1,91:1,100:1,135:1
zxx	0:99365,1:11,2:7,3:4,4:1,5:2,6:2,8:1,11:2
in	0:67995,1:15936,2:6832,3:3731,4:1699,5:810,6:533,7:347,8:192,9:100,10:64,11:59,12:31,13:24,14:23,15:16,16:9,17:7,18:6,19:2,21:5,22:1,23:2,24:3,25:1,27:5,30:1,31:2,34:1,35:1,40:1,48:2,51:2,52:1,59:1,61:1,99:1,119:1
qme	0:71884,1:8,2:8,3:2,4:1,5:5,10:1
fr	0:41396,1:6574,2:3082,3:1662,4:833,5:327,6:215,7:145,8:65,9:40,10:17,11:22,12:22,13:9,14:5,15:5,16:6,17:6,18:2,19:1,20:4,21:3,22:1,23:2,24:2,25:2,26:5,27:1,28:1,31:2,45:1,53:1
hi	0:34843,1:3595,2:2443,3:1080,4:587,5:338,6:216,7:110,8:96,9:47,10:50,11:29,12:42,13:15,14:14,15:21,16:12,17:5,18:6,19:5,20:4,21:3,22:4,23:4,24:3,26:2,28:2,29:1,30:4,35:1,36:1,38:1,40:1,50:1,52:2,54:1,60:1
tl	0:22334,1:5863,2:3047,3:1591,4:588,5:308,6:133,7:85,8:43,9:33,10:21,11:13,12:6,13:6,14:6,15:11,16:2,17:1,18:1,19:2,20:4,21:1,22:5,23:1,24:1,25:2,26:1,27:3,28:2,31:2,34:1,37:1,42:1
ur	0:23086,1:2040,2:967,3:598,4:244,5:125,6:2032,7:30,8:28,9:14,10:13,11:25,12:2615,13:89,14:12,15:4,16:8,17:1,18:1,19:1,20:1,21:1,25:1,26:1,28:1089,29:20,30:8,31:1,32:2,35:1,47:1
zh	0:20291,1:4272,2:1884,3:1179,4:504,5:301,6:178,7:76,8:73,9:81,10:23,11:16,12:11,13:16,14:3,15:8,16:7,17:2,19:2,20:1,23:2,24:1,25:1,29:1,32:2,57:1
it	0:15701,1:2023,2:818,3:558,4:231,5:151,6:109,7:41,8:33,9:19,10:12,11:14,12:20,13:6,14:11,15:3,16:1,17:5,18:3,20:2,21:2,22:2,24:1,25:2,27:4,29:1,33:3,38:1,67:1,69:1
de	0:14356,1:2119,2:939,3:454,4:180,5:80,6:83,7:53,8:32,9:26,10:9,11:6,12:4,13:8,14:2,15:1,18:2,19:1,21:1,22:4,25:1,31:1,35:1,39:1,53:1,56:1
qam	0:15939
ru	0:12096,1:1229,2:411,3:305,4:100,5:52,6:19,7:12,8:15,9:14,10:7,11:5,12:2,14:2,15:2,16:2,17:1,18:2,20:1,22:1,25:1,29:1,37:1,68:2
pl	0:9308,1:1283,2:481,3:272,4:116,5:63,6:43,7:31,8:16,9:9,10:3,11:8,12:3,13:5,15:1,16:3,19:1,20:1,21:1,24:1,25:8,26:1,29:1,36:1,41:1,50:1
bn	0:2291,1:6714,2:1303,3:244,4:35,5:9,6:4,7:3,10:1,12:1
nl	0:7925,1:1104,2:434,3:194,4:92,5:48,6:25,7:17,8:10,9:3,10:6,11:3,12:2,14:1,15:1,18:2,20:1,30:1
ca	0:4140,1:867,2:2413,3:138,4:115,5:29,6:1635,7:18,8:10,9:5,10:2,11:5,12:7,13:2,14:2,15:1,20:2,29:1
art	0:29,1:3008,2:1549,3:1679,4:813,5:505,6:358,7:175,8:126,9:102,10:91,11:60,12:48,13:27,14:20,15:11,16:18,17:8,18:7,19:4,20:8,21:8,22:6,24:10,25:1,26:4,27:4,28:5,30:3,31:2,32:1,35:1,36:6,37:2,38:2,39:2,42:1,43:1,44:1,45:1,48:2,49:1,55:1,56:1,60:1,61:1,62:1,63:2,64:1,65:2,70:2,72:1,100:1,101:1,105:1,110:1,116:1,121:4,123:9,125:1,132:1,137:1,139:1,140:2
et	0:5612,1:915,2:632,3:376,4:215,5:92,6:48,7:32,8:28,9:5,10:11,11:7,12:3,13:5,17:2,20:1,24:2,31:1,55:1,59:1,93:1
qht	0:7522
ht	0:3996,1:719,2:375,3:213,4:110,5:39,6:20,7:31,8:9,9:8,10:4,11:1,12:1,13:1,14:2,16:1,19:1,20:1,21:1,22:1,23:1,25:1,39:1,55:1
qst	0:4882,1:448,2:33,3:1
ta	0:3501,1:464,2:362,3:273,4:110,5:67,6:33,7:21,8:4,9:9,10:1,11:16,12:2,14:3,15:1,16:1,18:1,20:1,21:6,35:1
uk	0:3991,1:481,2:140,3:113,4:44,5:8,6:36,7:3,8:1,9:3,11:1,18:1,19:1,30:1,45:2,75:1
vi	0:3000,1:509,2:283,3:136,4:72,5:45,6:11,7:12,8:9,9:2,10:2,11:4,12:3,14:1,15:6,16:1,18:1,19:2,22:5,24:2,26:1,27:2,28:2,30:1,31:3,35:1,89:1
el	0:3067,1:300,2:136,3:105,4:55,5:16,6:11,7:7,8:11,9:3,10:5,11:4,12:4,15:1,19:1,28:1,34:1,42:1
sv	0:2746,1:422,2:233,3:69,4:39,5:9,6:5,7:4,9:1,12:1,14:1,15:1
fi	0:2138,1:348,2:114,3:68,4:34,5:17,6:9,7:5,8:4,9:4,10:1,11:1,13:2,14:1,46:1,49:1
gu	0:2036,1:423,2:152,3:16,4:21,5:4,6:4,7:1,8:5,11:1,12:1,24:1
cs	0:1825,1:377,2:121,3:83,4:45,5:22,6:19,7:7,8:31,9:3,10:3,11:2,12:1,13:2,15:2,16:1,17:1,22:1
iw	0:2132,1:136,2:39,3:22,4:8,5:7,6:1,7:1,8:2,9:2,10:2,11:1,18:1
eu	0:1574,1:257,2:118,3:60,4:36,5:26,6:7,7:3,8:24,9:1,10:1,11:1,12:2,13:2,30:1
da	0:1577,1:304,2:97,3:39,4:29,5:14,6:8,7:1,8:7,9:3,10:1,11:2,13:1,90:1
te	0:1483,1:128,2:102,3:60,4:36,5:15,6:18,7:7,8:4,9:2,10:3,15:1,38:1
no	0:1361,1:322,2:78,3:32,4:28,5:9,6:8,7:12,10:1,11:1,12:1,19:1
cy	0:1402,1:204,2:97,3:37,4:21,5:11,6:15,7:3,8:2,9:3,10:1,11:1,14:1,15:1
mr	0:1418,1:149,2:76,3:68,4:17,5:13,6:10,7:8,8:3,9:1,10:2,11:1,12:3,13:1,16:1,21:3,24:1
hu	0:969,1:315,2:98,3:90,4:51,5:39,6:39,7:7,8:6,9:1,10:3,12:5,16:3,18:1,19:1,35:1
ro	0:1138,1:212,2:94,3:52,4:23,5:9,6:8,7:3,8:4,11:1,14:2,42:2
lt	0:917,1:167,2:61,3:27,4:10,5:1,6:14,7:3,8:9,9:2,10:1,18:1,24:2,35:1,59:2
lv	0:780,1:130,2:49,3:34,4:7,5:9,6:6,7:4,8:1,9:1,10:2,17:1
ne	0:602,1:120,2:92,3:45,4:29,5:11,6:12,7:4,8:2,9:2,19:2
sl	0:668,1:117,2:49,3:25,4:21,5:11,6:5,9:2,11:1,16:1
my	0:430,1:99,2:65,3:39,4:10,5:7,6:7,7:2,8:1,9:1,10:1,11:1,12:1,24:2
is	0:488,1:69,2:38,3:24,4:11,5:5,6:6,7:1,8:2,12:1,42:1
ps	0:513,1:49,2:24,3:8,4:3,6:2,7:1,8:1
sr	0:454,1:38,2:25,3:35,4:3,5:2,6:3,9:2,10:1,16:1,17:1
kn	0:358,1:53,2:51,3:43,4:7,5:25,6:9,7:1,8:1,9:1,11:1,16:1
am	0:413,1:56,2:30,3:23,4:7,5:5,6:3,7:5,9:3,11:2,16:1
or	0:382,1:16,2:5,3:10,4:1,7:1,10:1
ml	0:264,1:77,2:43,3:13,4:7,5:3,6:2,8:1,32:1,33:1
bg	0:179,1:43,2:12,3:3,4:1,6:1
pa	0:195,1:19,2:7,3:4,4:2
ckb	0:185,1:20,2:11,3:4,4:3,8:1
km	0:82,1:14,2:12,3:12,4:1,5:1,6:7
sd	0:87,1:15,2:7,3:2,4:2,5:2,8:1
si	0:50,1:22,2:6,3:8
ka	0:74,1:2,2:1,3:2,5:1,21:1
lo	0:63,1:4,2:5,3:4,4:1
dv	0:71,1:4,2:1,3:1
hy	0:48,1:6,2:3,4:1,9:1
bo	0:2,2:4
qct	0:3
