Emoji	Count
♦️	354445
➖	295514
🔹	279621
📗	153297
😭	142558
🐔	139309
😂	109678
✨	88011
🔥	72362
🤣	69703
❤️	58726
✅	50247
🎁	34337
🥺	32828
😍	32215
🙏	30368
🥰	28433
🥹	28405
🍃	26263
🤍	24934
🔵	24586
💔	24519
‼️	24509
💦	24347
📎	23014
💕	22972
🎲	22872
👚	22523
💚	22405
🎉	22220
💙	22089
🐹	21854
😊	20443
👇	18933
👏	17955
🌟	17923
👍	16589
💜	15768
💖	13957
❤	13838
☺️	13783
😅	13639
🖤	13490
♥️	13489
💗	13483
❗	12298
😈	12085
🚨	12033
😎	11815
😆	11801
🇸🇦	11330
👀	11154
😘	11093
🥲	10708
🤔	10603
🥳	10434
👉	10409
😁	10343
🫶🏻	10035
📌	9722
💥	9564
🌹	9541
🫶	9357
💛	9330
😳	9315
💰	9275
📍	9257
🤭	9147
🤤	9053
🏆	8886
🤩	8627
🥵	8318
🚀	8317
🫠	8293
😋	8055
⭐	7903
😉	7818
🔴	7343
⚡	7325
📸	7268
💯	7196
❤️‍🔥	7173
✌️	7139
🐷	7138
🎶	7137
🌸	7081
🙌	6988
💓	6955
💪	6919
😢	6811
🔗	6763
❣️	6443
🟩	6431
😌	6413
⚠️	6318
🔔	6299
🤗	6290
🍀	6287
💫	6189
💞	6178
💀	5928
🍑	5921
😔	5895
⬇️	5890
🎊	5773
👑	5756
➡️	5746
😇	5734
🎯	5707
💋	5647
🐱	5569
🌈	5531
☀️	5452
🎥	5428
1⃣	5415
😡	5353
🧡	5263
🙏🏻	5251
1️⃣	5250
🐰	5177
🙄	5170
😩	5139
💎	5130
♻️	5113
🍆	5103
🤡	5063
😏	5032
📺	4907
🍁	4886
😱	4862
🇧🇷	4852
📢	4793
⏰	4704
👌	4667
🐶	4551
2️⃣	4378
🚩	4373
🐖	4349
💐	4342
🎀	4331
😄	4275
🦋	4258
💆🏻‍♂️	4254
❌	4193
2⃣	4030
🌻	3998
‼	3976
⚽	3964
😃	3958
☕	3768
😜	3751
♥	3650
😀	3634
💸	3632
👏🏻	3620
🍂	3587
🙂	3570
🇹🇷	3565
🎂	3533
⬜	3499
🙈	3487
📣	3404
🫣	3402
💘	3384
🤪	3356
🤝	3301
👅	3262
👇🏻	3248
🌱	3222
▶	3179
🌷	3177
💡	3117
🌿	3094
💨	3078
🐾	3040
❕	3027
📱	3021
🎵	3015
☀	2970
🫡	2942
📲	2936
▶️	2831
⚪	2826
🤯	2814
💌	2786
🤮	2709
😹	2698
⁉️	2698
🌺	2691
🙇‍♀️	2666
💵	2624
🔻	2621
👍🏻	2608
✔️	2608
🇺🇸	2596
🎬	2587
🌼	2508
💭	2497
👈	2496
🐥	2490
🌙	2487
🟨	2481
😻	2465
🙇‍♂️	2417
🕊	2415
🥇	2400
👋	2390
🐈	2389
🔁	2388
💢	2353
⚫	2353
🙃	2329
🕯	2322
🤲	2295
😝	2293
🤬	2248
👊	2245
😚	2229
▪️	2209
❓	2191
🌊	2178
🥴	2157
🌞	2153
🔞	2150
✊	2145
☔	2135
0️⃣	2134
☑️	2131
😮‍💨	2105
😤	2082
💬	2074
⭕	2074
🍒	2050
✌🏻	2025
🧸	2018
🦁	1972
😫	1966
⚔️	1964
✈️	1960
📽	1956
🎈	1952
😵‍💫	1937
🍇	1937
😞	1910
🐯	1879
💝	1873
🍻	1859
🎃	1854
😬	1846
🫶🏼	1845
🤧	1826
❤️‍🩹	1826
🍓	1825
🎤	1798
🔳	1797
🐐	1792
🇮🇷	1784
🤫	1782
🐻	1759
🅿️	1758
😒	1750
🫂	1739
⬛	1733
🤨	1731
😖	1722
✋	1712
🇻🇪	1702
💧	1690
3️⃣	1689
☺	1682
👉🏻	1678
㊗️	1678
😴	1672
🙌🏻	1667
🔺	1664
☁️	1653
🙇	1652
🫧	1646
🟥	1634
💩	1630
🤎	1629
🗓	1621
🔄	1614
🦊	1595
📷	1592
3⃣	1591
🟦	1587
🔸	1586
⏳	1586
💃	1579
🤏🏻	1578
😛	1555
🇯🇵	1540
✌	1538
🔽	1530
📈	1518
📝	1514
📽️	1511
🍎	1509
🇦🇷	1508
0⃣	1497
🗣️	1493
🥂	1436
🤑	1431
👻	1405
🌳	1403
🍋	1401
✍️	1398
🎮	1387
🧐	1386
🍌	1380
📹	1378
🍿	1364
😣	1355
🥀	1346
🤢	1344
🟧	1338
🌴	1336
🐺	1335
🗣	1334
🙏🏼	1321
🆘	1312
☑	1311
🏎	1309
🎧	1296
🟢	1290
🤟	1283
🍠	1279
🎰	1277
😥	1273
🇬🇧	1263
🥶	1262
🥱	1262
🤲🏻	1260
☹️	1260
😓	1239
🍊	1235
📚	1233
🤦‍♀️	1231
🌕	1228
✔	1226
☠️	1220
🐟	1206
😪	1201
⤵️	1186
🛒	1178
🟡	1177
🌚	1177
🔮	1169
📩	1167
🍪	1166
❣	1163
🇷🇺	1154
❄️	1144
😑	1139
🐈‍⬛	1133
🐤	1130
🍺	1121
🍄	1121
💤	1120
🕊️	1119
🎨	1113
🤞	1104
▫️	1098
☝️	1092
😲	1086
🐿	1085
💪🏻	1083
🧿	1069
🇹🇭	1069
😐	1068
🍵	1067
😠	1063
🇺🇦	1058
🧵	1054
🪄	1052
😸	1043
👤	1042
🍜	1037
🇮🇳	1036
🤘	1035
🫢	1032
🍨	1027
🕺	1022
😵	1020
🍯	1020
🔃	1017
👆	1013
🙏🏽	1009
👏🏼	1008
🐣	1008
🚃	1004
🤙	999
📞	989
🌎	986
🖼️	981
🏈	980
🖕	972
😰	965
🔊	963
🦅	958
🆚	957
☘️	951
🤦‍♂️	948
🌀	940
⚾	940
🍼	939
💟	938
🎫	936
🌐	936
🙆‍♀️	933
😽	930
🤓	923
🐍	921
🉐	919
🫶🏽	915
🛑	915
➕	905
💍	902
👇🏼	898
🌍	898
🎙	894
🆙	889
🐨	884
😙	883
🎸	869
📻	868
🇪🇹	868
🐕	866
🫰	865
🙊	865
🗓️	863
⬇	851
🦑	844
♠️	843
🔶	839
🌾	839
🐸	838
🔰	831
🇫🇷	828
🙏🏾	827
🤦🏻‍♀️	822
📅	822
✖️	822
🇮🇹	813
🤏	808
😿	807
🚗	806
🌝	806
🪐	805
😨	804
👌🏻	802
👋🏻	797
👹	796
🤌🏻	791
🥊	789
👎	789
🌰	789
😗	787
🍫	785
😼	777
〰️	776
🥦	775
🦍	767
🤦	763
🙋‍♀️	756
🙇🏻‍♀️	756
🍰	754
🔫	753
💉	753
🍳	750
🌲	748
✊🏻	738
🩸	737
💣	731
🏅	730
🎟️	730
🆕	728
🤖	725
😮	725
🍭	725
⚠	723
🤟🏻	718
🟠	715
🐧	711
🐼	709
🦄	706
©	706
🐝	700
🇵🇰	700
👁	697
🍬	686
😕	685
🍈	684
🕯️	678
👁️	675
🫰🏻	663
⚜️	657
🗝	648
😷	644
📊	644
🍾	643
🙋‍♂️	641
➡	641
👄	640
🇲🇽	636
🆔	636
💠	635
🤷‍♂️	634
7️⃣	633
🇪🇸	632
💿	626
🥁	625
🗿	625
👊🏻	622
🍩	616
🔲	611
😶	608
🤠	605
🎼	605
🌏	596
⛔	595
®	595
🐬	594
🤌	591
🍷	591
🎾	589
🛐	588
🐦	584
🍉	581
❔	579
🏷️	574
🥈	571
🐴	571
🐙	571
🦦	569
☂️	567
🏠	561
🚫	560
👼	560
👿	559
🐑	559
🦌	557
🏀	554
🥐	553
⬆️	552
©️	552
👍🏼	551
😺	547
🏃‍♂️	547
🏃	547
🍚	546
🍙	544
🙋	541
🧧	540
🏃‍♀️	540
🍖	539
🏰	536
🇬🇼	535
🗺️	534
🐢	533
🐇	533
📰	529
➰	527
🇨🇳	524
🧺	523
📖	522
🐳	521
🦖	520
✌🏼	517
⏩	516
💪🏼	508
🏹	507
🤦🏻‍♂️	506
9️⃣	506
💅	504
💄	504
🍞	503
⏬	503
🔒	502
😯	501
💃🏼	499
🧬	497
🐉	496
💪🏽	494
🎟	494
🏳️‍🌈	493
🌫	493
🧀	491
👇🏽	491
👾	490
👽	490
5️⃣	489
🐿️	487
🎙️	486
🔍	482
🍽	481
🙁	479
🔱	479
🏷	479
🥛	475
🐩	472
🧼	471
🔪	471
🦈	469
♀	467
🦆	466
🙌🏽	466
🥚	465
💳	465
🚬	463
🙌🏼	463
☎️	460
👕	459
🍮	459
🇵🇹	459
👣	456
🌃	455
🪵	454
🎖	454
🍡	454
🆗	452
🥕	451
🇩🇪	451
⌚	450
👏🏽	449
🥩	448
🍕	448
🇨🇴	448
🇨🇦	448
🎋	447
🙇🏻‍♂️	446
♨️	446
🌅	445
🦉	444
⌛	442
👇🏾	441
🫦	440
🦇	437
🕺🏼	437
⤴️	437
🥔	434
🍏	432
🇪🇷	431
🫶🏾	429
🦀	429
💻	428
🧪	426
🖇	425
🔝	424
🎇	424
🥞	421
👎🏻	421
🛸	420
👙	420
🍴	420
🍅	420
🧠	419
💮	419
🏁	419
🗳️	418
🤷‍♀️	417
🌌	416
🤷🏻‍♂️	414
🍣	413
🎆	412
🌠	412
🔷	408
🇨🇱	407
🆓	407
❇️	405
🎞	402
🗳	400
🕹	399
👏🏾	399
⤴	399
🥉	398
🐮	398
▪	397
🤝🏻	392
🍔	392
🖐	391
📉	391
👥	391
🅰️	390
👈🏻	389
🤚	388
🤙🏻	385
🙀	384
💊	383
🌵	380
⁉	380
🐂	379
🍹	379
🍐	379
🦞	378
😾	378
🌄	378
⏱	374
4⃣	374
🫀	373
🥷	372
🔜	372
♣️	372
🇨🇺	371
⛄	370
🐎	368
🌛	368
🗽	367
🧁	364
📮	363
📆	361
🐠	361
⚔	361
✈	360
😟	359
🐊	359
🤐	358
🕒	358
📡	358
👖	357
🏡	357
🇬🇭	356
🐒	355
👼🏻	354
🏐	354
🟣	353
✉️	353
🙆‍♂️	351
♂	346
🧹	345
🍦	345
✉	345
5⃣	345
🤕	344
◾	344
💪🏾	343
👠	342
🤷	341
🤷🏻‍♀️	340
㊗	340
⤵	340
✍	340
💃🏻	338
🎩	338
4️⃣	337
☝	336
🖇️	335
🍛	333
🔎	332
👶	332
🚚	330
🐀	330
☁	330
🫵	327
🚶	326
💲	326
㊙️	326
🙉	325
🉑	325
⚖️	324
☃️	324
📦	323
🇰🇷	323
☄️	321
💴	320
🇳🇬	320
🙆	319
🎑	318
🤘🏻	317
👶🏻	317
🙌🏾	314
✖	314
🥃	313
🙏🏿	310
🖐️	310
👊🏼	309
🏇	309
🌤	309
📕	308
💈	307
🌪	307
◽	307
🤦🏾‍♂️	305
🏴‍☠️	304
🙆🏻‍♀️	301
🌶	299
🀄	299
👉🏼	298
🅿	293
🦢	290
🇦🇺	290
⛩	290
🐌	289
🔘	287
🌮	287
🇺🇲	287
👒	286
🔆	285
⬅️	285
☝🏻	285
〰	284
🦐	283
🐽	283
🎣	282
🧚‍♀️	281
🤦🏽‍♂️	281
🔐	281
📜	281
👟	281
🫵🏻	280
🥸	279
🇮🇩	278
❄	278
🎻	277
🇨🇭	277
🛍	274
🚪	274
🪷	273
🥒	273
🐲	271
🏟	270
🎭	269
🏖	268
🍧	268
♻	268
✏️	267
🤳	266
🍥	266
👍🏽	265
🏝	265
🍟	265
👗	264
🤒	262
♦	262
🥨	261
🕺🏻	259
🌑	259
👓	258
🪙	257
🚙	257
🍱	257
✋🏻	257
🏖️	256
🌋	256
🇩🇴	256
🐏	255
👺	254
🐭	254
🤞🏻	253
🍍	252
🌽	252
📘	251
🇿🇦	251
🖥️	250
🇪🇺	250
🎄	249
6️⃣	249
🫤	248
🤜	245
🏴	245
🙋🏻‍♀️	244
♀️	244
🫥	243
🏎️	243
🍶	243
🧢	242
⛅	242
🏯	241
🛌	240
🤥	239
⛳	239
7⃣	239
🎪	237
😧	236
❎	236
🐋	235
🥤	234
🥖	234
🌧️	234
🇦🇪	234
⚓	233
™	233
💃🏿	232
🍸	232
⛩️	231
📀	230
🇲🇦	230
👆🏻	228
📥	226
🦴	225
🤛	225
🐘	225
🐚	224
🏴󠁧󠁢󠁥󠁮󠁧󠁿	223
🤚🏻	222
🔑	222
✊🏽	222
🧤	221
🥜	221
🧊	220
✂️	220
🦾	219
💁‍♀️	219
⏱️	219
🐡	218
🐓	218
🌤️	218
🇵🇱	218
🏃🏻‍♀️	217
✝️	217
🫐	216
🕰	216
🔅	216
🏉	216
🎹	215
🌶️	215
🇪🇬	215
🍗	214
🥟	213
🚘	213
😦	213
🔓	213
↪	213
🪴	212
✴	212
🤦🏽‍♀️	211
🐻‍❄️	211
🐆	211
🦒	210
🎍	210
🚲	208
🌬	208
🏟️	207
✌🏽	207
🪩	206
🙅🏻‍♀️	206
🍝	206
🌧	206
🔙	205
🇵🇭	205
🦩	204
😶‍🌫️	204
🏦	204
🔟	203
🐄	203
🤺	202
🗼	202
👸	202
👧	202
☘	201
🛁	200
🏴󠁧󠁢󠁳󠁣󠁴󠁿	200
🦜	199
🎞️	199
◼	199
💅🏻	198
👌🏼	198
🐜	198
🇵🇸	198
🇪🇨	198
🇰🇼	197
🇮🇶	197
🇩🇿	196
👐	195
🪶	194
🚂	194
🐞	194
🏍	194
🎡	194
🚶‍♀️	193
👇🏿	192
🎓	192
🚮	191
🔖	191
♂️	189
🥢	188
👂	187
✍🏻	187
🈹	186
🧎🏻‍♀️	185
🧩	184
🎏	184
⚒️	184
🤦🏼‍♀️	182
🚑	182
👩‍❤️‍💋‍👨	182
🐅	182
🇾🇪	182
8️⃣	182
🧨	181
🤞🏾	180
🇵🇪	180
🪸	179
🛫	179
🐵	179
🤌🏽	178
🚿	178
⛲	178
🤷🏽‍♀️	177
🗡️	176
🈵	176
🃏	175
📄	174
6⃣	174
🦭	173
📋	172
🅾️	172
⛰	172
⚰️	172
🔨	171
🌜	171
🅱️	171
⛓	171
🕸️	170
🗻	169
✊🏼	169
🕷	168
👉🏽	168
🎗️	167
🎗	167
🇷🇸	167
🥣	166
🟤	166
🇮🇪	166
🩰	165
🥑	165
🤌🏼	165
🫖	164
🏝️	164
☹	164
🤏🏼	163
🚦	163
🙋🏻‍♂️	163
🦸🏻‍♂️	162
🛡	162
🚢	162
🏮	162
🌔	162
🦷	161
🚌	161
👸🏻	161
👦🏻	161
🌓	161
🈳	161
🆎	161
🧶	160
🤷🏾‍♂️	160
👨	160
🗯️	159
🌘	159
🦓	158
🇳🇱	158
🚺	157
🖼	157
🪡	156
🩺	156
🕋	156
🎠	156
🇮🇱	156
🦔	155
🥝	155
🇪🇦	155
🇦🇹	155
🤲🏼	154
🌒	154
🛬	153
🅾	153
🕸	152
♾	152
🤷🏼‍♀️	151
🟪	151
💇‍♀️	151
💃🏽	151
⛱	151
🏓	150
💁‍♂️	149
👜	149
🤷🏽‍♂️	148
👍🏾	148
🇸🇪	148
🏥	147
🤲🏽	146
🖕🏻	146
✊🏾	146
🧚🏻‍♀️	145
🚔	145
🤞🏽	144
🖥	144
🏫	144
🎱	144
🇭🇳	144
🦚	143
🛵	143
☎	143
⏪	143
🫒	142
🦂	142
🥧	142
🙅	142
🔌	142
👩	142
🏢	142
🤞🏼	141
✴️	141
9⃣	141
🥄	140
🟫	140
🗞	140
🦎	139
🤦🏻	139
🚜	139
🛍️	138
🖐🏻	138
💒	138
⚙️	138
🪞	137
🥪	137
🖖	137
✳	137
✌🏿	137
🤦🏾‍♀️	136
🥗	135
🛡️	135
🔛	135
