Emoji	Count
😭	114892
😂	86904
🔥	69443
✨	67164
🌀	55365
🤣	53365
✅	40803
💏	40290
❤️	39063
🎁	26632
🥺	22709
😍	22079
🙏	20489
‼️	19807
🥹	19689
🥰	19417
🌙	17647
🎉	17580
👇	16826
💦	15913
💕	15811
💜	15406
🤍	14453
🌟	14403
💙	14290
😊	14022
👍	12859
👏	11706
🔹	11345
👀	11320
💖	10750
🚨	10681
❗	10448
💚	10045
💗	9640
❤	9616
⚡	9487
😅	9445
📍	9439
🥳	9432
📌	9309
♥️	8869
😈	8832
☺️	8628
👉	8594
🏆	8377
🤔	8314
😘	8259
🟦	8159
😆	8114
🥲	7810
😁	7708
💰	7386
🖤	7297
😳	7157
💔	7153
💛	7151
🤭	6962
🌹	6895
⭐	6773
💥	6538
🫶🏻	6432
😎	6430
🤤	6341
🤩	6329
🚀	6066
🔵	5934
🔴	5784
🌈	5726
🥵	5628
💯	5623
❣️	5617
😢	5586
🎊	5552
💓	5447
😋	5437
🎃	5405
🌸	5376
💀	5350
😔	5345
😉	5260
❤️‍🔥	5244
🫶	5191
💪	5168
📸	5032
🙌	5008
🤡	4968
💫	4915
🫠	4888
🎶	4872
📢	4741
⬇️	4728
1️⃣	4707
🤗	4662
🍀	4660
⚠️	4542
💋	4527
💞	4483
🎯	4478
🧡	4467
👑	4463
⏰	4433
🙌🏻	4388
😌	4378
😇	4369
🔗	4343
2️⃣	4313
🙄	4287
♻	4161
😏	4125
✌️	4089
😩	4078
📲	4074
😡	4065
🔔	3995
🎥	3966
😱	3948
💎	3908
🍁	3885
🇧🇷	3849
🍆	3826
1⃣	3757
🟩	3693
🎀	3659
🍑	3650
📣	3621
👌	3542
➡️	3528
🙏🏻	3518
🔷	3465
💆🏻‍♂️	3453
✔	3398
❌	3344
🐰	3342
☀️	3332
🚩	3311
▶️	3252
‼	3215
😃	3155
👻	3053
♻️	3029
😀	3010
💐	2916
💸	2886
🙂	2842
🐱	2835
📺	2804
🤮	2788
⬜	2785
😄	2754
😜	2745
2⃣	2735
🎂	2727
💘	2726
👅	2708
🌷	2706
🎵	2697
🙈	2672
👇🏻	2668
🍓	2659
🐶	2597
🤪	2575
🤯	2573
♥	2547
🍎	2541
🫣	2520
🍂	2519
🦋	2518
👏🏻	2498
☕	2496
🤝	2426
🍒	2361
