Day	Hour	Count	Coverage%
2022-10-14	00	2	0.056
2022-10-14	04	2	0.028
2022-10-14	07	49865	34.806
2022-10-14	08	150135	100.0
2022-10-14	09	165396	100.0
2022-10-14	10	183351	100.0
2022-10-14	11	202094	100.0
2022-10-14	12	222411	100.0
2022-10-14	13	235730	100.0
2022-10-14	14	232356	100.0
2022-10-14	15	222503	99.389
2022-10-14	16	201399	100.0
2022-10-14	17	185521	100.0
2022-10-14	18	168315	100.0
2022-10-14	19	154641	100.0
2022-10-14	20	150461	100.0
2022-10-14	21	150239	100.0
2022-10-14	22	148157	100.0
2022-10-14	23	147161	100.0
