Emoji	Count
🔹	394967
➖	388527
🌀	317661
🔉	175787
🔬	161914
😭	127934
😂	110957
✨	82194
🔥	72231
🤣	70364
✅	60028
❤️	57911
🔰	51871
♦️	42639
🍧	38890
🎁	34080
🙏	32700
😍	31148
🥺	30155
🥰	25911
🎉	25187
🥹	24469
💦	22453
‼️	21422
🌟	20827
💕	20687
💜	20532
💙	20020
👇	19927
💚	19201
😊	18886
🤍	18772
❤	17761
👍	15285
👏	13667
🚨	13228
😅	12857
☺️	12638
😈	12634
♥️	12275
👀	12223
💖	12186
💗	11701
🖤	11588
❗	11415
😆	11346
😘	11326
🤔	10869
📌	10855
📍	10842
🥲	10736
👉	10619
💰	10256
😳	10215
😁	10057
🌹	9982
💥	9743
🚀	9727
⭐	9619
💛	9586
🥳	9487
🤤	9039
🫶🏻	8761
🤭	8733
💓	8616
🤩	8398
😎	8329
🥵	8184
💔	8068
🏆	7976
😉	7859
📯	7502
😋	7391
🌸	7341
🫶	7189
💪	7155
💯	7081
😇	7067
💞	6819
🔔	6758
💫	6743
🫠	6687
😌	6634
📸	6617
💀	6591
🎶	6552
🍀	6532
🎊	6503
🤗	6390
⚡	6389
🔴	6367
😔	6347
❣️	6301
⬇️	6234
❤️‍🔥	6098
⚠️	6097
🙌	6006
🕚	5918
😢	5878
🤡	5840
🎥	5814
📢	5779
➡️	5772
😩	5755
💎	5736
🔵	5672
🙄	5659
🙏🏻	5637
✌️	5625
🔗	5511
💆🏻‍♂️	5459
☀️	5446
😏	5344
🇧🇷	5319
😱	5304
🍑	5231
🟩	5223
🍆	5222
👑	5207
🧡	5141
💋	5121
🎯	5030
1️⃣	4944
1⃣	4733
⏰	4717
🐯	4705
📣	4625
♻️	4493
🌈	4487
‼	4395
😡	4392
2️⃣	4314
🐚	4288
☕	4269
🦋	4261
👌	4234
❌	4200
❕	4140
💐	4116
😄	4085
🍁	4077
😃	4045
🐷	3977
🐰	3967
🎲	3954
🐶	3825
🚩	3792
😜	3780
🎂	3767
💘	3766
2⃣	3738
📎	3715
🙈	3708
🤝	3703
😀	3686
♥	3600
🙂	3535
🫡	3514
🎀	3477
⬜	3445
🫣	3434
😚	3415
👇🏻	3373
💸	3358
🎵	3354
🐹	3343
🌻	3330
🤪	3324
🇸🇦	3302
🌷	3293
👚	3291
👏🏻	3284
👅	3248
📺	3244
🤮	3219
🐱	3217
🌺	3204
🎃	3139
⚽	3081
🌙	3077
🇺🇸	3073
📱	3072
🟨	3063
🤯	3019
✔️	2990
▶	2937
🐻	2917
🌿	2768
📲	2763
⬛	2729
👋	2692
▪️	2677
⚪	2676
💌	2660
🎧	2648
🙃	2640
▶️	2628
👍🏻	2625
👈	2619
🐥	2589
⚔️	2587
🔻	2574
⁉️	2548
🔁	2532
💨	2489
🥴	2487
🍂	2486
🌼	2457
🎇	2445
❓	2422
✊	2422
🎈	2405
🤲	2402
😻	2402
👊	2399
🔞	2390
🦁	2378
😝	2322
😹	2317
⚫	2297
🙇‍♀️	2290
👠	2267
💭	2254
🍓	2228
😫	2183
💬	2183
🕊	2177
😮‍💨	2171
🔽	2160
😒	2152
🎬	2136
🌊	2122
🐾	2116
😤	2112
🇻🇪	2111
🌛	2105
👉🏻	2098
🫧	2087
🌱	2081
🍃	2078
📈	2071
🥇	2069
🥀	2058
💝	2053
🐟	2044
🍒	2036
🧸	2026
🔸	2016
🤬	2009
✈️	2004
🇹🇷	1996
✌🏻	1964
😞	1962
🗣️	1936
🙇‍♂️	1926
👻	1925
📽	1920
☑️	1919
🍊	1907
😬	1894
🤧	1883
🌞	1865
😵‍💫	1851
🗣	1851
🧐	1842
😴	1826
🌚	1815
🍛	1810
💢	1796
🗓	1788
⭕	1784
🤨	1783
☀	1781
☺	1779
🕊️	1763
🔄	1746
🤎	1740
💵	1733
㊗️	1718
🐐	1712
📝	1703
🌕	1696
🙏🏼	1688
🐺	1684
☁️	1666
🫶🏼	1650
🥂	1649
🍖	1647
🤏🏻	1645
💩	1638
🍻	1616
⏳	1606
🦊	1599
🤫	1598
🫂	1593
☑	1583
🤢	1573
💧	1562
📷	1551
👎	1550
🤑	1538
😛	1537
💟	1528
🔺	1497
🍌	1493
🙌🏻	1483
🔳	1483
❤️‍🩹	1483
✍️	1481
🟥	1479
💡	1471
3️⃣	1469
✌	1465
🍉	1455
📹	1452
✔	1452
👆	1449
🤦‍♀️	1448
🐈	1445
😖	1441
🥶	1422
🧿	1410
🔮	1410
😐	1403
🇦🇷	1402
🕯	1398
❄️	1396
🥱	1391
🎤	1387
💃	1373
🅿️	1371
✋	1366
🟦	1344
💪🏻	1342
🔃	1340
😣	1329
🍨	1326
0⃣	1322
😑	1315
🍺	1313
🍎	1312
☹️	1298
🙇	1291
🌍	1291
📽️	1287
🆘	1279
🦅	1275
3⃣	1274
😪	1263
💤	1258
🇮🇳	1257
0️⃣	1257
🌴	1256
👤	1251
📚	1250
😥	1246
🍇	1228
🇷🇺	1227
🇯🇵	1225
🧵	1222
☠️	1212
❣	1198
⚠	1192
📞	1187
🟡	1185
😽	1184
😓	1183
⤵️	1180
🙏🏽	1178
☝️	1158
🏀	1156
🟢	1150
🟧	1148
😠	1144
😲	1138
🕺	1115
🫢	1108
🇺🇦	1094
🪐	1093
🙏🏾	1072
💿	1072
🇪🇹	1069
🤞	1067
🌎	1059
🤟	1056
🤦‍♂️	1052
😮	1048
🍜	1030
🎮	1029
🫶🏽	1015
🤓	1012
👏🏼	1012
🍼	1008
📉	1005
😵	1004
📅	1002
🛑	999
🥩	994
💣	991
🌳	991
🛒	988
🇫🇷	988
👇🏼	977
✖️	977
🐣	976
🙊	975
🍫	971
🍠	971
🍭	970
🇬🇧	963
🆙	963
▫️	955
🐸	952
〰️	947
🏰	935
🥦	932
🤲🏻	932
📩	930
🔎	929
☘️	929
🍄	917
🪄	915
😰	915
🇪🇷	915
🐈‍⬛	914
🎫	910
🤦🏻‍♀️	906
🤘	897
⚾	896
🤦	888
📖	878
👌🏻	877
🙆‍♀️	876
🐍	875
🎨	874
👵	872
🍯	872
📻	859
➕	857
🔊	856
✊🏻	853
😨	849
🔝	842
🤙	841
🔶	838
🔱	833
🎸	833
🍗	830
⬇	830
🫰	827
👹	814
👍🏼	812
🎙	811
🌏	811
🐝	809
👇🏽	807
👿	805
🍵	794
👁	791
🐬	791
😙	787
💉	782
🐖	781
🌲	781
🍾	780
☔	775
👁️	769
😼	763
🇨🇴	761
🍅	753
🟠	752
♨️	752
🗓️	751
🍰	739
🤌	737
🦄	729
🏷️	729
🚗	725
🌐	725
⏩	724
👽	722
🇲🇽	715
🦈	711
🌝	708
®	708
🎟️	705
👋🏻	704
🐕	704
🦐	701
🐔	698
🌰	698
🦇	697
💠	695
👄	691
🏅	691
🥑	690
🙋‍♀️	687
🧧	686
♠️	686
🌾	685
😸	683
🍪	683
🐇	679
🤠	677
🔪	674
😿	672
🙋‍♂️	669
😕	668
🍚	665
😶	660
👺	660
🏹	657
©	656
🤷‍♂️	654
😗	653
👶	646
🎰	646
🤏	640
🙇🏻‍♀️	640
🐉	639
5️⃣	639
🤦🏻‍♂️	635
🖕	633
🦑	628
🏠	626
🍷	621
🌃	621
🥚	620
🇮🇹	619
🫰🏻	618
👡	617
🙏🏿	616
🕯️	615
🤖	613
✈	613
🗳	610
🍬	610
🔫	609
🐴	608
👏🏽	606
⏬	600
🐼	598
👊🏻	596
🧁	595
🔷	595
🍿	594
🇳🇬	591
