Value	Count
Twitter for Android	1832151
Twitter for iPhone	1462441
Twitter Web App	619903
Twitter for iPad	65018
Twitter for Mac	60855
twittbot.net	48018
TweetDeck	24960
Cheap Bots, Done Quick!	9550
WordPress.com	6303
BelugaCampaignSEA	5157
グランブルー ファンタジー	5041
Botbird tweets	4998
Microsoft Power Platform	4647
Twitter	4275
dlvr.it	3007
IFTTT	2946
Twittascope	2340
Twitcom - Comunidades 	2277
Instagram	2099
fllwrs	1768
Hootsuite Inc.	1758
Echofon  Android	1749
OWNLY Admin	1435
Tweetbot for iΟS	1412
Shuttlerock - Bluebird	1328
feather for iOS  	1001
Echoes Act2	997
Buffer	924
PlayStation®Network	884
Nintendo Switch Share	844
TwitPane for Android	727
SocialDog for Twitter	608
Echofon	579
Twitter Media Studio	537
やさしい世界を目指すマシュマロちゃん	513
TwitCasting	513
ATELU for Twitter	471
Sprout Social	466
今日のツイライフ	459
ツイタマ for Android	451
twitcle plus	444
Poshmark	422
Echobox	422
Radio.co now playing	415
ツイタマ+ for Android	393
Mirrativ	390
TwitPanePlus	377
Tweets v2.1	353
Revive Social App	341
SocialFlow	338
Sprinklr	335
livedoor Blog	332
Twitterrific for iOS	330
Peing	330
Arrow.	323
Tween	322
Camtsuku	321
SocialNewsDesk	319
TweetCaster for Android	314
MixChannel - ミクチャ	309
Tweetlogix	298
TweetDeck Web App	280
Cubi.so	280
Zapier.com	267
Twittt.com	258
The Social Jukebox	249
Airtime Pro	245
LinkedIn	244
SocialPilot.co	242
Cercanías Avisos	241
Twidere for Android	240
Twiit.com	231
Janetter for Android	225
Tabtter Free	223
Radio King LiveTweet	223
 「モンストからツイート」	218
Twitter for Advertisers	216
Pattr	208
Paper.li	191
Tweetbot for Mac	184
SocialBee.io v2	183
Blog2Social APP	178
Weathercloud	174
Rakuten Group, Inc.	172
TestsForSearch	169
Streamlabs Twitter	169
Foursquare	161
SAM Broadcaster Song Info	160
Tumblr	154
on TheWorld	151
SHOWROOM-LIVE	151
Hypefury	148
zabuu_site	147
CareerArc 2.0	142
iXamDrive	141
HubSpot	141
iembot	136
Janetter	136
Janetter iOS	135
Hotpepper	133
Plume for Android	130
Metricool	127
Fenix 2	126
Besocy_Oficial	126
Tweecha Lite	125
stafsmoketest	124
AbemaTV	122
Tweet Hunter Pro	121
fusetter	119
LaterMedia	117
Hel2um on iOS	117
BoxFresh	116
test_and_live	113
Sprinklr Publishing	113
MateCha	113
Make (formerly Integromat)	112
Typefully	111
Talon Android	109
Karabiner	103
SocialOomph	102
Tweecha2 for Android	101
Flamingo for Android	101
Spinitron Playlists	100
feather free for iOS 	98
Salesforce - Social Studio	97
SocialRabbit Plugin	94
Agorapulse app	94
懸賞ファン	90
OneDirect Suite - P	90
Myfxbook	90
tweechaPrime	89
Sendible	89
Loomly	89
jigtwi	88
Unfollowspy	88
Twitter Web Client	88
Pococha	88
BIGO LIVE	88
ツイ廃ジャー	87
info 2020	87
Twitter app for posting 	87
MixLive Now Playing Info	86
Janetter Pro for Android	86
CORE ListingMachine	85
Biyon≡(　ε:) Pro	85
NovaPress	84
The Tweeted Times	81
SAM Broadcaster Cloud	81
Meteobridge	81
ニコニコ ニコレポ連携	79
SobaCha	79
Untappd	78
True Anthem	78
ContentStudio.io	78
Dynamic Tweets	77
BotFrens.com	77
Periscope	72
Evertale Official	70
twitcle plus for iOS	69
Zoho Social	68
Postcron App	68
Emplifi	68
Verint Messaging	67
StreamElements	67
Janetter Pro for iPhone	66
Foursquare Swarm	66
ThingTweet	63
Khoros CX	63
Biyon Lite Ver	62
KuroTwi	61
Weather Display Tweet	60
TW Blue	60
TV Time, TV show tracker	60
StockTwits Web	60
総合サービス ツイボット	59
SmartNews | スマートニュース	59
Zendesk	58
MSG Lover	58
ツイプロ(twpro)	57
hamoooooon	57
TwinyBots	57
Gauge Map UK Tweeter	57
Twibbon	56
Affinitweet.com	56
Bozo Bot	55
Goodreads	52
Twitter Media Studio - LiveCut	51
testerMyApp	50
Qualtrics Connect	50
ポケパラTwitter連携	49
YoruFukurou	49
Publer.io	49
Locobuzz CX	49
eClincher	47
Tweet Nowhere	46
Mailchimp	46
LINE LIVE app	45
Canva	45
dddcg apps	44
Tweecha2 for iOS	44
Brandwatch	44
Tweet Suite	43
Joytter	43
宝石姫 Reincarnation	42
ツイタマ	42
Xbox One Social	42
Twitter_bot_service	42
TheWorld iOS	42
GroupTweet	42
ausverkauf.eu	41
SocialChamp IO 	41
Crowdfire App	41
ArtPal	41
Zlappo.com	40
Tistory2Twitter	40
Radiologik DJ	40
NekoTwi!	39
Yukari for Android	38
Powered by Sprinklr	38
Dynamic Signal	38
mLabs - Gestão de Redes Sociais	37
Genesys Social Engagement.	37
Amplifr	37
診断メーカー shindanmaker.com	36
erased9353731	36
Semrush Social Media Tool	36
Just Space Bot	36
Funny apps:)	36
Fan Experiences Platform	36
EnterEnter	36
UpStader	35
Hopscotch Social	35
Hearsay Social	35
ツイ廃あらーと	34
Togetter / min.t	34
ThreadReaderApp	34
Tweet Old Post	33
FusionXYZ	33
Command-line Tool	33
sweet_caramel	32
Thryv	32
Tabtter	32
FS-Poster-App	32
Оwly	31
tweecha for android	31
goaidev.com	31
Samsung S7 - Express	31
OxfordBlue-Twitter	31
FS_Poster_App	31
tweet serach api	30
sichimensoka	30
Tweet .for Android	30
ReUs Atsumoritter	30
読書メーター	29
ニコニコ生放送アプリ	29
goaidev	29
amazon_search_api	29
Twittbot Web	29
Twitt-RP	29
JobsViaTweet	29
DownloaderBot	29
CoSchedule	29
Ask.fm	29
iWantClips	28
