Emoji	Count
♦️	599111
🔹	479360
🐔	260661
🎻	174237
😭	119048
😂	108366
✨	89972
🤣	70201
🔥	65384
❤️	55179
👯	41380
🔵	38657
📎	37663
🎲	37447
🎁	37254
✅	37114
👚	37006
🐹	31379
😍	30840
🙏	29216
🥺	28708
‼️	26189
💦	25983
🥰	25620
🥹	23383
➖	22725
💕	21943
🎉	21455
😊	19005
🤍	18829
💙	18739
👇	18074
🌟	16736
👍	16385
💚	15937
👏	15206
❤	14365
💜	14200
☺️	13276
😈	13158
😅	13043
🚨	12626
💖	12525
😘	12324
♥️	11901
🖤	11630
🤔	11464
😆	11235
👀	11180
💗	10960
❗	10860
🥲	10224
👉	9896
😁	9789
🤤	9623
📌	9383
🌹	9230
🤭	9088
💰	9041
💛	8851
😳	8687
🌸	8283
🟩	8181
🥳	8170
🥵	8132
💥	8129
🔔	8105
📍	7942
😎	7822
⭐	7805
🚀	7677
💔	7553
🏆	7413
😋	7357
🤩	7278
🫶🏻	7237
📸	7222
🎊	7199
💪	7160
💯	7146
😉	7052
🍀	7017
🎶	6925
😢	6871
🎯	6777
🍑	6759
⚡	6654
👑	6515
🫶	6479
😌	6427
💓	6347
💞	6344
💀	6296
❣️	6293
❤️‍🔥	6268
🔗	6189
💫	6159
⚠️	6069
🤗	6029
⬇️	6019
😔	6009
😇	5908
✌️	5889
🫠	5868
😩	5841
💋	5783
🙄	5734
🍆	5729
☀️	5635
🙌	5614
⏰	5549
🇸🇦	5500
😡	5485
🤡	5440
😱	5418
💎	5404
🔴	5376
😏	5299
🧡	5233
🇧🇷	5184
1⃣	5182
📢	5171
🌈	4989
🙏🏻	4906
♻️	4817
🚩	4755
🎥	4736
➡️	4640
💐	4634
1️⃣	4508
2⃣	4460
💡	4447
‼	4421
👌	4377
☕	4327
❌	4301
🐰	4230
🌷	4206
🤝	4204
▶️	4152
😄	3934
😜	3914
📣	3863
🐶	3860
🐱	3800
♥	3779
😃	3778
🎀	3752
⬜	3711
🙈	3701
👍🏻	3609
2️⃣	3604
💸	3591
🐈	3562
😀	3544
🍁	3525
🙂	3475
🌻	3420
🦋	3395
🫣	3392
👅	3354
💆🏻‍♂️	3337
🐷	3331
💘	3281
👇🏻	3272
🤪	3248
🌿	3171
🎂	3147
👏🏻	3134
🎵	3101
🔻	3042
🌺	2994
📺	2983
📱	2974
