Day	Hour	Count	Coverage%
2022-09-16	00	148102	100.0
2022-09-16	01	158601	100.0
2022-09-16	02	163266	100.0
2022-09-16	03	165870	100.0
2022-09-16	04	163470	100.0
2022-09-16	05	148554	100.0
2022-09-16	06	144675	100.0
2022-09-16	07	144504	100.0
2022-09-16	08	151694	100.0
2022-09-16	09	165869	100.0
2022-09-16	10	181412	100.0
2022-09-16	11	194181	100.0
2022-09-16	12	212190	100.0
2022-09-16	13	220341	100.0
2022-09-16	14	215463	100.0
2022-09-16	15	213233	100.0
2022-09-16	16	194263	100.0
2022-09-16	17	176901	100.0
2022-09-16	18	164028	100.0
2022-09-16	19	157072	100.0
2022-09-16	20	150994	100.0
2022-09-16	21	146642	100.0
2022-09-16	22	147725	100.0
2022-09-16	23	148296	100.0
