Emoji	Count
🌀	833728
🔹	344435
🟦	313952
✨	301331
♻️	265843
🔥	245286
❄️	235946
🔵	207552
🕥	166164
🔷	155159
➖	143054
😭	131816
‼️	122839
😂	111382
🔰	99014
🤣	71753
❤️	53484
💺	39249
🎁	38908
💧	36195
✅	32915
😍	31009
🙏	30284
🎉	30028
🥺	29082
🥹	27220
💦	26858
🥰	25837
👇	25755
💕	24519
💙	24154
🙌🏻	22554
🌟	21838
🤍	19896
❤	19119
👏	19097
😊	18562
👍	18262
💜	16980
👀	16569
💚	16504
🚨	15891
💗	15865
💖	15541
👉	14702
📌	14354
💥	14286
🔴	14077
📍	13801
🌹	13463
🏆	13339
💰	13153
😅	13151
😈	12991
♥️	12835
💛	12812
☺️	12326
🤔	11721
💔	11667
❗	11527
😆	11454
😘	11240
💯	11121
🖤	10971
🌸	10891
😁	10673
🤭	10667
💀	10538
🍀	10472
💪	10228
📢	10207
🚀	10064
💞	10003
🎊	9980
🎶	9951
🎯	9945
💓	9823
🥲	9728
💎	9722
🤤	9257
💫	9242
🥳	9213
🎥	9150
👑	9074
🎂	9040
🔔	8970
🍑	8958
😳	8954
💋	8951
🎃	8857
🍆	8695
🐰	8668
🔗	8493
🔻	8471
📣	8429
🌈	8279
💐	8268
⭐	8149
🍁	8064
😎	7828
🥵	7803
👌	7751
🫶🏻	7720
😋	7696
🐶	7548
🎀	7542
🍵	7485
💸	7457
🤩	7452
😉	7271
📲	7209
📺	7185
⚡	7084
💌	6949
👅	6876
🌷	6854
🫶	6835
🌿	6787
🐱	6740
⬇️	6740
🌻	6711
😌	6678
🎵	6674
📸	6659
🐾	6580
🫠	6573
1️⃣	6547
❣️	6538
🌺	6509
⚽	6403
🤗	6375
💘	6344
🙌	6342
1⃣	6307
❤️‍🔥	6240
📱	6172
🌙	6144
🍂	6078
🏮	6046
😇	6029
🔞	6023
💢	6006
🌼	6001
👋	5976
💨	5950
👻	5932
😔	5898
💩	5889
🌱	5844
🌞	5834
👊	5817
🔁	5815
🟩	5813
🌊	5812
🐻	5747
💭	5734
😩	5730
🍒	5725
🙄	5690
⚠️	5630
🍓	5567
🎬	5561
💃	5544
👈	5534
💝	5531
🙏🏻	5506
😏	5505
2️⃣	5498
🍋	5478
🐺	5475
🎈	5449
🐟	5416
🐷	5410
🐯	5400
🧡	5377
🔄	5375
🔸	5359
🌕	5319
🔺	5308
🐧	5289
☀️	5272
✌️	5263
🐈	5217
💬	5203
🤡	5190
🐥	5184
🍫	5183
😢	5177
🍃	5155
🍌	5147
📷	5138
🍎	5116
🐐	5109
🎧	5101
🐹	5012
➡️	4955
📝	4948
🏀	4948
💵	4947
🎤	4921
🍊	4884
🔳	4882
🇧🇷	4851
🔪	4848
💟	4848
📈	4830
👆	4820
❌	4816
🌴	4810
💤	4806
👹	4805
😱	4804
‼	4803
🌍	4729
🍬	4724
🍚	4698
🎨	4679
💡	4678
📹	4667
🐍	4656
🌰	4644
🌐	4631
😡	4609
🍠	4609
🐸	4607
🍜	4588
📚	4581
👽	4581
🐝	4553
🎰	4543
💠	4539
🐣	4539
⏰	4537
🔊	4536
🍻	4535
🎮	4524
🐒	4511
🌳	4505
💍	4504
🍰	4503
🌚	4499
📰	4496
🔎	4484
🔃	4484
📅	4464
🍇	4458
🎸	4452
📻	4450
💆🏻‍♂️	4437
🎫	4437
🚩	4430
👤	4429
🍼	4418
👎	4407
🍷	4402
💉	4396
🍕	4391
📊	4385
🔮	4371
🐇	4362
🌽	4361
🌠	4359
😄	4345
🎲	4338
📞	4328
🍭	4323
🐕	4314
🍺	4302
🎩	4290
🌏	4290
🍳	4279
🌝	4274
👄	4259
🍪	4259
👓	4257
🌋	4255
📦	4252
📩	4250
🍯	4245
🏡	4242
🎹	4240
🔝	4235
🍧	4230
💅	4229
🔶	4217
🐴	4217
📖	4213
🔫	4200
🏃	4199
🍩	4191
🍉	4189
🌾	4186
🔅	4185
🐳	4184
👼	4182
🍞	4178
🔖	4174
🎋	4163
🏁	4156
☕	4152
👿	4150
👏🏻	4144
👥	4141
💳	4140
🐨	4137
💴	4131
🐙	4127
🔲	4126
📮	4121
💹	4118
📑	4111
💿	4107
🐼	4105
🔜	4100
🍄	4099
📘	4087
🌃	4077
🍨	4075
🐬	4074
🐦	4070
💻	4063
👺	4063
🌎	4062
🐊	4054
🍴	4049
📥	4047
📙	4047
💲	4046
🐢	4045
💇	4042
🐩	4036
🏈	4034
📧	4029
🔐	4018
🐑	4018
🏨	4017
🎄	4014
🍏	4005
🐮	3998
📠	3997
🎾	3996
📤	3992
👧	3992
🌵	3992
🎴	3976
🎻	3968
📃	3966
👶	3960
🔍	3957
📆	3956
🏰	3949
🌄	3948
📨	3946
📯	3945
🍙	3945
🔱	3937
🏣	3934
🐔	3929
🔉	3928
💏	3917
🗿	3915
🗽	3912
🍔	3911
🎪	3903
💣	3902
🔨	3901
🏠	3899
💱	3896
👾	3895
💄	3894
2⃣	3894
📟	3892
🌅	3892
🍈	3891
🍸	3882
👴	3881
🏢	3881
🐘	3875
💈	3873
🕘	3863
🐛	3860
💮	3859
🔌	3858
🐆	3857
🐀	3852
📉	3851
🍥	3850
🍛	3849
🌔	3849
🕚	3847
🎼	3841
🍅	3841
🐄	3840
👂	3833
🕖	3828
🌲	3828
📕	3824
📎	3824
🎐	3822
🌛	3822
📛	3814
🍶	3812
🌌	3810
🔬	3805
🍖	3805
🔣	3803
🐉	3793
👙	3791
🔒	3790
📡	3790
🔓	3788
🐭	3788
🍢	3788
🐫	3784
▶️	3782
🌆	3775
📁	3774
🏯	3774
🍟	3774
🐎	3773
👵	3772
👦	3772
🐽	3772
🎦	3772
👟	3771
💼	3770
🐲	3770
👠	3768
🔦	3767
🎡	3764
🏉	3762
🎠	3762
🗼	3760
🐌	3758
🎍	3755
🎇	3754
🍦	3753
📭	3750
👡	3750
🎒	3749
🔡	3747
🔂	3747
🎆	3746
🏬	3741
📀	3739
🐠	3739
🐋	3739
😃	3736
👷	3735
👘	3735
💊	3734
🌂	3732
📴	3731
🌓	3731
👬	3730
🐖	3728
👣	3723
🕙	3721
🔑	3720
🤝	3712
🔈	3709
📓	3703
👩	3703
👕	3703
🕜	3701
🏭	3700
👮	3699
🎭	3699
🍲	3699
🕤	3697
📜	3693
🎅	3693
🔯	3692
🏫	3692
🎿	3692
🎏	3690
💑	3689
🏂	3689
🍣	3687
📵	3686
💒	3686
👢	3686
🐓	3686
🍝	3686
🍍	3685
🌜	3685
😜	3683
🌗	3683
👗	3681
🐁	3681
🍹	3681
🍐	3681
👸	3677
👭	3675
🍡	3673
🎺	3672
👖	3671
🐤	3670
🕑	3668
🎱	3668
👱	3660
🍮	3659
👪	3656
🏦	3654
🐵	3653
🕒	3650
🐚	3647
👃	3645
🔼	3642
🌉	3639
🕐	3635
📬	3635
👐	3635
🔩	3630
🐃	3630
🌑	3629
🔟	3625
👲	3625
🏇	3625
🐏	3624
♥	3619
🔭	3618
🗾	3615
🐜	3611
🔙	3602
🐅	3600
💆	3596
🕟	3594
🎑	3593
🔋	3591
🐪	3591
👇🏻	3590
🌖	3589
💾	3584
🔏	3583
👛	3583
🔆	3580
🔘	3577
🎓	3576
🐞	3565
📼	3564
👔	3562
🍘	3559
🕕	3554
📄	3554
🎽	3552
⬜	3551
🎷	3549
🎳	3542
🕔	3541
🎣	3539
🌁	3537
📒	3534
🐡	3533
🔛	3530
🏪	3529
🕦	3528
👨	3527
🏊	3516
🙂	3513
🕗	3512
🔚	3512
🌒	3512
😀	3510
🍗	3504
💶	3503
🏩	3503
👜	3501
🔕	3499
👞	3497
💁	3495
🔀	3491
📫	3486
📔	3480
🌘	3476
🔠	3471
👯	3471
🔤	3470
🍱	3468
🔇	3460
🦋	3457
📏	3457
🎌	3456
🕢	3455
📐	3455
🕞	3452
📂	3452
🍤	3452
🕣	3451
🔧	3449
🕛	3446
📇	3442
🌇	3441
📶	3435
📋	3431
💷	3422
🗻	3407
🐂	3407
🎎	3401
📳	3399
🕓	3394
🐗	3384
🕧	3380
🕠	3380
🎢	3379
💂	3372
👳	3371
📗	3370
👝	3354
👰	3351
🫣	3349
🙈	3345
🏤	3339
🕡	3338
👚	3309
🏧	3288
📪	3283
👫	3282
🏄	3279
🕝	3274
🏥	3270
🤪	3252
💽	3245
🔢	3230
🤮	3171
👒	3149
🔽	3039
3️⃣	2991
⚪	2939
⚫	2887
🤯	2876
🫡	2875
⁉️	2863
❕	2827
🟨	2806
👍🏻	2783
🥇	2717
▶	2716
😻	2650
🇺🇸	2619
▪️	2513
😤	2510
🟡	2484
🙃	2451
🤬	2424
🥴	2415
⭕	2363
🦊	2353
㊗️	2281
❤️‍🩹	2238
🤲	2234
🇻🇪	2229
🙇‍♀️	2227
😹	2193
🕊	2189
😞	2185
😬	2183
🟠	2168
😝	2152
😫	2139
🙇‍♂️	2134
😮‍💨	2132
⬛	2128
🤧	2123
❓	2118
✔️	2118
😵‍💫	2115
⚜	2100
🧸	2088
🥶	2086
✊	2075
👉🏻	2059
✔	2034
🇹🇷	1990
⏳	1942
😒	1917
🫧	1891
🇸🇦	1856
🗣️	1851
😚	1831
😴	1821
🙏🏼	1803
✌🏻	1785
🧐	1784
☔	1778
3⃣	1770
🫂	1757
☺	1720
🤫	1692
🤎	1680
✈️	1677
☁️	1660
🕯	1658
☀	1658
😛	1646
😐	1638
5️⃣	1631
🥀	1617
🤨	1614
🫶🏼	1599
🗣	1584
🟥	1572
☑️	1562
✍️	1549
🦇	1541
🤏🏻	1517
🥂	1487
❣	1479
4️⃣	1458
5⃣	1417
🇺🇦	1408
🅿️	1394
🥱	1388
✌	1388
🏝	1380
🆘	1375
😑	1373
🇪🇹	1362
✋	1360
🤑	1345
➕	1341
🏹	1323
☝️	1305
⤵️	1298
☹️	1291
😓	1287
💪🏻	1287
☠️	1283
🕊️	1278
☑	1276
🧵	1274
🤢	1274
🇪🇷	1267
🤓	1261
🗓	1253
🤙	1250
⚔️	1247
🤞	1238
😠	1237
🇯🇵	1233
😥	1231
🪄	1222
🙇	1217
🟢	1208
📽	1198
🖕	1195
🤦‍♀️	1190
😣	1167
😖	1159
⚾	1134
0️⃣	1128
😪	1126
🦁	1115
☃️	1103
🦅	1095
▫️	1087
0⃣	1077
🏷️	1066
⏬	1065
⛄	1062
👏🏼	1055
🟧	1032
😲	1031
☘️	1021
🤟	1018
🇹🇭	1016
🧿	1009
🕺	1003
🙏🏽	992
🛒	983
🗓️	983
🫢	969
🙏🏾	961
🤦‍♂️	953
😮	945
😰	944
🤦🏻‍♀️	928
🫰	922
👍🏼	901
👇🏼	901
🚫	900
🇫🇷	892
🙋‍♀️	890
🐈‍⬛	890
🛑	889
〰️	889
⏩	880
🙊	875
😿	874
⬇	874
🆕	852
📽️	851
🤲🏻	850
😵	850
😶	847
😨	847
🇷🇺	846
😽	844
🫶🏽	842
🤘	818
🚗	802
🤦	801
🦄	793
👌🏻	790
👁	784
🇬🇧	784
🎙	777
🙆‍♀️	773
🕯️	768
🙋	767
🐿	767
✖️	766
🤷‍♂️	763
♠️	758
🗺️	755
🆚	754
🤌	753
🏅	750
😙	735
😸	729
🪐	725
🎟️	725
🇦🇷	723
⚠	722
🇮🇷	712
✊🏻	702
🥦	683
🇲🇽	681
©	679
😕	672
✉	671
🆙	652
🤖	649
▪	648
😗	646
⚜️	645
😼	643
🌶	643
👏🏽	640
⌚	640
🇮🇳	639
🇨🇴	633
🎙️	632
😷	628
⤴	627
♦️	626
🧧	624
⛔	623
🤏	622
👇🏽	615
🍿	613
🇰🇷	612
➡	602
🍾	600
🆔	600
🩸	592
😺	587
🦈	586
🥚	586
👁️	586
🙆‍♂️	585
🛐	583
✌🏼	579
🇮🇹	572
🙋‍♂️	569
🤦🏻‍♂️	567
🛸	566
🙁	558
6️⃣	558
🫶🏾	547
🦍	547
🤟🏻	539
🙇🏻‍♀️	539
🤐	538
👋🏻	538
🥈	537
👈🏻	536
🦖	528
👊🏻	523
🇩🇪	521
🫰🏻	518
🤠	517
☎️	515
⛓	509
⛩	507
🪙	506
🧠	505
🇨🇳	503
♨️	503
⌛	502
💪🏼	500
❄	497
🏃‍♂️	490
🉐	490
🇪🇸	488
🧈	485
🚬	484
👏🏾	480
🦑	477
🦌	475
☂️	474
🥷	472
🥁	471
😯	468
⬆️	468
🫦	463
🎖	462
©️	462
🦦	460
🥔	460
🤘🏻	457
🕸	453
⁉	452
🕷	450
🙌🏼	445
✒️	445
🌫	444
🤷🏻‍♂️	443
🇨🇱	443
🤷‍♀️	442
⤴️	441
®	441
🥞	436
💪🏽	431
🇵🇰	431
🤌🏻	430
🧀	429
🚙	427
🥕	425
🟣	424
6⃣	423
🫀	422
🎟	416
🥛	412
🫵	411
🧼	411
🦆	409
❔	409
👇🏾	406
🏳️‍🌈	406
🆗	405
✉️	405
➰	404
🧁	400
🙌🏾	396
🇦🇺	396
🗳️	393
😟	391
🗝	386
🏷	382
🏃‍♀️	377
✏️	376
🦉	374
☁	374
😾	373
💅🏻	372
⛩️	369
◾	369
🐿️	368
🦀	366
🇺🇲	365
🇨🇦	365
🤙🏻	364
