Language	Counts
ar	🌀:78882,🔹:63006,🔥:62154,🟦:60223,🔵:51536,🔷:50631,‼️:50402,♻️:14918,➖:10744,🔰:8489,📍:6004,✅:5744,🙏:4843,🌟:4812,💺:4576,💆🏻‍♂️:4429,💰:4428,😂:3966,❤️:3632,✨:3142,♥️:3076,💧:2923,❄️:2711,🤍:2687,🌹:2187,🎥:2127,📲:2064,😭:1860,📸:1645,💙:1620,🎁:1598,🔳:1575,💔:1405,🏆:1333,⚪:1286,⚫:1275,📱:1253,🔺:1199,😍:1140,1️⃣:1125,2️⃣:1100,🖤:1093,3️⃣:1090,4️⃣:1071,5️⃣:1053,👇:1036,⚜:1021,🏝:1021,🤣:965,💚:920,💛:890,🟥:867,🟨:865,🟩:863,🟧:861,💸:834,🇸🇦:802,🌸:800,🔴:794,👈:784,💬:774,📌:731,🔲:705,👌:697,📞:694,💜:691,❤:639,🌿:638,👍:631,🌷:619,💐:573,🌺:572,🚨:566,▪️:566,🥺:559,💕:559,🍃:539,📽:525,🔄:500,👏:498,💯:486,💗:485,💵:455,⬜:454,🎉:450,😔:446,💞:444,👆:441,🌚:426,🟡:415,🌱:415,🔁:414,🥹:414,🔃:411,🟠:410,📹:408,💪:404,🤲:404,💋:403,💠:397,🌫:394,💥:394,💫:388,💖:386,😅:386,🌻:385,🏰:383,🌼:375,📷:372,👑:364,🔝:357,👀:357,🔛:354,🌴:354,💘:346,👉:345,💃:341,🍂:341,💀:340,🔻:338,📩:337,😁:336,🎶:335,🔸:328,💦:327,💌:327,💢:326,🌙:326,⌚:324,🍀:321,🎵:320,🌝:320,🌞:317,💎:317,📨:317,💓:316,📚:316,🎈:315,🎼:314,🎻:313,🕥:312,📢:311,🎬:311,🔞:308,💩:308,🌠:307,🍸:306,🏦:306,🔗:305,🐣:305,🎀:303,📝:302,📯:300,🔔:300,🎧:300,📄:299,🍒:299,🌲:299,🐫:299,🏨:299,🐰:299,📰:299,👅:298,🍞:298,🌐:298,👋:298,🍁:298,🔼:298,💴:296,🔨:296,🍥:295,💳:294,🔂:294,🍎:294,🔖:294,🎊:294,🍚:294,💭:293,🔜:293,💻:292,🍓:292,🌾:292,📮:292,🔉:291,🏡:291,🍴:291,📊:291,👷:291,🐄:290,👥:290,🐇:290,👎:289,🔬:289,🍹:289,🔤:289,📑:289,💲:289,🎤:288,🐐:288,🎾:288,🕚:287,💾:287,💍:287,👧:287,🐛:287,🏢:287,👦:287,🍆:287,💶:287,🌈:286,👓:286,👹:286,🍭:286,🌊:286,👺:286,📤:285,🔚:285,📦:285,📙:284,🏮:284,📁:284,👬:284,👴:283,📧:283,🗽:283,📬:283,🌳:283,🎫:282,🕔:282,📣:282,📺:282,👸:282,🙂:281,🔐:281,🏈:281,🍪:281,🏧:281,🌍:280,💨:280,💟:280,📆:280,🎿:279,👡:279,💹:279,👙:279,🌋:279,👊:279,🐦:279,🐕:279,🏉:279,🕘:279,📜:279,🐻:279,💅:279,🎄:279,📃:278,🍟:278,🐞:278,💡:277,📛:277,🏊:277,🐌:277,🔱:277,🎽:277,🎡:277,💉:277,🔒:277,🐍:277,🐎:277,🍼:277,🐸:276,🔡:276,🔭:276,🌁:276,🐬:276,📗:276,📟:276,🔎:276,🔶:276,🔓:276,♥:276,🍫:275,🔪:275,🎏:275,👵:275,🍋:274,🐑:274,🍮:274,🍯:274,🐲:274,🏀:274,🎩:274,👛:273,🎴:273,🌵:273,🍕:273,🔌:273,📡:273,🕖:273,🎹:273,🐨:272,💽:272,🐟:272,🍑:272,👮:272,👘:272,🌇:272,🍷:272,🍉:272,👿:272,👱:271,🕜:271,🎋:271,🎺:271,🍡:271,🍌:271,📶:271,🍠:271,🌗:271,🐙:270,🌌:270,👻:270,🐆:270,🐴:270,👌🏻:270,🎨:269,🍅:269,🏁:269,🐋:269,📖:269,👭:269,🎇:269,🏫:269,🌆:269,🌑:268,🌛:268,🕠:268,🤩:268,🍧:268,💝:268,🔫:268,🕑:268,🕢:268,🌒:268,🏣:268,🐁:268,📫:268,🔩:267,🍱:267,🍬:266,🔅:266,🐊:266,🔧:266,🌔:266,🐮:266,🐓:266,📈:265,👟:265,📴:265,📋:265,🌏:265,🐜:265,🥰:265,🌕:264,🎎:264,🐶:264,🕕:264,👣:264,🔕:264,💆:264,🔑:264,🔦:264,📘:264,👤:264,🔍:264,🗿:264,🌖:264,💤:264,💒:263,📠:263,🎸:263,🐪:263,🌰:263,📓:263,🐈:263,🍏:263,🏥:263,👐:263,🐡:262,🎃:262,📒:262,🕝:262,👄:262,🐉:262,👕:262,🌎:262,📥:261,💊:261,👃:261,💁:261,🐘:261,🍝:261,🏂:261,🎭:261,🐖:261,📔:260,🔟:260,🔀:260,🏠:260,🔣:259,🔯:259,📕:259,🎲:259,🍊:259,🕙:259,💷:259,💈:259,🏬:259,🕤:259,🕡:258,🏃:258,🍢:258,👩:258,🎯:258,🍘:258,🎷:258,🐷:257,🕟:257,🐒:257,📻:257,🕧:257,📎:257,📂:257,🔈:257,👲:257,🍇:257,🐺:257,🕐:256,🍦:256,👼:256,🔙:256,👞:256,🐧:256,🌅:256,🎐:255,🔊:255,🐃:255,🍺:255,🐩:255,💼:255,👚:255,🎳:255,🐀:254,💿:254,📳:254,🏭:254,📇:254,🎍:254,🐥:254,🎦:254,🍈:254,🌉:254,🎒:253,🍲:253,👰:253,🐅:253,🕛:253,💮:253,🐳:253,🕣:253,🔇:253,🍔:252,🐾:252,📵:252,📉:252,🎪:252,📅:252,🥲:252,🎢:251,🎠:251,🍐:251,🏯:251,🍖:251,🕒:251,🗻:251,🎓:251,🎂:251,📭:250,🎆:250,🕗:250,👽:250,🐚:250,🌽:249,🕓:249,👔:249,🍛:249,🌜:249,🍙:248,🍰:248,👠:248,🔠:248,💇:248,👨:248,👢:247,💂:247,🌓:247,👪:247,🐝:247,🎱:247,🐱:247,😢:247,💑:247,👜:247,📼:246,🐹:246,🎣:246,👂:246,🕞:246,👫:246,🐯:246,🔘:245,🎅:245,🏩:245,🐽:244,🐗:244,🏤:244,🗼:244,🎮:244,📀:244,🌂:244,🏇:244,🐠:243,🍳:243,💄:243,🍄:243,🍣:243,👝:243,🍨:243,💣:243,👾:242,🐏:242,💏:242,🐢:242,📪:242,👶:242,🏪:242,🍤:241,🔏:241,🔋:241,👗:241,🔮:241,🗾:240,🎌:240,🕦:240,🐂:240,📐:240,🍻:240,🍩:239,🌃:238,🏄:238,🍶:237,👖:237,👯:236,🐵:236,🍵:236,💱:236,🔢:235,🐤:235,🍍:231,🎑:231,🍗:230,😎:229,🎰:229,🍜:228,🫶🏻:228,🌘:227,🌄:226,🐔:225,📏:224,👳:223,✔️:223,🐭:221,🔆:216,🐼:215,👍🏻:215,🤔:210,👒:206,👇🏻:204,🕊:203,🧡:200,😘:197,😉:196,🙏🏻:186,🦋:186,👈🏻:186,❤️‍🔥:176,🦅:175,😌:173,🤎:168,🤲🏻:167,🙈:160,⚽:154,😊:151,🥵:150,🤝:150,🙄:148,🇮🇶:148,👏🏻:142,🎖:140,🤭:138,🛑:137,✋:131,🫡:131,😞:123,😋:116,😩:112,😜:110,⬇️:110,🇪🇬:106,▪:104,😴:103,😏:102,⚡:101,☕:101,🇰🇼:99,☺️:98,⭐:97,〰️:97,✌️:96,🤤:95,🦦:94,▫️:93,😄:91,🫣:90,🥳:83,😀:83,✍️:83,🥀:82,❗:81,🫂:80,✌🏻:80,🤯:80,✋🏻:80,❌:80,⛔:80,🤡:79,⭕:78,🤞:77,⚠️:76,🫶:74,🛒:73,♂️:72,♀️:72,☎️:71,🤪:70,🙃:70,⏰:68,✔:68,😡:67,🤗:67,♦️:67,🕊️:66,😃:66,😒:65,🤏🏻:64,🖕🏻:64,👩🏻‍🦳:63,🎙:62,🚀:62,😳:61,🟢:61,😆:60,☹️:60,🚫:60,⬅️:55,🫶🏼:55,❣️:55,🤨:54,😐:53,👌🏼:53,❤️‍🩹:52,🇩🇿:51,🏃🏻‍♀️:50,🧐:50,💪🏻:49,👍🏼:49,😇:49,👎🏻:49,☑️:48,👇🏼:48,🫠:48,😬:48,❓:47,👆🏻:46,🤷🏻‍♂️:44,♨️:44,✈️:44,🤦🏻‍♂️:43,👫🏻:43,⤵️:43,🇲🇦:42,🤦🏻‍♀️:42,☀️:42,⁉️:42,✍🏻:41,🤓:40,✉️:40,🗓:40,😹:39,🕋:39,🇵🇸:38,😑:38,🥴:37,🤮:36,🙊:36,😤:36,🤢:36,❣:36,⏪:36,😕:35,😱:35,😥:34,🫀:34,🎙️:34,☘️:34,🙏🏼:34,😫:33,🆚:33,™️:33,👏🏼:33,🇮🇷:32,😰:32,💪🏼:31,🤚:31,🫦:31,➰:31,🎗️:31,😓:30,🥱:30,®️:30,🤷🏻‍♀️:30,🤫:30,✌:29,🇴🇲:29,😣:29,🇾🇪:28,🇶🇦:28,🇷🇺:28,🚶🏻‍♂️:27,🤲🏼:27,⏳:27,🤌🏻:27,🫢:26,✳️:26,✍:26,🥇:26,😮‍💨:26,🏅:25,☝:25,😨:25,🛠️:24,🏃‍♀️:24,☝🏼:24,🤝🏻:23,🇦🇪:23,☝️:23,🇺🇸:23,⚜️:23,🩸:23,🏹:22,🏃🏻‍♂️:22,😻:22,🤦:22,😝:22,⏬:22,🏴:22,🤷‍♂️:22,🏃‍♂️:21,🗣:21,🕌:21,🤦‍♂️:21,☀:21,✒:21,🛍:21,✌🏼:20,🏟:20,1⃣:20,🥂:20,🇹🇷:20,🥶:20,🇦🇹:19,6️⃣:19,♠️:19,👊🏻:19,🖋:19,🚶🏻‍♀️:18,🚶:18,🤌:18,😪:18,😵‍💫:18,🤦🏼‍♀️:17,🤕:17,🙁:17,🟣:17,🧬:17,#️⃣:17,🥁:17,🪄:17,🦁:17,🏃🏼‍♀️:16,😿:16,🚗:16,🤙🏻:16,👍🏽:16,🤦‍♀️:16,👌🏽:16,🤖:16,🌧:16,‼:16,👏🏽:16,🇧🇷:16,💃🏻:15,✋🏼:15,🤙:15,😈:15,😚:15,😵:15,🌤:15,☘:15,🙌:15,🚶‍♀️:15,🇯🇴:15,🤦🏻:15,🖥️:15,🛍️:15,🕺:15,🖥:15,♾:14,🇪🇸:14,🤒:14,⏱:14,✍🏼:14,⚔️:14,🛎:14,🥸:14,👋🏻:14,🤐:14,🤳:14,🇬🇧:13,🪡:13,🤧:13,↗️:13,☺:13,👉🏻:13,⛅:13,🧿:13,🍾:13,🚦:13,🤏:13,☁️:13,⬆️:13,⛳:13,🚩:13,0️⃣:13,🔽:13,🧠:13,🪴:12,🤲🏽:12,🇱🇧:12,✊:12,🤬:12,🫤:12,🇧🇭:12,7️⃣:12,🙏🏽:12,◾:12,😛:12,🗣️:12,🇦🇷:12,✴️:11,👩🏻‍🦯:11,😗:11,🚬:11,🙋🏻‍♂️:11,😶:11,2⃣:11,😖:11,🗓️:11,🟪:11,🏃🏾‍♂️:11,😷:11,😮:11,🕺🏻:10,🙋‍♂️:10,😯:10,🇫🇷:10,🪳:10,✌🏽:10,🙋‍♀️:10,🫵🏻:10,🤷‍♀️:10,🎗:10,🚶‍♂️:10,🤚🏻:10,🧰:9,⚓:9,🇮🇹:9,🏃🏻:9,👩🏻‍🏫:9,🇨🇴:9,🌥:9,🚶🏼‍♀️:9,🏳️‍🌈:9,☝🏻:9,🖇:9,😙:9,☔:9,➡️:9,🎖️:9,🙇🏻‍♀️:9,🫰🏻:9,↘️:9,🇺🇦:9,💅🏻:9,🥈:9,🙌🏻:8,🌶️:8,☢️:8,⏱️:8,😠:8,🫧:8,🖊️:8,🧢:8,🤲🏾:8,🇸🇾:8,🤑:8,🇪🇭:8,🚘:8,🪞:8,🎞:8,💁🏻‍♂️:8,📿:7,🇬🇷:7,🇩🇪:7,✈:7,🚶🏽‍♀️:7,🚽:7,🏋️‍♂️:7,8️⃣:7,⚖️:7,👨‍🏫:7,🙋:7,🇰🇷:7,🙉:7,◼️:7,🫥:7,🗞:7,❄:7,🅰️:7,☄️:7,🇪🇺:7,🧤:7,◀️:7,🦟:7,🇵🇱:7,🪁:7,🛬:7,🧷:6,🚛:6,✊🏻:6,🖋️:6,🙇🏻‍♂️:6,✒️:6,🇱🇾:6,🪪:6,🕯:6,😟:6,👎🏼:6,🍿:6,🇱🇷:6,↩️:6,🤝🏼:6,👨🏻‍💻:6,🅾️:6,🥅:6,👨🏻:6,🇸🇩:6,🪱:6,🗳:6,🤾‍♂️:6,↪️:6,🇸🇪:6,🛢️:6,☠️:6,🦾:5,👈🏾:5,🆕:5,🇵🇹:5,🫶🏽:5,💁🏻‍♀️:5
und	🔥:47782,❄️:43275,🕥:40998,🌀:26095,🔹:14258,✨:13989,♻️:11282,😂:6963,➖:5053,🤣:4281,🔰:4135,💧:3060,❤️:2995,😭:2811,💺:2593,👍:1844,😍:1737,🙏:1680,💙:1619,🟦:1476,👀:1467,🤍:1352,👏:1234,🥰:1212,🥺:1074,💜:1065,🌹:1055,💯:1042,💕:1033,💚:1020,💛:1007,🖤:1005,🙌🏻:1002,💖:999,💔:968,👌:905,😘:883,💋:864,💀:862,💗:850,💫:831,🐰:811,❤:774,💪:772,💥:769,💦:755,👑:740,♥️:738,🎉:730,🥹:721,🌸:714,🍑:696,🎂:688,😁:682,🐶:674,🌺:674,🐱:670,💞:666,👋:660,🎶:659,💐:657,🌻:653,🌟:652,👇:643,🌷:640,🍀:633,😅:629,😊:626,🐟:611,🌊:611,🎀:602,💓:596,🐥:592,💘:589,🌼:584,🌿:584,👅:577,🔔:574,👉:574,🎃:572,🌞:571,💎:571,💭:569,🐐:568,💝:568,😎:565,🌙:562,🤭:553,🐻:551,💌:548,🎊:544,👻:543,👊:537,🍂:536,💤:534,🐾:531,🐺:530,🐹:529,💟:526,🍁:522,🔗:521,🌚:520,🔪:520,💢:520,🐈:518,🏀:515,🐯:514,🍆:514,🌝:512,🍜:512,🍒:510,💩:506,💨:505,🌱:504,🔴:504,🐷:504,🎯:501,🐣:501,🐧:500,👈:495,🎵:495,🐍:493,📷:492,🎹:492,🐨:490,📍:489,🍓:489,🏁:489,💈:487,🌂:486,🎁:486,🍻:486,🌰:484,📢:484,🔞:483,🐝:482,🤔:482,🗿:482,🍃:481,🌏:480,🍎:479,🍋:479,😳:479,👽:479,🍥:478,🐮:477,🍩:476,💏:474,🎥:473,🌛:473,🍧:473,👹:472,🐸:472,💃:472,🏭:472,🐇:471,🎒:470,💍:470,🎫:470,📱:468,🍌:466,🌠:466,🐕:466,🍊:465,🌍:465,🍷:465,💴:464,🏆:464,💸:464,👡:463,🐤:463,🎧:463,🏡:462,🎨:462,🌈:462,🏃:461,💾:461,🎈:460,💑:460,👓:460,👆:460,🗼:459,🔣:459,📑:458,🌄:458,🍙:458,🎰:458,🏨:458,🐼:458,👎:457,📌:457,🎸:457,🔜:456,🔖:455,🔵:455,🌳:455,📖:454,👲:454,👺:454,🍏:454,🍼:453,💱:453,📦:453,🍫:452,📥:452,🍳:452,📅:452,😆:452,🔫:452,👄:451,🍬:451,🌾:451,🍉:451,🌎:450,🐳:450,📠:450,📭:450,🐊:449,🍵:449,👼:449,💊:448,🔨:448,🔌:448,👢:447,🎻:447,🔝:447,👶:446,🔐:446,🔅:445,🎠:445,🌅:445,🏣:445,🐲:444,🍪:444,🍰:444,💬:444,📎:444,🐩:444,🌌:443,👔:443,🍠:443,🎴:443,🎋:443,📧:443,👂:442,👟:442,📳:442,💼:442,💮:442,📘:441,📡:441,🏈:441,🎪:441,💅:440,💹:440,📲:440,📰:440,🐛:440,🏢:440,📟:440,💵:439,🔳:439,🍔:439,👒:439,🏫:439,🔊:439,🐀:439,🍇:438,🎲:438,✌️:438,🎭:438,🐘:438,🌖:437,📞:437,🐑:437,👿:437,📴:436,🐢:436,🏂:436,🐠:436,🍍:436,👘:436,🐌:436,🗽:436,🕤:435,📤:435,🍦:435,📯:435,💄:434,🐴:434,📛:434,💳:434,👨:434,🎍:434,📮:434,👧:434,🔋:434,🍞:434,📚:433,🐄:433,🐦:433,🏮:433,🍯:432,👩:432,💇:432,🎿:432,📹:432,🐆:432,👦:431,🍟:431,🍄:431,📺:431,🔷:431,🍲:430,👥:430,🍴:430,🍭:430,🐪:430,🎄:430,👃:430,🌗:430,🍚:430,🐽:429,🕘:429,🌇:429,📙:429,🐭:429,💉:429,🌓:429,🍢:429,🍖:429,🎩:428,👞:428,👖:428,👤:427,🤗:427,📻:427,📀:427,📝:427,🎣:427,📉:427,💡:427,📼:426,💶:426,🔮:426,🔈:426,🏉:425,🌕:425,👪:425,💣:425,🍅:425,🐓:425,🎤:424,🎏:424,🍗:424,🕦:424,🔘:424,📊:424,🌵:424,🌽:424,🐙:424,🐅:424,🔄:424,🔬:423,🔇:423,🐃:423,🏠:423,👷:423,🍕:423,🕙:423,🐜:422,📒:422,🗾:422,🐏:422,🌃:422,📏:422,🐉:422,🎱:422,🔓:421,👵:421,📃:421,👗:421,📕:420,🎅:420,🕜:420,💒:420,📐:420,🌁:420,📇:420,📈:420,🌒:420,🌐:420,🎑:420,🕚:419,🎡:419,🕖:419,🔂:419,🔸:419,🌴:419,🏪:419,🐁:419,🍛:419,🔆:419,👮:419,🔻:418,🐔:418,📬:418,🔁:418,🎼:418,👯:418,👠:418,🌘:418,📣:417,🕡:417,🕗:417,👱:417,🔀:416,🕒:416,🎐:416,🌲:416,🐒:416,🐫:416,🍮:416,🍺:416,🐎:415,💰:415,👾:415,🔃:415,🔍:415,🐖:414,🔏:414,🔶:414,🎽:414,📁:414,🔦:414,🔉:414,🎆:414,🌔:413,🍈:413,💲:413,🐵:413,🐬:413,🔚:413,💆:413,📂:413,🔠:413,🏦:413,😋:413,🎾:413,💷:413,👴:412,👬:412,🍹:412,🏬:412,🐂:412,👜:412,🎳:412,🎦:412,🔙:411,🎌:411,👭:410,🌋:410,🕕:410,🔲:410,🕞:410,🏰:409,🕠:409,🐚:409,💠:409,🔯:409,🎮:408,🎬:408,🕟:407,👰:407,👙:406,📪:406,👣:406,🎇:406,🎷:406,🐋:406,📵:405,🕐:405,🏄:405,🔡:404,🔺:403,👛:403,🎺:403,🏩:403,🕧:403,💿:403,👕:403,👫:403,🕑:403,🌑:402,🏤:402,🐡:402,🔧:401,🫶🏻:401,🍣:401,🍘:400,🎢:400,🍝:400,📓:400,👳:400,🌉:400,📜:399,🕓:399,👝:398,💁:398,🔩:398,🔱:398,🍨:398,🏇:397,🔭:397,📗:397,🍐:397,🔟:396,🌜:396,🐗:396,🏯:396,🔑:395,🍤:395,📩:395,🔢:394,🤤:394,📆:394,📶:393,🍶:393,🔕:392,🗻:392,🔒:392,🍸:391,🎓:391,📋:391,🎎:391,👚:391,🔎:391,📫:391,👸:390,🌆:389,💻:388,🕢:386,📨:385,💂:385,🕔:384,🕛:384,📔:383,👐:383,🔤:382,🐞:381,📄:381,🔛:378,🍡:378,🕣:377,🍱:376,🏊:375,🔼:373,🕝:373,🏥:371,☺️:369,😉:367,😈:362,💽:359,🏧:357,🤩:351,🤡:344,🫶:336,😔:336,❤️‍🔥:333,🧡:326,🥲:323,🚀:322,🙏🏻:320,🤝:319,🙄:319,📸:315,🥵:305,😐:304,😏:290,🫂:279,☀️:279,🥳:276,⚡:274,✒️:274,🙌:259,😄:258,🫡:257,2️⃣:257,😢:255,🙂:255,☕:255,😡:249,😇:238,😀:238,🇧🇷:235,🙈:226,😱:217,1️⃣:216,✅:204,🤮:204,‼️:198,🤨:197,🦊:195,😌:194,👍🏻:191,😹:187,😃:183,😜:181,🦋:181,😩:181,🫣:176,❤️‍🩹:175,👏🏻:169,🫠:167,🤪:167,😻:162,🚩:161,♥:157,😛:153,⭐:153,🤫:149,😲:146,🧐:146,😝:143,😬:139,😒:138,☁️:131,🤎:125,🧸:124,🫧:123,⚽:122,🙃:121,🤢:120,😞:119,❣️:119,😚:117,✏️:116,🤯:111,🥱:110,✋:110,🤛:110,🥂:107,✌:106,🤲:103,🙏🏽:103,😮:103,🇺🇸:102,😵‍💫:102,🥴:98,🇹🇷:98,☹️:96,😮‍💨:96,🥀:93,🤜:93,✊:92,✌🏻:89,🙏🏼:89,🤬:87,😴:86,🙊:86,🏹:86,🤞:86,🫶🏼:83,🤓:82,🖕:82,🧿:82,☺:82,🙋‍♂️:80,🤧:80,🛐:78,👌🏻:77,👏🏼:76,👋🏻:76,🦅:76,🫶🏽:75,🪐:73,🚨:73,😽:73,🙋‍♀️:73,🤏🏻:72,😫:72,☝️:72,❄:71,🤦‍♀️:70,🤦‍♂️:70,😙:69,🙋:68,😥:68,💪🏻:67,🤦🏻‍♀️:67,🕺:66,🥶:66,🕊:65,🤏:65,😪:64,😤:64,🐈‍⬛:63,☠️:63,🌶:63,🤟:61,🙏🏾:61,😑:61,❗:61,✈️:60,⚫:60,⬇️:59,🤙:59,🤘:58,🦁:57,❣:57,🤦:56,😠:56,🕊️:56,🖐:56,🤚🏻:56,👇🏻:55,🚰:55,👁:54,🗓:54,👍🏼:53,🥇:53,😓:53,🇻🇪:52,👁️:52,🗣️:51,🟩:51,⚠️:51,🫢:51,😕:51,🦇:50,😗:50,😯:49,⚔️:49,🦌:49,🩸:49,🇹🇭:49,✔️:48,🌪:48,🤌:47,😸:46,☘:46,☀:46,🦈:46,🪄:46,🤷‍♂️:45,🇮🇷:45,🙉:45,😨:45,🤑:44,🤚:44,🤐:44,2⃣:43,🤦🏻‍♂️:43,🫰:43,😵:43,🗣:43,⭕:43,😰:43,🇮🇳:43,🤲🏻:43,👏🏽:42,😖:42,❌:42,🇺🇦:41,🙋🏻‍♀️:41,🕺🏾:41,👍🏽:40,🫦:40,⬜:40,🏳️‍🌈:40,⁉️:40,©:40,➡️:40,🙌🏼:39,6⃣:39,😿:39,🤙🏻:39,©️:39,3️⃣:38,🫀:38,🤷‍♀️:38,⏰:37,❓:37,⚪:36,🕯:36,☔:35,🇮🇹:35,✍️:35,😣:35,😼:35,☄️:35,😶:35,🫶🏾:34,🙁:34,🙋🏻‍♂️:33,🦄:33,👉🏻:33,👊🏼:33,🥞:32,🤠:32,👍🏾:31,🇬🇧:31,🏃🏻‍♀️:31,💪🏼:30,6️⃣:30,🪷:30,🦑:30,🫰🏻:30,🇸🇦:30,1⃣:29,🟨:29,🙏🏿:29,☘️:29,💪🏾:29,🤷🏻‍♂️:29,👼🏻:29,🚬:29,🧢:29,🅱️:29,🤷:28,💪🏿:28,🕯️:28,👏🏾:28,🙌🏽:28,🇵🇰:28,🍿:28,😾:27,🤖:27,😺:27,㊗️:27,🟢:27,🍾:27,😟:27,👊🏻:26,🩰:26,⚾:26,⏳:26,🙀:26,🥸:26,🧤:26,🖐️:26,🐿️:26,♠️:25,😶‍🌫️:25,💪🏽:25,🏅:25,🗓️:25,🧁:25,🛸:25,✍:25,😷:25,🦍:25,🐻‍❄️:25,🏝️:24,❕:24,🤌🏻:24,🤘🏻:24,🤝🏻:24,😧:24,👈🏻:24,🧃:24,🇦🇫:24,🧈:24,🇦🇷:23,🫵:23,🥈:23,👨‍⚖️:23,🤥:23,🙌🏾:23,🌬:23,🤦🏼‍♀️:23,🥷:23,🧙‍♂️:23,🇯🇵:23,🧑‍💻:22,🤕:22,🖇️:22,🥚:22,🕷:22,🇮🇩:22,🤳:21,♂:21,📿:21,🎞:21,4️⃣:21,🤷🏻‍♀️:20,🖇:20,🪴:20,🏎️:20,⚰️:20,🚏:20,🚶:20,🥛:20,🥟:19,4⃣:19,👎🏻:19,✋🏻:19,🙇:19,🇲🇽:19,✌🏽:19,🧪:19,🤦🏾‍♂️:19,🅰️:19,⬛:19,🤞🏻:19,🚫:18,🟡:18,3⃣:18,👌🏽:18,🌶️:18,🇫🇷:18,🧠:18,🦦:18,🤦🏽‍♂️:18,5⃣:17,🦉:17,🆘:17,🏃‍♂️:17,☝🏻:17,👌🏼:17,😦:17,🧟‍♂️:17,✊🏻:17,🤟🏻:17,🧼:17,🇪🇬:17,🌨:17,🦆:17,🧷:17,👇🏼:16,⬅️:16,🐿:16,👍🏿:16,🤟🏼:16,✝️:16,🙆‍♀️:16,🗡:16,🧨:16,🤲🏾:16,♾:16,🟥:16,♦️:16,⛄:16,🥨:16,🫤:15,🫥:15,🕶️:15,#️⃣:15,▶️:15,✍🏼:15,🇨🇱:15,🧹:15,🥕:15,🤦🏽‍♀️:15,🩲:15,🛼:15,🚗:15,🦾:15,🦙:15,🪵:15,✌🏾:15,👶🏻:15,✔:15,🍽:15,🏃‍♀️:15,🗝:15,✊🏽:15,🧊:14,🦐:14,🦢:14,🤞🏽:14,⬆️:14,🕸:14,🗑:14,🏴‍☠️:14,🙇‍♀️:14,🫵🏻:14,🏎:14,🖍️:14,🟣:14,5️⃣:14,✉️:14,🤝🏼:14,🦒:14,🗺️:14,🙇‍♂️:14,🧚‍♀️:14,🙆:14,🥁:14,🛒:14,✌🏼:14,🙆‍♂️:14,🤘🏼:13,🕺🏻:13,🇨🇺:13,🦨:13,👌🏾:13,🛫:13,⛓:13,🚶‍♀️:13
