Language	Count
zxx	0:101470,1:10,2:8,3:7,4:1,5:4,7:1,9:1
in	0:71643,1:15090,2:6441,3:3558,4:1716,5:786,6:411,7:377,8:186,9:124,10:57,11:38,12:22,13:40,14:21,15:11,16:12,17:12,18:10,19:5,20:1,21:6,22:4,23:4,24:2,25:1,26:1,27:2,30:1,31:1,33:1,36:2,47:1,90:1,99:1,101:1,122:1
qme	0:73621,1:4,2:7,3:3,5:1,34:1
fr	0:46079,1:7367,2:3183,3:1712,4:837,5:372,6:165,7:112,8:58,9:39,10:34,11:14,12:24,13:10,14:6,15:7,16:2,17:2,18:8,19:3,20:3,21:1,22:1,24:6,25:4,26:1,27:1,28:2,29:1,30:2,31:1,32:1,44:1
hi	0:36221,1:4213,2:2591,3:1152,4:626,5:354,6:231,7:101,8:95,9:66,10:44,11:30,12:28,13:17,14:10,15:3,16:16,17:4,18:9,19:1,20:3,21:8,22:8,23:1,24:2,25:4,26:1,27:1,30:1,31:1,32:1,35:2,71:2
tl	0:20411,1:4913,2:2457,3:1359,4:514,5:241,6:165,7:61,8:66,9:43,10:18,11:19,12:16,13:4,14:22,15:2,16:3,17:3,18:1,20:1,21:2,22:1,23:1,26:1,28:1,29:4,32:1,34:1,35:1,36:1,37:1,41:1,65:1,124:1
zh	0:19516,1:4111,2:1781,3:1016,4:442,5:326,6:218,7:136,8:51,9:32,10:17,11:20,12:7,13:10,14:1,15:3,16:2,17:3,18:1,20:3,21:1,24:1,25:1,26:1,30:1,38:1
ur	0:19320,1:2086,2:868,3:453,4:227,5:133,6:1192,7:42,8:16,9:25,10:53,11:8,12:7,13:5,14:2,16:5,17:2,19:1,20:1,21:2,22:1,24:1,78:1,130:1
it	0:16061,1:2048,2:788,3:575,4:242,5:112,6:102,7:64,8:54,9:37,10:10,11:22,12:9,13:7,14:9,15:1,16:2,17:2,18:4,19:11,21:2,22:2,23:2,24:1,25:1,31:1,34:1,36:2,41:1,43:1,50:1,51:1,56:1,60:1
de	0:15758,1:2334,2:836,3:453,4:175,5:82,6:61,7:43,8:18,9:18,10:7,11:5,12:10,13:2,14:6,15:6,16:7,18:8,19:8,20:1,26:1,27:1,60:1
qam	0:17298,2:1
ca	0:4417,1:718,2:6338,3:179,4:85,5:35,6:4363,7:501,8:450,9:3,10:3,11:1,12:17,13:17,14:31,15:17,16:47,18:1,19:2,20:3,21:5,22:3,23:2,25:1,28:1
pl	0:9954,1:1271,2:483,3:315,4:116,5:63,6:47,7:27,8:15,9:13,10:8,11:3,12:1,13:1,14:4,15:2,17:1,18:2,19:1,20:1,21:1,24:2,25:1,27:1,38:1,47:1,100:1,104:1
ru	0:10112,1:1290,2:434,3:269,4:88,5:49,6:27,7:13,8:5,9:5,10:7,11:6,12:2,13:2,14:4,15:1,16:1,18:2,22:1,26:2,27:1,32:1,34:1,92:1
nl	0:8587,1:1055,2:375,3:158,4:103,5:35,6:17,7:8,8:11,9:13,10:4,11:13,12:2,13:1,14:2,21:1,22:1,42:1,49:1
art	0:40,1:2959,2:1632,3:1742,4:817,5:472,6:336,7:187,8:130,9:138,10:70,11:51,12:44,13:22,14:14,15:11,16:8,17:4,18:3,19:7,20:7,21:6,22:5,23:1,24:4,25:3,26:5,29:7,30:4,31:2,32:2,34:1,36:5,37:2,39:3,40:1,42:2,43:2,48:1,49:1,50:1,52:3,53:1,60:10,63:5,64:1,65:1,67:1,69:1,70:4,79:1,84:1,86:1,90:1,91:1,102:1,103:1,104:1,109:1,110:1,118:7,120:1,121:2,125:1,126:1,139:1
et	0:5158,1:1082,2:660,3:355,4:188,5:65,6:41,7:34,8:12,9:15,10:6,11:5,12:3,13:1,14:3,15:2,16:2,17:1,19:1,20:1,25:1,26:1,32:1
qht	0:7264,1:1,2:4
bn	0:1351,1:3614,2:740,3:55,4:9,5:24,6:3,7:5,8:2,12:1
ht	0:4157,1:653,2:339,3:280,4:115,5:53,6:38,7:15,8:4,9:8,10:2,11:2,12:5,13:7,14:2,15:1,16:1,17:4,18:2,22:1,25:1,36:2,38:1,48:1,60:1
qst	0:5105,1:433,2:30,3:7
uk	0:3693,1:625,2:192,3:105,4:53,5:18,6:7,7:5,8:3,9:5,10:2,11:2,12:2,15:2,21:1,27:1,45:1
ta	0:3234,1:402,2:335,3:213,4:103,5:60,6:31,7:11,8:6,9:9,10:4,12:1,13:1,14:1,15:1,16:1,17:1,18:1,22:12,33:1,48:1
vi	0:3201,1:469,2:388,3:152,4:82,5:34,6:17,7:22,8:4,9:4,10:1,11:2,12:2,14:3,15:6,16:3,17:1,18:1,19:2,21:1,27:2,30:1,31:1,32:4,33:1,39:1,40:2,41:6,48:1,49:1
el	0:3422,1:325,2:147,3:99,4:49,5:27,6:17,7:6,8:5,9:4,10:6,12:5,14:1,15:1,16:2,17:2,30:1
sv	0:2922,1:387,2:157,3:95,4:30,5:21,6:11,7:2,8:7,9:2,10:2,12:1,13:1,15:2
cs	0:2308,1:407,2:162,3:81,4:39,5:9,6:11,7:4,8:6,9:4,10:1,11:1,13:1,16:1,21:1,40:1
fi	0:2350,1:296,2:141,3:68,4:27,5:28,6:14,7:8,9:10,10:1,12:2,13:1,19:2,24:1,25:1,29:1,36:1
ckb	0:88,1:17,2:12,3:2,5:1,12:6,16:2543
no	0:1938,1:272,2:100,3:40,4:78,5:7,6:5,7:12,8:1,11:2,17:2,20:2,23:1,33:1,50:1
da	0:1858,1:326,2:122,3:50,4:18,5:9,6:12,7:2,8:5,9:2,13:1,15:1,30:1
mr	0:1875,1:206,2:139,3:75,4:46,5:10,6:12,7:9,8:8,9:3,10:1,11:2,12:4,13:1,14:1,15:1,24:1
eu	0:1554,1:239,2:122,3:38,4:34,5:19,6:4,7:5,8:2,9:1,10:1,11:2,12:1,15:1,21:1,24:1
ro	0:1418,1:222,2:102,3:39,4:18,5:8,6:4,7:8,8:3,9:4,10:1,11:2,13:1,16:1,19:1,21:4
iw	0:1623,1:121,2:33,3:14,4:13,5:3,7:5,8:1,9:1
te	0:1252,1:188,2:92,3:67,4:33,5:18,6:21,7:16,8:3,9:7,10:2,12:2,13:6,78:1
cy	0:1248,1:237,2:84,3:43,4:24,5:15,6:4,7:1,8:4,9:2,10:1,11:1,12:1,13:1,14:1,18:2,48:1
hu	0:1026,1:174,2:106,3:58,4:22,5:9,6:11,7:7,8:2,9:12,10:4,16:11,18:1,25:9,48:1,53:1
lt	0:939,1:163,2:82,3:35,4:14,5:5,6:6,9:12,10:5,15:1,16:1,17:1,24:1
ne	0:805,1:283,2:68,3:40,4:19,5:8,6:6,7:5,8:1,9:1,10:1,12:1
gu	0:953,1:116,2:70,3:17,4:3,5:2,6:1,8:2,12:1
lv	0:843,1:142,2:56,3:29,4:7,5:5,6:3,7:3,9:2,10:1,11:1,12:1
sl	0:753,1:151,2:47,3:31,4:10,5:4,6:7,7:1,8:1,9:1,11:1,18:1,22:1
is	0:584,1:73,2:45,3:35,4:2,5:4,6:3,7:2
my	0:428,1:119,2:52,3:45,4:32,5:11,6:3,10:1,11:1,12:3,15:2,18:1
am	0:470,1:55,2:26,3:27,4:12,5:8,6:2,11:2,14:1,15:3,16:2,19:1
ps	0:492,1:63,2:20,3:12,4:9,5:4,6:1,9:1,10:1,12:1
sr	0:431,1:60,2:23,3:18,4:5,5:1,6:2,11:1
kn	0:373,1:48,2:36,3:33,4:12,5:14,6:2,8:1,9:1,12:1,13:1
ml	0:230,1:57,2:35,3:11,4:10,5:5,6:2,7:1,9:1
bg	0:247,1:36,2:12,3:2,4:1,8:1,10:1
pa	0:157,1:12,2:16,3:4,4:4,6:3,12:1,20:1
or	0:122,1:19,2:8,3:12,4:2,10:1,11:1
km	0:105,1:16,2:11,3:9,4:1,5:1,6:1,9:1
lo	0:91,1:19,2:8,3:4,4:1
si	0:49,1:24,2:7,3:6,4:3,6:2
dv	0:74,1:3,2:1,6:1
ka	0:70,1:1
sd	0:42,1:14,2:11,3:1,4:1,5:1
hy	0:36,1:14,2:2,3:2,114:1
qct	0:8
bo	0:1,1:2,2:2
ug	0:3
