Language	Count
en	0:907176,1:161250,2:79899,3:39560,4:20593,5:10241,6:10455,7:3866,8:2361,9:2043,10:1162,11:648,12:533,13:367,14:258,15:328,16:258,17:146,18:319,19:79,20:166,21:74,22:40,23:26,24:62,25:88,26:33,27:54,28:37,29:17,30:44,31:18,32:22,33:7,34:17,35:14,36:16,37:7,38:7,39:8,40:8,41:5,42:3,43:5,44:2,45:4,46:4,47:2,48:1,49:6,50:2,51:4,52:5,53:1,54:1,55:1,56:5,57:1,58:9,59:5,60:4,62:1,63:1,64:1,65:1,67:3,70:5,72:1,75:2,77:1,80:2,81:2,82:2,84:1,85:1,90:4,91:1,94:1,96:2,99:3,100:1,101:2,107:1,108:3,109:1,110:1,114:1,122:1,124:1,127:1,129:2,130:1,135:1
ja	0:445422,1:81838,2:46118,3:29973,4:20901,5:13374,6:9342,7:5494,8:3747,9:2794,10:3036,11:903,12:725,13:511,14:497,15:254,16:202,17:286,18:437,19:77,20:101,21:88,22:145,23:88,24:70,25:39,26:43,27:25,28:29,29:20,30:21,31:30,32:18,33:32,34:11,35:9,36:5,37:9,38:24,39:3,40:10,41:18,42:4,43:1,44:3,45:9,46:2,47:1,48:6,49:4,50:4,51:1,52:2,53:1,54:69,55:1,56:1,57:2,58:1,60:3,61:3,62:1,63:1,64:1,66:1,68:1,69:1,70:1,71:1,73:1,74:1,77:1,78:2,79:1,83:1,85:1,88:1,89:1,96:1,97:2,98:1,102:2,109:3,126:3,132:1,133:2
ar	0:101794,1:21773,2:11819,3:5581,4:7108,5:2550,6:22782,7:5003,8:4695,9:9257,10:15129,11:466,12:3051,13:817,14:3477,15:9829,16:19198,17:531,18:1783,19:1950,20:3732,21:4221,22:4053,23:2865,24:51125,25:3557,26:1911,27:1144,28:653,29:283,30:192,31:67,32:17,33:6,34:2,35:6,36:4,37:5,38:5,39:3,40:4,41:2,42:1,43:2,44:4,45:5,46:6,47:1,48:4,49:1,50:1,51:3,52:1,57:2,58:1,59:1,61:3,63:1,64:2,65:1,68:4,69:1,70:2,71:1,72:6,73:4,76:1,77:1,78:1,79:1,80:2,81:2,82:1,83:1,88:2,89:1,90:1,92:2,94:2,101:1,108:1,111:1,118:1,119:1,123:1,130:1,134:2,135:1
und	0:52258,1:29109,2:30604,3:13111,4:7824,5:3180,6:18502,7:4637,8:5764,9:4239,10:52295,11:427,12:3194,13:744,14:12921,15:2132,16:16071,17:264,18:1353,19:3536,20:6878,21:8037,22:7153,23:4240,24:2902,25:2441,26:2633,27:2329,28:1833,29:1315,30:634,31:228,32:52,33:4,34:7,35:6,36:16,37:1,38:2,39:5,40:10,41:4,42:8,43:3,44:6,45:4,46:4,47:2,48:5,49:2,50:7,51:1,52:11,53:4,55:5,56:3,58:3,59:3,60:3,61:2,62:2,63:4,64:3,65:8,66:3,67:1,68:1,69:3,70:3,71:1,72:8,73:2,74:1,75:3,76:5,77:3,78:8,80:7,81:2,82:11,83:1,84:2,85:1,86:1,87:1,88:1,89:1,90:3,91:2,92:1,93:1,94:1,95:1,99:4,100:3,101:1,102:4,103:3,104:1,109:1,110:1,111:1,112:5,113:1,115:1,116:3,117:1,119:2,120:2,121:1,122:2,123:1,124:2,125:1,128:2,130:2,132:2,133:1,134:2,135:1,136:3,137:3,138:4,139:5,140:10
es	0:220123,1:32772,2:14766,3:8259,4:3944,5:2142,6:1350,7:759,8:516,9:300,10:288,11:173,12:141,13:103,14:78,15:71,16:45,17:108,18:51,19:34,20:50,21:14,22:20,23:6,24:27,25:8,26:7,27:15,28:5,29:3,30:7,31:3,32:3,34:3,35:2,36:8,37:4,38:3,40:2,41:2,42:1,43:2,44:1,46:1,50:1,52:1,55:1,56:1,58:1,60:1,64:1,65:1,70:1,84:1,128:1,130:2,134:1
pt	0:175205,1:18964,2:7986,3:4153,4:1867,5:975,6:555,7:403,8:206,9:133,10:138,11:156,12:49,13:40,14:21,15:25,16:27,17:34,18:20,19:10,20:15,21:13,22:7,23:7,24:4,25:7,26:8,27:3,28:5,29:5,30:2,31:2,32:3,33:1,36:6,37:6,38:1,39:1,40:2,41:1,42:21,44:1,45:1,46:1,47:1,48:2,49:1,53:1,56:1,60:2,64:1,65:1,67:1,128:1
tr	0:185792,1:9627,2:7115,3:2727,4:949,5:598,6:334,7:167,8:114,9:63,10:47,11:38,12:50,13:39,14:20,15:18,16:17,17:5,18:7,19:6,20:6,21:2,22:4,23:2,25:2,26:3,28:3,30:4,31:1,36:1,38:2,40:1,52:2,57:1,81:3,85:1
th	0:144914,1:21665,2:14127,3:7746,4:3744,5:2115,6:1467,7:727,8:480,9:276,10:164,11:126,12:95,13:151,14:117,15:76,16:35,17:22,18:22,19:10,20:7,21:9,22:30,23:6,24:11,25:64,26:40,27:11,28:4,29:9,30:2,32:1,34:8,35:3,39:13,44:3,45:1,55:1,69:1
fa	0:120179,1:6703,2:2771,3:1148,4:408,5:128,6:183,7:56,8:51,9:20,10:21,11:11,12:14,13:66,14:7,15:5,17:85,18:4,19:2,20:2,21:6,22:9,23:2,24:61,25:2,27:5,28:1,30:2,42:1
ko	0:97065,1:13143,2:7544,3:4174,4:1974,5:1273,6:626,7:340,8:227,9:162,10:48,11:34,12:32,13:24,14:12,15:15,16:9,17:3,18:13,19:8,20:11,21:2,22:5,23:2,24:2,25:2,27:2,28:1,29:2,30:1,37:1,44:2,50:1,59:1,60:1,64:1
