Day	Hour	Count	Coverage%
2022-10-05	00	163985	100.0
2022-10-05	01	165529	100.0
2022-10-05	02	169552	100.0
2022-10-05	03	178212	100.0
2022-10-05	04	159563	100.0
2022-10-05	05	154356	100.0
2022-10-05	06	156698	100.0
2022-10-05	07	158432	100.0
2022-10-05	08	153185	100.0
2022-10-05	09	175298	99.806
2022-10-05	10	199625	100.0
2022-10-05	11	217320	100.0
2022-10-05	12	230641	100.0
2022-10-05	13	241389	100.0
2022-10-05	14	240216	100.0
2022-10-05	15	187765	81.417
2022-10-05	16	216402	99.778
2022-10-05	17	144960	72.417
2022-10-05	18	187409	100.0
2022-10-05	19	179426	100.0
2022-10-05	20	174042	100.0
2022-10-05	21	173890	100.0
2022-10-05	22	174686	100.0
2022-10-05	23	167995	100.0
