Emoji	Count
😭	149167
😂	122649
✨	89173
🔥	79876
🤣	79817
✅	56495
❤️	56046
🎁	38473
😍	30720
🙏	29290
🥰	28404
🥺	28208
🎉	27182
🥹	25130
💦	24824
‼️	24366
👇	22725
💜	22377
💙	22040
💕	21638
😊	20184
🌟	19671
👍	18047
❗	17805
🤍	17674
👀	15932
👏	15821
⚡	15716
🚨	14097
💗	13332
😈	13168
💖	13010
💚	12993
😅	12801
♥️	12786
☺️	12375
🤔	12286
👉	12286
❤	12155
🏆	11944
💛	11790
📍	11788
😆	11741
📌	11707
😘	11671
❤️‍🔥	11624
🥳	10875
🫶	10376
💥	10229
🖤	10107
😁	10106
🤤	9757
🥲	9742
🌹	9732
💰	9621
🐥	9484
🤭	9428
⭐	9227
😳	9159
♻	9133
😉	8617
💪	8522
😋	8417
🚀	8308
💯	8297
🫶🏻	8189
💔	8177
🔴	8141
🤩	8111
😎	7879
🥵	7773
🌸	7767
💀	7751
💓	7526
🎃	7463
📢	7412
🎊	7379
⬇️	7190
🍀	7056
🎯	6952
🎶	6911
🫠	6824
🎂	6819
🟩	6748
1⃣	6641
❣️	6557
1️⃣	6435
🙌	6403
🤗	6395
😌	6347
💫	6346
😢	6284
😩	6240
💞	6240
🤡	6190
💎	6150
🔗	6119
👑	6077
🌈	6069
😔	6032
🐰	5886
⚠️	5822
🍁	5805
🍆	5789
✔	5783
🔔	5762
💋	5750
2️⃣	5716
💏	5703
🙄	5632
📸	5629
😇	5585
🙏🏻	5575
⏰	5550
🧡	5478
🔹	5476
😏	5449
🍑	5409
🎥	5339
☀️	5329
😡	5273
➡️	5180
📣	5140
😱	5068
🐶	4855
🍂	4720
👻	4684
📲	4682
✌️	4669
👌	4663
⚽	4451
🇧🇷	4367
💐	4334
☕	4329
💸	4326
❌	4307
▶️	4297
⬜	4160
💆🏻‍♂️	4154
♠	4116
🍔	4098
😄	4078
😃	4071
💌	4050
🌷	3945
🫰	3932
♥	3914
♻️	3909
🎀	3906
🤪	3865
🤯	3860
🤝	3831
😜	3821
👇🏻	3813
🚩	3806
‼	3789
🙂	3722
🌻	3720
👏🏻	3682
🌊	3678
2⃣	3623
🔻	3622
📺	3621
🫣	3617
🐱	3558
🔵	3541
▶	3512
3️⃣	3498
🙈	3488
👅	3469
🤮	3419
💘	3402
🦋	3392
🌿	3370
🌙	3366
🎵	3318
✊	3283
😀	3262
🐷	3235
🌺	3196
👋	3100
💨	3091
🌼	3045
📝	2939
🟨	2929
➖	2916
🔁	2909
💢	2905
⁉️	2888
🌱	2862
🔞	2849
⚪	2816
🇺🇸	2803
💭	2786
⚫	2720
👍🏻	2711
🫡	2693
🟡	2660
🙃	2639
🐻	2622
🎬	2614
📱	2596
⬛	2561
❓	2554
😝	2546
😹	2535
🍓	2519
🧸	2501
👈	2482
🇻🇪	2482
🥴	2476
👊	2467
🇹🇭	2463
🤬	2457
😻	2443
❕	2420
🏮	2416
🇪🇹	2357
💬	2350
✔️	2344
🟠	2339
🇪🇸	2339
🍒	2320
😮‍💨	2315
🌞	2297
🙇‍♀️	2290
🐣	2282
😒	2242
🔽	2217
🎤	2208
🔄	2207
🍵	2195
😤	2179
🤲	2175
😫	2172
🔺	2165
🦊	2146
🙇‍♂️	2138
🎈	2132
💧	2127
🍃	2118
🐾	2106
🔸	2098
🇹🇷	2094
▪️	2093
☺	2085
😬	2049
🤧	2043
💝	2033
📷	2016
✋	2005
🐿	2003
😞	2000
😵‍💫	1996
4️⃣	1980
🤫	1963
5️⃣	1960
✈️	1958
☀	1955
🙏🏾	1941
🎧	1933
3⃣	1932
🐈	1930
🫶🏼	1921
😚	1907
🏝	1907
🌴	1907
👉🏻	1902
⭕	1892
⏳	1869
🍫	1860
㊗️	1844
☁️	1824
💩	1823
🧐	1818
✌🏻	1818
😴	1808
🤨	1796
🗣️	1792
🕊	1789
🐧	1782
🐯	1774
🙌🏻	1761
💃	1761
