Language	Count
en	0:892345,1:170013,2:80377,3:41168,4:22726,5:10286,6:7155,7:3695,8:2572,9:1806,10:1358,11:643,12:600,13:333,14:279,15:297,16:153,17:129,18:150,19:65,20:146,21:61,22:96,23:29,24:41,25:105,26:40,27:29,28:24,29:19,30:105,31:34,32:17,33:16,34:13,35:30,36:14,37:6,38:2,39:7,40:3,41:5,42:8,43:13,44:9,46:2,47:5,48:6,49:6,50:6,51:5,52:4,53:1,55:2,56:4,57:2,58:3,59:3,60:3,61:1,62:1,63:2,64:1,69:1,72:4,73:1,77:1,78:1,80:1,81:3,82:1,95:1,100:1,103:2,105:2,110:1,113:1,114:2,134:1,137:1
ja	0:461263,1:83272,2:46407,3:32348,4:20156,5:16894,6:8616,7:6170,8:4558,9:2825,10:2303,11:1032,12:749,13:557,14:355,15:276,16:234,17:244,18:710,19:179,20:110,21:75,22:56,23:102,24:25,25:55,26:47,27:20,28:67,29:21,30:22,31:19,32:17,33:4,34:12,35:9,36:13,37:46,38:29,39:8,40:6,42:4,43:1,44:7,45:5,46:2,47:2,48:3,49:8,50:4,51:18,52:1,54:3,56:1,57:1,58:1,59:2,60:1,61:1,62:4,63:2,64:1,65:1,66:1,67:4,71:1,72:3,74:2,76:1,83:4,84:1,85:2,87:2,99:1,106:1,107:5,108:1
es	0:238797,1:35089,2:15603,3:9274,4:4520,5:2367,6:1477,7:808,8:635,9:368,10:386,11:230,12:162,13:112,14:81,15:64,16:50,17:33,18:31,19:49,20:37,21:13,22:23,23:59,24:17,25:23,26:7,27:12,28:9,29:3,30:10,31:4,32:4,34:3,35:4,36:6,37:5,38:2,39:2,40:7,41:4,42:2,43:3,44:1,45:1,48:2,50:2,51:2,55:2,56:2,63:2,70:1,76:1,81:1,87:1,100:1,105:1,113:1,121:1
tr	0:195418,1:9265,2:4691,3:2265,4:1148,5:491,6:439,7:197,8:153,9:71,10:92,11:44,12:45,13:30,14:28,15:17,16:10,17:20,18:9,19:9,20:8,21:5,22:5,23:3,24:6,25:4,26:9,27:1,28:1,30:1,33:1,36:2,38:3,42:2,45:1,65:1,81:1
pt	0:165240,1:19154,2:8620,3:4083,4:2126,5:1017,6:540,7:336,8:184,9:172,10:105,11:75,12:47,13:35,14:34,15:47,16:30,17:32,18:22,19:4,20:10,21:12,22:7,23:4,24:10,25:8,26:9,27:4,28:6,29:2,30:6,31:2,32:3,33:8,34:2,35:2,36:2,37:4,38:1,39:1,40:2,42:8,43:1,44:1,48:8,60:2,63:1,65:4,81:1,105:1,133:1
th	0:138996,1:20952,2:14419,3:7710,4:4248,5:2356,6:1645,7:793,8:500,9:302,10:264,11:129,12:113,13:58,14:116,15:53,16:36,17:38,18:44,19:8,20:6,21:8,22:5,23:4,24:6,25:9,26:1,27:19,28:1,29:2,30:1,32:1,33:1,34:3,35:1,36:4,38:1,42:1,75:1
ar	0:104763,1:21336,2:12059,3:5482,4:5765,5:3488,6:5507,7:2346,8:2047,9:2895,10:249,11:148,12:166,13:120,14:131,15:212,16:1687,17:55,18:1757,19:1001,20:885,21:55,22:20,23:12,24:21,25:14,26:15,27:12,28:17,29:9,30:7,31:5,32:3,33:5,34:14,35:5,36:1,37:3,38:1,39:3,40:3,41:4,42:5,43:3,44:4,45:4,46:1,47:2,48:6,50:2,51:5,52:4,54:1,55:3,56:1,57:2,60:3,61:2,62:1,63:2,64:4,65:5,66:1,67:4,69:2,70:2,71:1,72:2,74:1,76:2,79:1,81:2,82:1,84:3,88:1,91:1,92:1,97:3,98:1,103:1,107:1,111:4,113:1,114:1,116:1,117:1,123:1,125:1,128:1,130:1,132:2,134:1,135:1,137:1
ko	0:97671,1:14798,2:11171,3:7422,4:2573,5:1439,6:859,7:636,8:793,9:178,10:119,11:46,12:49,13:16,14:9,15:31,16:5,17:8,18:15,19:8,20:4,21:5,22:6,23:2,24:8,25:4,28:1,30:1,31:3,32:2,34:2,36:1,37:1,39:1,60:1,61:1,64:1,66:1,69:1,116:1,132:1
und	0:54410,1:29884,2:18960,3:14028,4:6499,5:3298,6:1898,7:1099,8:1146,9:521,10:414,11:322,12:257,13:131,14:199,15:159,16:157,17:52,18:920,19:894,20:965,21:33,22:41,23:19,24:52,25:18,26:18,27:18,28:23,29:13,30:19,31:10,32:10,33:13,34:8,35:10,36:28,37:6,38:2,39:5,40:7,41:6,42:9,43:7,44:5,45:8,46:4,47:4,48:7,49:2,50:4,51:1,52:2,53:5,54:2,55:2,56:8,57:2,59:2,60:5,62:1,63:7,64:5,65:7,66:1,67:4,70:7,71:2,72:5,73:1,76:1,78:6,79:1,80:2,81:2,84:1,85:2,87:3,88:1,89:1,90:2,91:2,92:1,93:3,94:5,96:4,97:3,98:1,100:1,101:1,102:2,103:2,104:1,105:1,106:1,107:1,108:3,109:1,110:1,111:1,112:4,113:1,115:1,116:1,117:10,119:2,120:2,121:1,123:7,124:1,125:2,126:1,127:2,130:4,132:1,133:1,134:1,135:2,136:1,137:1,138:13,139:7,140:29
in	0:71602,1:16231,2:6912,3:4031,4:1794,5:801,6:564,7:329,8:176,9:194,10:81,11:38,12:21,13:52,14:14,15:20,16:13,17:11,18:8,19:5,20:4,21:11,22:4,23:5,25:2,26:2,27:2,28:3,29:1,30:2,31:1,32:3,34:1,37:1,38:3,40:15,45:1,48:1,49:1,56:1,76:1,80:1,99:4,107:1,113:3,124:1,125:1
zxx	0:102777,1:11,2:8,3:4,4:1,6:2,8:1
fa	0:71431,1:4999,2:1680,3:549,4:301,5:142,6:99,7:45,8:38,9:7,10:43,11:4,12:23,13:3,14:2,16:9,17:1,18:3,19:2,20:35,22:1,23:1,25:1,27:45,29:1,31:72,106:1
qme	0:72888,1:5,2:81,3:3,4:4
fr	0:51184,1:8344,2:3519,3:1885,4:853,5:378,6:244,7:133,8:79,9:55,10:31,11:28,12:20,13:12,14:4,15:7,16:7,17:1,18:4,19:4,20:2,21:1,23:1,24:1,25:2,26:3,27:2,28:3,29:1,30:2,31:1,32:1,35:1,36:2,40:1,47:1,54:1,100:1,117:1
