Language	Count
hi	0:32279,1:3819,2:2344,3:1080,4:670,5:274,6:267,7:92,8:90,9:46,10:51,11:39,12:40,13:9,14:10,15:11,16:14,17:3,18:5,19:3,20:4,21:1,22:1,24:1,25:1,26:2,27:1,28:1,29:3,30:1,31:1,32:1,33:1,36:6,37:1,44:1,47:1,54:1,66:1,68:1
zh	0:22226,1:4492,2:2116,3:1290,4:533,5:296,6:226,7:97,8:89,9:41,10:19,11:19,12:6,13:4,14:4,15:3,17:2,18:1,20:3,23:2,27:1,29:1,33:1,45:2,52:1
tl	0:21105,1:4942,2:2291,3:1451,4:567,5:283,6:169,7:63,8:63,9:40,10:16,11:17,12:7,13:3,14:7,15:4,16:6,17:3,18:5,19:2,21:2,22:1,24:2,26:1,27:1,29:1,30:1,31:2,33:1,35:1,69:2,104:1,120:1
ur	0:21596,1:2096,2:979,3:535,4:356,5:117,6:68,7:44,8:39,9:22,10:15,11:9,12:3,13:3,14:2,15:2,16:5,18:1,21:1,23:2,24:2,30:1,37:1,50:1
de	0:18833,1:4030,2:933,3:468,4:248,5:143,6:86,7:49,8:30,9:31,10:13,11:8,12:9,13:1,14:2,16:2,17:1,18:3,19:1,20:3,21:2,23:1,28:2,29:1,32:1,34:1,60:1
it	0:17590,1:2073,2:836,3:562,4:260,5:134,6:102,7:75,8:46,9:31,10:11,11:20,12:7,13:9,14:6,15:8,16:4,17:2,18:1,19:1,20:5,21:2,22:4,23:2,24:2,26:1,27:2,37:1,38:2,39:1,41:3,44:1,78:1,83:1
qam	0:17231
ru	0:11288,1:1276,2:423,3:322,4:122,5:54,6:27,7:22,8:11,9:7,10:3,11:4,12:3,13:3,14:2,15:4,16:1,17:1,20:1,23:1,25:1,32:1
pl	0:9530,1:1570,2:498,3:289,4:105,5:83,6:34,7:18,8:17,9:15,10:3,11:6,12:5,14:1,15:2,16:2,17:1,18:2,21:1,24:1,26:2,28:1,32:1,36:1,37:1,38:1,52:1,61:1,110:1
nl	0:8605,1:1075,2:420,3:196,4:124,5:41,6:29,7:29,8:9,9:9,10:6,11:3,12:3,14:1,15:2,17:1,20:4,26:1,27:1,49:1
art	0:30,1:3130,2:1719,3:1688,4:878,5:565,6:342,7:181,8:123,9:89,10:77,11:71,12:51,13:32,14:19,15:12,16:12,17:12,18:8,19:5,20:11,21:6,22:7,23:8,24:9,25:5,26:5,27:2,28:8,29:4,30:4,31:1,32:3,33:2,34:1,36:3,37:2,38:3,39:3,40:4,41:1,42:3,44:2,45:9,46:1,47:1,48:4,52:2,53:2,54:1,56:1,59:3,60:2,63:9,64:3,70:2,72:1,78:1,92:1,98:1,100:1,121:2,122:1,123:1,125:1,126:4,130:2,137:1,139:1,140:6
bn	0:2139,1:5696,2:1103,3:60,4:17,5:5,6:14,7:3,9:1,11:1
et	0:4756,1:1006,2:616,3:329,4:150,5:75,6:61,7:28,8:11,9:10,10:6,11:3,12:1,13:1,14:1,15:2,16:1,19:1,26:1,28:1,29:1,33:1,39:2,44:1,56:1
qst	0:6285,1:455,2:44,3:4
uk	0:5743,1:601,2:173,3:99,4:62,5:16,6:6,7:11,8:2,9:3,10:1,11:1,13:1,15:2,21:2,28:4
qht	0:6465,2:59,4:3
ca	0:4920,1:633,2:336,3:148,4:97,5:30,6:36,7:11,8:209,9:9,10:9,12:4,13:3,14:1,15:1,17:1,19:1,20:1,21:1,23:1,42:1
ht	0:4496,1:735,2:413,3:265,4:147,5:50,6:43,7:19,8:12,9:5,10:4,11:2,12:3,13:2,14:2,16:1,17:1,18:1,20:1,21:1,22:1,25:1,29:1,32:1,47:1,94:1,100:1,122:5
el	0:3994,1:307,2:118,3:113,4:47,5:25,6:15,7:6,8:5,9:2,10:2,11:2,12:2,14:2,15:1,120:1
ta	0:3179,1:444,2:310,3:259,4:103,5:44,6:38,7:13,8:12,9:3,11:1,14:2,19:1,26:1
vi	0:3065,1:520,2:308,3:153,4:74,5:30,6:24,7:16,8:4,9:5,10:3,11:1,12:5,13:4,14:2,15:2,16:1,17:1,18:3,19:1,20:1,23:2,25:2,29:1,30:1,31:2,33:3,39:1,40:1,41:1,43:1,46:3,54:2
sv	0:3315,1:424,2:262,3:56,4:34,5:17,6:5,7:9,8:4,9:3,12:2,17:1
iw	0:3367,1:161,2:36,3:36,4:13,5:5,6:2,7:1,8:1,12:2
fi	0:2469,1:419,2:151,3:96,4:59,5:11,6:4,7:4,8:2,9:8,10:1,11:1,13:2,23:1,24:1,43:1,44:1
cs	0:2092,1:384,2:151,3:98,4:34,5:12,6:21,7:7,8:6,9:2,10:2,11:2,14:1
gu	0:2016,1:236,2:183,3:27,4:9,5:4,6:2,7:2,8:1,9:1,10:1,19:1
da	0:1701,1:306,2:109,3:62,4:30,5:15,6:8,7:3,8:2,9:2,10:1,13:3,15:1,17:1,50:1,53:1,61:1
te	0:1765,1:149,2:124,3:97,4:35,5:19,6:14,7:4,8:3,9:2,10:2,14:1,15:1,20:1
eu	0:1547,1:271,2:176,3:63,4:32,5:11,6:6,7:24,8:1,9:1,10:2,12:3,14:1,15:1,22:1,24:2,25:1,32:1,60:1,73:1
no	0:1397,1:199,2:114,3:51,4:24,5:11,6:1,7:12,8:1,10:1,12:4,20:3,35:1,70:1
ro	0:1351,1:194,2:112,3:65,4:29,5:11,6:7,7:3,8:4,9:3,11:2,12:1,14:1,15:2,16:1,20:1,26:1,28:1,90:1
hu	0:1132,1:247,2:126,3:114,4:33,5:22,6:14,7:3,8:2,9:23,11:1,12:4,16:10,18:4,20:2,21:1,26:1,34:1
cy	0:1278,1:200,2:106,3:51,4:25,5:12,6:4,7:6,8:2,9:2,11:1,13:1,14:1,15:1,16:1,17:1,18:1,26:1,30:1
mr	0:1254,1:167,2:118,3:46,4:38,5:14,6:3,7:3,8:2,9:3,10:3,11:2,12:1,13:2,21:1,24:1
sl	0:987,1:149,2:67,3:25,4:17,5:6,6:5,7:1,8:2,10:1,15:1,22:1,37:1
lt	0:979,1:144,2:56,3:43,4:10,5:7,6:3,10:3,11:1,12:1,16:1,18:1,25:1,30:1,59:1
lv	0:811,1:146,2:39,3:30,4:13,5:7,6:5,7:2,8:1,14:1,42:1
ne	0:655,1:127,2:99,3:45,4:18,5:3,6:12,7:5,8:3,9:2,10:2,14:1,22:1,24:1
ps	0:593,1:70,2:23,3:11,4:10,6:1,7:1,8:1,10:1,17:1
is	0:490,1:73,2:36,3:18,4:15,5:4,6:1,21:1
sr	0:469,1:58,2:21,3:43,4:2,5:4,6:2,7:2,8:2
my	0:331,1:109,2:52,3:52,4:26,5:15,6:3,8:1,9:1,10:1,11:1,12:1,15:3,17:1,24:1
kn	0:413,1:53,2:54,3:31,4:21,5:14,6:4,7:1,9:1,11:1,13:1
am	0:388,1:66,2:30,3:24,4:21,5:9,6:5,7:7,8:4,10:4,11:2,14:1
ml	0:271,1:72,2:36,3:13,4:10,5:1,6:1,8:1
bg	0:202,1:30,2:8,3:6,4:9,6:1,8:1,11:1,24:1
ckb	0:148,1:20,2:12,3:2,4:2,5:1,10:1,16:14
pa	0:171,1:9,2:9,3:3,4:1,6:1
or	0:117,1:14,2:6,3:12,6:1,9:1,13:1
km	0:78,1:19,2:18,3:7,4:4,5:1,6:4,7:1
ka	0:92,1:17
lo	0:76,1:9,2:10,3:4,4:5,9:1
si	0:50,1:21,2:9,3:7,4:1
sd	0:47,1:11,2:9,3:3,4:5,6:1
dv	0:71,2:1
hy	0:36,1:29,2:5
qct	0:4
bo	0:3
ug	0:1
