Day	Hour	Count	Coverage%
2022-10-12	00	141278	100.0
2022-10-12	01	147716	100.0
2022-10-12	02	148474	100.0
2022-10-12	03	160020	100.0
2022-10-12	04	139884	100.0
2022-10-12	05	132384	100.0
2022-10-12	06	131992	100.0
2022-10-12	07	134881	100.0
2022-10-12	08	143996	100.0
2022-10-12	09	160526	100.0
2022-10-12	10	179859	100.0
2022-10-12	11	198092	100.0
2022-10-12	12	213431	100.0
2022-10-12	13	224043	100.0
2022-10-12	14	220990	100.0
2022-10-12	15	226530	99.667
2022-10-12	16	199613	100.0
2022-10-12	17	180689	100.0
2022-10-12	18	170565	100.0
2022-10-12	19	164936	100.0
2022-10-12	20	170978	99.75
2022-10-12	21	165040	100.0
2022-10-12	22	156355	100.0
2022-10-12	23	149852	100.0
