Language	Count
in	0:73783,1:16777,2:6959,3:3560,4:1821,5:919,6:556,7:285,8:155,9:85,10:85,11:46,12:22,13:38,14:27,15:13,16:10,17:4,18:8,19:6,20:4,21:2,22:2,23:1,25:1,26:2,27:2,28:3,29:8,30:4,33:1,34:2,38:1,39:2,42:1,49:1,54:1,65:1,67:2,73:2,92:1,113:6,117:1,129:1
fa	0:76027,1:3612,2:1288,3:494,4:202,5:81,6:42,7:35,8:44,9:12,10:11,11:13,12:6,13:2,14:3,15:1,18:4,20:3,23:1,24:1,26:1,28:1,31:1,32:1,33:1,56:1
qme	0:75009,1:4,2:124,3:1,4:7,6:1,14:1
fr	0:54189,1:8004,2:3605,3:1861,4:871,5:455,6:233,7:166,8:77,9:47,10:54,11:24,12:13,13:10,14:16,15:1,16:8,17:7,18:7,19:6,20:3,21:4,22:1,24:4,25:2,26:2,28:5,32:2,36:1,37:2,38:3,48:1,50:1,60:1
ur	0:38160,1:3472,2:1805,3:965,4:409,5:186,6:144,7:57,8:72,9:28,10:16,11:9,12:30,13:3,14:8,15:2,16:1,18:4,19:1,20:1,24:1,27:1,28:2,33:1,69:1,130:1
hi	0:35645,1:4322,2:2153,3:1194,4:623,5:284,6:192,7:109,8:83,9:85,10:46,11:22,12:25,13:10,14:25,15:7,16:24,17:6,18:6,19:1,20:6,21:1,22:8,23:3,24:2,27:1,30:1,31:3,34:1,44:1,48:1,68:1
tl	0:24090,1:5512,2:2751,3:1499,4:595,5:290,6:204,7:105,8:60,9:39,10:27,11:14,12:15,13:9,14:23,15:7,16:5,17:7,18:5,19:4,20:1,22:2,23:1,25:1,28:2,29:3,31:1,33:1,34:1,41:1,42:3,55:1,70:1,78:1
zh	0:24846,1:4619,2:2052,3:1291,4:588,5:364,6:292,7:113,8:108,9:47,10:36,11:23,12:16,13:12,14:17,15:2,16:4,17:1,18:3,21:1,26:1,39:1,101:1
it	0:18564,1:2206,2:891,3:665,4:265,5:153,6:106,7:56,8:40,9:41,10:33,11:17,12:14,13:5,14:7,15:7,16:4,17:2,19:1,20:1,21:1,22:2,23:1,24:1,28:1,45:1,89:1
de	0:16829,1:3746,2:952,3:485,4:224,5:92,6:72,7:32,8:27,9:12,10:12,11:11,12:3,13:5,14:5,15:1,16:4,17:1,18:2,19:1,20:2,21:1,22:2,26:1,29:1,30:1,35:7,38:1
qam	0:16316
pl	0:10501,1:1449,2:620,3:330,4:143,5:67,6:44,7:16,8:19,9:8,10:5,11:5,12:4,13:2,14:1,15:2,16:1,18:1,20:1,23:1,26:1,27:1,35:1,103:1
ru	0:10664,1:1273,2:416,3:314,4:117,5:84,6:34,7:17,8:17,9:7,10:4,11:2,12:5,13:1,18:2,19:1,21:1,24:1,25:1,26:1,31:1
nl	0:8076,1:1167,2:472,3:217,4:105,5:49,6:32,7:25,8:11,9:8,10:6,11:3,12:3,16:1,19:1,20:2,22:1,27:1,61:1,100:3
art	0:27,1:3363,2:1764,3:1799,4:865,5:628,6:350,7:194,8:141,9:125,10:82,11:72,12:55,13:60,14:17,15:14,16:16,17:7,18:5,19:8,20:11,21:5,22:3,23:4,24:7,25:3,26:4,27:3,28:8,29:1,30:5,31:1,33:2,35:3,36:6,37:1,39:2,42:1,44:1,45:1,48:2,50:1,52:1,55:1,57:1,60:1,63:1,64:2,67:1,70:1,71:1,84:1,96:1,98:1,99:2,100:1,108:1,117:1,118:4,119:17,121:2,122:1,123:1,126:1,130:1,138:1,139:1,140:4
bn	0:2044,1:6377,2:1214,3:55,4:10,5:3,6:5,8:1,9:1,15:2
et	0:5547,1:1327,2:710,3:400,4:164,5:112,6:64,7:22,8:10,9:10,10:4,11:9,12:4,14:1,16:1,19:2,22:2,25:1,41:1,54:1,56:1,61:1,67:1
ht	0:5293,1:881,2:514,3:257,4:218,5:65,6:33,7:29,8:11,9:9,10:9,11:7,12:5,13:2,14:6,15:2,16:1,17:1,18:1,20:2,23:2,25:1,28:1,38:1
qht	0:7020,2:51,4:1,6:1
te	0:5050,1:533,2:361,3:268,4:69,5:51,6:31,7:14,8:2,9:17,11:4,13:1,15:1
ca	0:4620,1:573,2:331,3:156,4:482,5:38,6:37,7:6,8:11,9:6,10:97,11:5,12:3,13:3,14:1,17:1,18:3,20:6,22:1,23:5,24:3,30:1,38:1
qst	0:5885,1:463,2:33,3:1
vi	0:3715,1:751,2:388,3:233,4:125,5:37,6:23,7:12,8:4,9:7,10:3,11:4,12:2,14:2,15:1,16:1,17:2,18:3,19:1,20:3,21:2,22:3,23:3,26:4,29:2,33:3,36:1,37:1,38:1,41:2,45:1,46:1,133:1
sv	0:3971,1:571,2:438,3:78,4:27,5:8,6:11,7:1,8:1,10:5,12:1,13:1,15:2,55:1
uk	0:3842,1:652,2:226,3:125,4:53,5:11,6:23,7:2,8:2,9:1,11:1,12:1,28:1
ta	0:3257,1:480,2:299,3:228,4:79,5:55,6:30,7:14,8:7,9:5,10:3,11:6,12:3,13:1,16:1,18:1,22:1,23:2,27:3,28:1
el	0:3454,1:328,2:145,3:102,4:32,5:22,6:17,7:7,8:7,9:2,10:4,11:4,13:3,14:2,15:3,17:2,22:1,23:1
fi	0:2481,1:383,2:152,3:89,4:38,5:22,6:11,7:5,8:2,9:9,10:5,11:3,13:1,14:1,17:1,25:1,45:1
iw	0:2762,1:169,2:30,3:26,4:14,5:12,6:7,7:5,8:3,9:1,10:1,11:1,12:1
cs	0:2165,1:359,2:170,3:84,4:46,5:19,6:12,7:5,8:7,9:1,10:1,14:1,15:1,16:1,22:1
da	0:2048,1:380,2:120,3:62,4:199,5:18,6:7,7:5,8:2,9:1,10:2,11:4,12:1,13:1,17:1,18:1,19:1,37:1
cy	0:1658,1:302,2:176,3:99,4:34,5:11,6:33,7:6,8:1,9:4,10:1,11:1,13:2,15:2,17:3,28:1,31:1
eu	0:1723,1:321,2:129,3:69,4:54,5:14,6:8,7:2,8:2,9:2,10:1,11:3,12:2,20:1
gu	0:1725,1:244,2:102,3:22,4:9,5:15,6:1,7:1,8:1,10:1,12:1,17:1,24:1
no	0:1489,1:233,2:120,3:50,4:18,5:12,6:7,7:6,8:3,9:1,10:2,11:2,12:1,13:1,14:1,16:1,18:1,19:1,24:1,25:1,50:1
ro	0:1350,1:155,2:160,3:72,4:38,5:12,6:17,7:7,8:4,9:1,10:2,12:3,16:1,23:2,29:1
hu	0:1153,1:168,2:88,3:54,4:21,5:13,6:8,7:7,8:5,9:3,10:1,11:1,12:2,13:1,16:6,18:5,20:1,31:1,97:1
lt	0:1145,1:178,2:97,3:31,4:15,5:4,6:4,7:1,9:2,10:1,15:1,16:3,21:1,32:1,48:1
mr	0:1113,1:148,2:91,3:39,4:21,5:9,6:5,7:1,8:5,9:3,10:2,11:1,12:2,13:1,21:3,24:1
lv	0:862,1:103,2:43,3:35,4:12,5:9,6:11,7:1,8:3,10:1,12:1,14:1,16:1
is	0:773,1:97,2:33,3:27,4:8,5:6,6:1,7:1,8:1,11:1,17:1,41:1
sl	0:744,1:96,2:46,3:26,4:17,5:3,6:4,7:2,9:1,11:1,12:1,15:2,18:1,23:1
ne	0:586,1:123,2:103,3:51,4:23,5:6,6:3,7:2,8:3,9:1,10:2,14:1,17:1
my	0:406,1:134,2:62,3:52,4:32,5:11,6:7,7:1,9:3,11:1,12:1,14:1,15:2
am	0:497,1:72,2:47,3:21,4:17,5:8,6:10,7:2,8:1,10:1,11:1,14:1,15:1,16:1,21:1,53:1
kn	0:463,1:68,2:27,3:27,4:9,5:8,6:2,7:1,8:1,12:1,16:1,19:2
ps	0:459,1:48,2:19,3:7,4:12,5:2,18:1
sr	0:439,1:56,2:8,3:18,4:2,5:3,6:2,7:1,9:2,10:2
ml	0:239,1:85,2:37,3:15,4:8,5:1,7:2,10:1,11:1,13:1
bg	0:198,1:24,2:7,3:5,5:1
or	0:182,1:14,2:6,3:21,6:1,17:1
ckb	0:90,1:14,2:12,3:1,16:94
sd	0:161,1:8,2:12,3:3,5:1,6:2
pa	0:140,1:17,2:10,3:6,4:2,8:1
km	0:98,1:17,2:13,3:10,4:11,5:8,6:1
si	0:61,1:32,2:15,3:6,4:5,39:1
ka	0:37,1:5,2:58,3:1
dv	0:87,1:8,3:1
lo	0:77,1:13,2:2,4:1
hy	0:30,1:5,2:1
qct	0:3
bo	0:2
ug	0:2
