Language	Count
en	0:942972,1:182058,2:84744,3:42995,4:21813,5:10782,6:7316,7:3969,8:2695,9:1606,10:1155,11:651,12:526,13:411,14:262,15:308,16:136,17:129,18:100,19:96,20:199,21:72,22:105,23:54,24:63,25:97,26:48,27:30,28:73,29:28,30:56,31:30,32:20,33:34,34:15,35:127,36:15,37:5,38:9,39:10,40:3,41:3,42:6,43:7,44:6,45:4,46:3,47:6,48:4,49:7,50:2,52:4,53:3,54:2,55:3,56:17,57:2,58:2,60:1,61:1,63:1,64:3,65:2,66:2,69:1,70:1,72:2,75:1,77:1,79:1,81:3,82:3,84:11,85:1,92:2,93:2,94:1,97:2,99:1,100:1,101:2,104:1,108:6,124:1,125:1,126:2
ja	0:509539,1:94474,2:52770,3:33597,4:21013,5:16935,6:10343,7:6753,8:4331,9:3062,10:1989,11:1217,12:749,13:467,14:495,15:391,16:273,17:145,18:529,19:146,20:118,21:86,22:75,23:129,24:80,25:54,26:25,27:18,28:19,29:16,30:21,31:14,32:24,33:14,34:6,35:17,36:11,37:18,38:1,39:6,40:10,41:2,42:4,43:2,44:2,45:3,46:1,48:3,49:1,50:5,51:3,53:3,54:2,57:4,59:1,62:1,63:1,64:1,65:1,67:1,69:1,70:1,74:1,75:1,78:1,79:4,81:1,83:1,84:1,88:1,90:1,102:1,109:2,114:1,121:1,122:1,125:1
th	0:202558,1:33182,2:20771,3:12161,4:5509,5:2955,6:1875,7:1256,8:952,9:739,10:319,11:259,12:169,13:136,14:62,15:62,16:52,17:39,18:31,19:23,20:18,21:59,22:16,23:32,24:4,25:2,26:4,27:12,28:1,29:24,30:3,31:2,34:1,35:1,36:1,37:17,38:1,41:2,42:2,44:5,45:1,51:1,52:1,88:2,106:1
es	0:213187,1:31482,2:14887,3:8329,4:3998,5:1903,6:1303,7:812,8:551,9:297,10:216,11:162,12:130,13:94,14:71,15:49,16:39,17:35,18:41,19:56,20:24,21:23,22:24,23:18,24:15,25:6,26:7,27:1,28:5,29:7,30:13,31:12,32:3,36:5,37:1,38:1,40:3,42:2,43:1,45:3,50:1,51:1,53:1,54:2,55:1,56:1,58:1,63:1,66:1,67:1,74:3,80:1,85:1,92:1,116:1,122:1,135:1
pt	0:192691,1:19379,2:7898,3:4038,4:2120,5:1144,6:618,7:349,8:240,9:144,10:121,11:110,12:82,13:56,14:45,15:57,16:16,17:11,18:23,19:15,20:13,21:3,22:13,23:7,24:7,25:4,26:7,27:5,28:3,29:7,30:3,31:3,32:6,33:17,34:1,36:1,40:1,43:2,45:1,47:1,51:1,52:2,54:2,55:1,58:1,60:8,63:1,77:1,89:1,114:1,133:1
tr	0:202224,1:10839,2:4694,3:1687,4:878,5:417,6:266,7:106,8:99,9:206,10:60,11:48,12:68,13:20,14:24,15:11,16:17,17:10,18:5,19:8,20:8,21:5,22:2,23:3,24:4,25:2,26:1,27:8,28:2,29:1,30:2,31:1,32:2,35:1,36:2,37:3,41:2,42:1,43:3,46:1,53:1,54:1,96:3,130:1
ar	0:109905,1:22379,2:13937,3:6424,4:6163,5:2862,6:7121,7:2476,8:2719,9:609,10:271,11:210,12:180,13:112,14:79,15:1985,16:2128,17:53,18:1958,19:53,20:859,21:68,22:847,23:1354,24:2711,25:101,26:22,27:23,28:12,29:14,30:7,31:9,32:5,33:7,34:10,35:11,36:5,37:5,38:2,39:7,40:8,41:6,42:3,43:6,44:3,45:6,46:6,47:5,48:5,49:4,50:1,51:1,52:7,53:2,54:3,55:4,56:4,57:2,59:3,60:6,61:1,64:3,65:5,66:1,69:2,70:1,72:5,73:2,76:2,77:1,78:5,79:1,81:1,82:2,83:1,84:2,89:1,92:1,95:1,97:1,100:3,102:1,103:1,108:2,110:1,111:1,112:1,120:1,123:1,125:2,130:3,139:1
ko	0:126056,1:18956,2:10933,3:5710,4:2592,5:1531,6:1701,7:597,8:166,9:119,10:104,11:55,12:24,13:11,14:17,15:32,16:7,17:3,18:127,19:8,20:3,21:6,23:4,25:3,26:1,27:2,28:7,30:2,35:2,40:1,41:1,46:1,55:1,68:6,76:1
und	0:61357,1:32027,2:21209,3:14780,4:8476,5:5419,6:2087,7:1135,8:724,9:543,10:1405,11:432,12:242,13:135,14:120,15:387,16:285,17:48,18:733,19:30,20:983,21:23,22:781,23:1421,24:1569,25:21,26:22,27:15,28:34,29:18,30:20,31:10,32:14,33:11,34:11,35:8,36:16,37:6,38:5,39:22,40:17,41:7,42:5,43:2,44:7,45:10,46:2,47:8,48:6,49:1,50:6,51:3,52:1,54:1,55:6,56:6,57:2,58:3,59:3,60:2,61:7,62:1,63:5,64:5,65:8,66:2,67:4,68:2,69:4,70:7,71:2,72:5,75:2,76:1,77:3,78:16,79:1,80:6,81:3,83:1,84:6,85:2,86:1,88:4,91:3,92:1,93:1,94:1,95:1,96:2,97:3,98:2,99:2,102:1,104:8,105:1,107:2,109:1,110:1,111:1,112:1,113:1,114:1,115:2,116:4,117:2,118:1,119:3,120:1,121:2,122:2,123:1,124:1,125:4,126:5,127:1,128:3,129:1,130:8,131:2,132:1,133:1,134:2,135:4,137:5,138:5,139:7,140:24
zxx	0:107893,1:10,2:4,3:2,4:2,5:1
