Emoji	Count
♦️	523983
🔹	477501
🎻	235100
🐔	170453
😭	156463
😂	109831
✨	91704
🔥	73931
🤣	72372
❤️	58685
✅	41772
🎁	37734
🔵	34335
🥺	32486
🎲	32156
😍	31989
📎	31087
👚	30867
🥹	29458
🙏	28838
🐹	27724
🥰	27600
💦	25564
‼️	24754
🎉	23287
🤍	23159
💙	22391
💕	21752
😊	19566
👇	19233
💚	16572
👍	16550
🌟	16063
👏	15841
🏊	14601
💜	14464
❤	14459
☺️	14241
😅	13871
💖	12625
😈	12543
🇧🇷	12439
😆	12418
♥️	12079
💗	11976
👀	11539
🖤	11526
🚨	11365
🏆	11183
😘	10934
👉	10891
❗	10854
🤔	10771
💛	10390
🥲	10229
🔴	10171
😁	10144
🌸	9678
🤭	9491
🤤	9451
🫶🏻	9426
🌹	9382
💥	9313
🥳	9114
😳	9113
💰	9014
📌	8469
😎	8244
🥵	8199
🤩	8108
🎶	7953
⚡	7880
⭐	7804
📍	7744
💔	7732
💯	7564
😋	7555
🐥	7533
💪	7424
🎯	7327
❤️‍🔥	7294
😉	7087
🍀	7023
🫶	7018
💓	7008
🚀	6874
❣️	6840
😢	6784
😇	6578
💀	6535
🎊	6513
🫠	6487
🔔	6412
📸	6379
🟩	6329
⬇️	6247
💫	6234
🍑	6213
👑	6204
😌	6171
🙌	6157
✌️	6149
😱	6087
📺	6022
🌈	5992
😔	5933
💞	5885
🤗	5816
😩	5816
🔗	5730
🎥	5656
😡	5513
1⃣	5507
♻️	5505
🧡	5379
1️⃣	5352
🙄	5335
📢	5327
🍆	5318
🤡	5293
🌷	5252
💋	5212
⚠️	5193
➡️	5151
⏰	5103
☀️	5064
🐰	5059
😏	5054
⚽	5018
2️⃣	4877
🙏🏻	4866
🚩	4766
♥	4570
‼	4399
💎	4390
💡	4375
💐	4292
🌻	4286
🎀	4203
🤪	4183
😜	4177
📣	4138
👌	4106
😄	4058
🇸🇦	4057
⬜	4043
❌	3961
👯	3951
2⃣	3876
💨	3867
😃	3700
🙈	3697
🌊	3649
🐶	3647
🤝	3640
💘	3621
🫣	3590
🦋	3547
🐱	3499
☕	3467
🎂	3455
🍁	3442
👏🏻	3436
🔻	3368
🤮	3347
👅	3342
📱	3332
🙂	3330
😀	3271
🐻	3232
💸	3199
💌	3111
🌀	3035
🎵	2996
🌼	2947
🎬	2934
▶	2914
👇🏻	2896
🔞	2875
🍓	2859
⁉️	2853
💆🏻‍♂️	2837
🌺	2819
⚪	2808
▪️	2782
❕	2725
🇺🇸	2713
✔️	2674
🌿	2651
❤️‍🩹	2638
🙇‍♀️	2629
🙃	2604
📲	2604
😹	2594
🫡	2591
🌕	2566
🥴	2546
🤯	2545
🙇‍♂️	2521
▶️	2509
🕺	2484
💢	2430
👍🏻	2429
🍇	2410
⚜️	2396
💭	2393
⬛	2384
😤	2378
🌙	2371
☑️	2347
☔	2346
👊	2342
👋	2337
😻	2330
🐺	2330
🧸	2329
🍃	2317
😮‍💨	2293
🗓️	2288
