Emoji	Count
♦️	442713
🔹	376819
🐔	152439
👳	145636
🎻	134054
🎏	132908
😭	128994
💝	118017
😂	109222
✨	82653
🔥	78351
🤣	70316
🐃	68051
❤️	56214
🐕	56207
🔵	48835
😍	48718
🚨	47236
💐	36495
💦	35584
🎲	35250
📎	34180
👚	34093
🎁	33779
✅	33384
🥺	31141
🙏	28472
🎉	25065
🐹	24953
🥰	24451
‼️	23286
🥹	21714
💕	21491
💜	20060
💙	19306
😊	18737
👇	18260
🌟	18125
🤍	17642
👍	14435
⚠️	14010
👏	13957
❤	13230
😈	12790
😅	12562
👀	12333
❤️‍🔥	12140
☺️	12116
💚	12092
💗	11774
♥️	11656
😘	11509
💖	11270
😆	11266
❗	11194
📌	11132
🤔	10767
🥳	10494
😁	10267
💛	10020
🥲	9539
👉	9428
🌹	9325
🤤	9286
🖤	9186
😳	9162
📍	9155
🤭	8756
🫶🏻	8701
💥	8687
🚀	8577
💰	8424
🥵	8148
⭐	8146
😋	7680
🍀	7651
🌸	7583
😉	7556
💀	7519
🏆	7495
💔	7398
😎	7364
💯	7266
⚡	7059
🤩	6997
💪	6984
🟩	6852
🔔	6813
🤗	6663
🎶	6616
🙌	6603
💓	6517
❣️	6394
🫶	6362
💞	6323
😌	6296
💋	6154
🫠	6124
😢	6100
☀️	6081
📢	6074
😔	6023
📸	5939
💫	5936
🐶	5921
🇧🇷	5865
🚩	5846
◀️	5781
1⃣	5733
😩	5679
🎊	5659
➡️	5649
🎂	5646
😏	5639
🍆	5634
🌻	5600
🙄	5598
⏰	5557
▶️	5519
🤡	5503
😇	5503
⬇️	5483
❕	5324
🐨	5322
🧡	5184
🍑	5157
🔗	4964
👑	4915
💎	4850
🎥	4829
🔴	4818
😱	4797
🎯	4794
🙏🏻	4757
1️⃣	4733
😡	4387
🌈	4336
🐻	4335
🧿	4308
☕	4167
2⃣	4160
😄	4145
💆🏻‍♂️	4114
⬜	4096
🐰	4073
👌	4026
🎃	4026
🧸	4011
😜	3960
🤝	3949
😃	3925
♻️	3913
🤪	3908
♥	3872
📣	3863
🦋	3771
🎀	3748
2️⃣	3725
✌️	3724
❌	3629
🙈	3628
‼	3580
🙂	3573
🇪🇸	3555
🇪🇹	3483
👅	3461
🫣	3460
💘	3417
🍁	3407
👇🏻	3402
💸	3398
🌼	3397
😀	3346
