Language	Count
en	0:869806,1:161414,2:84762,3:38430,4:19774,5:10086,6:17399,7:5929,8:4173,9:1495,10:1111,11:649,12:589,13:368,14:332,15:283,16:183,17:139,18:118,19:65,20:181,21:72,22:67,23:24,24:46,25:141,26:37,27:22,28:22,29:19,30:84,31:28,32:18,33:8,34:9,35:7,36:12,37:27,38:4,39:5,40:6,41:5,42:6,43:1,44:2,45:5,46:2,47:3,48:5,49:7,51:3,52:4,53:5,54:3,55:2,56:2,57:1,58:3,59:1,60:89,61:3,62:17,63:3,67:1,68:1,69:1,70:3,73:2,74:1,75:1,76:1,77:1,80:1,81:2,82:1,84:2,86:3,89:1,91:2,92:1,93:7,96:1,99:3,100:1,103:2,105:1,107:1,111:1,114:1,118:1,120:1,125:1,136:1
ja	0:449128,1:82943,2:47279,3:32318,4:21672,5:14166,6:8246,7:5839,8:3625,9:3255,10:1813,11:1207,12:767,13:480,14:380,15:429,16:216,17:237,18:207,19:139,20:107,21:103,22:102,23:75,24:51,25:41,26:22,27:27,28:13,29:20,30:14,31:12,32:28,33:8,34:16,35:9,36:13,37:6,38:7,39:6,40:16,41:3,42:1,43:1,44:2,45:6,46:1,47:3,48:5,49:3,50:6,51:1,52:66,53:2,54:1,55:3,56:1,57:5,60:1,61:1,62:3,63:2,64:1,66:1,67:3,68:2,69:1,70:2,73:1,75:1,85:1,89:1,92:1,93:1,100:1,101:1,103:1,116:2,119:1,121:1,134:1,136:1,139:1
es	0:225932,1:33164,2:15064,3:8466,4:4066,5:2045,6:1314,7:810,8:537,9:300,10:267,11:158,12:155,13:104,14:70,15:62,16:39,17:23,18:30,19:21,20:14,21:14,22:7,23:12,24:44,25:10,26:10,27:11,28:8,29:5,30:4,31:6,32:6,33:4,34:3,35:2,36:1,37:3,39:1,42:11,43:2,45:1,46:1,48:1,49:1,53:1,54:1,57:1,63:3,71:1,72:1,129:1
tr	0:214551,1:11128,2:6212,3:2992,4:1428,5:526,6:496,7:163,8:161,9:78,10:72,11:33,12:54,13:35,14:36,15:12,16:18,17:8,18:15,19:7,20:2,21:5,22:3,23:2,24:18,25:4,26:2,28:2,29:3,30:1,34:1,36:1,38:1,40:1,42:7,44:1,45:1,46:2,51:1,55:1,65:1,80:1,113:1
ar	0:101994,1:22176,2:12068,3:5616,4:22060,5:3183,6:4869,7:696,8:2756,9:1277,10:452,11:151,12:3355,13:167,14:77,15:61,16:55,17:25,18:47,19:37,20:32,21:30,22:18,23:11,24:21,25:12,26:9,27:9,28:12,29:4,30:4,31:9,32:9,33:5,34:6,35:11,36:4,37:4,38:4,39:2,40:5,41:8,42:8,43:12,44:4,45:5,46:7,47:3,48:2,49:1,50:4,52:6,53:1,54:4,55:3,56:2,57:1,58:1,59:4,61:6,62:2,63:1,64:1,65:2,66:2,67:1,68:2,69:2,70:3,71:10,72:5,73:1,74:2,78:4,80:2,81:5,82:1,83:1,84:2,90:1,91:1,92:1,94:2,95:2,96:1,98:3,99:1,100:1,101:1,103:1,104:1,108:1,112:1,125:1,128:1,130:2,134:2,136:1
pt	0:144438,1:16234,2:7047,3:3586,4:1698,5:952,6:711,7:309,8:267,9:176,10:156,11:108,12:58,13:81,14:47,15:91,16:34,17:19,18:15,19:8,20:16,21:11,22:10,23:10,24:4,25:4,26:7,27:14,28:4,29:2,30:4,32:3,33:3,34:1,35:3,36:5,37:1,38:3,39:2,43:2,45:2,46:1,49:3,53:2,60:1,64:2,98:1,120:1,131:1,136:1
und	0:50109,1:28954,2:34040,3:12764,4:13506,5:3997,6:9408,7:1047,8:9358,9:810,10:732,11:286,12:1567,13:177,14:98,15:66,16:44,17:40,18:37,19:31,20:51,21:25,22:20,23:15,24:66,25:32,26:19,27:14,28:22,29:11,30:18,31:8,32:13,33:13,34:4,35:12,36:18,37:3,38:5,39:18,40:8,41:2,42:11,43:9,44:5,45:8,46:5,47:5,48:4,49:5,50:4,51:4,52:6,53:4,54:3,55:3,56:1,57:3,58:4,59:2,60:5,61:2,62:2,63:10,64:3,65:8,66:3,67:3,69:4,70:3,72:4,73:1,76:4,77:4,78:9,79:1,80:4,81:3,82:1,83:2,84:5,86:3,88:2,90:4,91:5,93:3,94:3,95:1,96:2,98:7,99:1,100:7,104:2,108:1,110:1,112:6,115:1,116:2,117:1,119:1,121:9,122:7,124:1,125:1,126:1,127:2,128:3,130:6,132:1,133:2,134:3,136:3,137:3,138:5,139:17,140:18
th	0:116376,1:19690,2:12049,3:6083,4:3492,5:1759,6:990,7:714,8:345,9:182,10:161,11:123,12:58,13:87,14:35,15:28,16:26,17:14,18:46,19:12,20:19,21:1,22:8,23:2,24:3,25:1,26:5,27:1,29:2,30:2,31:1,34:1,41:1,42:1,47:1,48:8,60:1,65:1,74:1,81:1
ko	0:101248,1:12010,2:8583,3:3620,4:1992,5:1166,6:550,7:292,8:319,9:103,10:147,11:31,12:27,13:9,14:16,15:22,16:7,17:6,18:7,20:3,21:4,22:1,23:1,25:1,27:3,28:1,29:2,31:5,35:1,37:1,38:1,40:1,43:2,47:1,48:1,53:1,56:1,61:1,66:1,68:1,85:3,104:1,123:1
zxx	0:102293,1:9,2:11,3:2,4:2,5:1,6:1,7:2,8:2,9:2,12:1,18:1
