Language	Count
in	0:66991,1:14679,2:6280,3:3156,4:1511,5:723,6:561,7:254,8:157,9:98,10:85,11:36,12:29,13:20,14:16,15:12,16:13,17:8,18:3,19:4,20:5,21:1,22:3,23:4,25:2,26:7,29:2,30:1,32:1,33:1,34:1,35:1,46:1,49:1,55:1,68:1,120:1,133:1
qme	0:63696,1:5,2:2,4:2,5:4
fr	0:47767,1:7298,2:3462,3:1727,4:794,5:316,6:705,7:138,8:76,9:43,10:29,11:27,12:22,13:10,14:5,15:6,16:6,17:4,18:2,19:4,20:2,21:1,22:1,23:1,26:3,27:3,30:1,32:2,33:1,34:1,39:1,43:1,48:1
ur	0:34343,1:2493,2:1173,3:627,4:768,5:154,6:90,7:23,8:31,9:17,10:25,11:8,12:1906,13:43,14:6,15:3,16:5,17:1,20:1,22:2,34:2,35:1,41:1,97:1
hi	0:31477,1:3517,2:2216,3:1114,4:642,5:272,6:235,7:90,8:79,9:54,10:48,11:21,12:25,13:7,14:21,15:12,16:16,17:7,18:6,19:7,20:8,21:7,22:2,23:2,24:3,25:4,29:1,30:1,31:4,32:4,34:1,41:1,62:1,66:1,122:1
tl	0:21135,1:5346,2:2474,3:1354,4:541,5:249,6:297,7:65,8:34,9:35,10:15,11:11,12:9,13:8,14:4,15:2,16:12,17:4,19:4,20:1,22:1,23:1,27:1,28:2,29:1,30:2,33:1,34:1,42:1,47:1,53:1,66:1,75:1
zh	0:19242,1:3869,2:1558,3:1033,4:440,5:267,6:239,7:103,8:105,9:60,10:44,11:15,12:8,13:14,14:21,15:1,16:3,17:6,18:19,20:1,21:1,22:1,24:6,25:5,26:9,27:5,28:8,29:15,30:5,31:13,32:6,33:17,34:18,35:12,36:9,37:10,38:4,39:4,40:3,41:2,42:2,44:1,49:1
it	0:19297,1:2192,2:991,3:591,4:232,5:145,6:140,7:59,8:42,9:29,10:20,11:11,12:14,13:4,14:5,15:2,16:3,17:3,18:1,19:1,20:2,21:2,22:5,23:2,24:3,27:1,28:2,30:1,33:4,36:1,39:1,44:1,48:1,54:1,68:1,72:1,123:1
de	0:17343,1:2480,2:836,3:383,4:204,5:80,6:236,7:33,8:19,9:14,10:9,11:3,12:4,13:2,14:7,15:3,16:3,20:1,22:1,47:1,53:1
fa	0:12397,1:2749,2:1325,3:536,4:213,5:114,6:65,7:31,8:28,9:23,10:22,11:12,12:15,13:5,15:4,16:1,17:2,18:3,19:3,20:1,21:10,25:1,27:1,32:1,33:1,56:1,60:1,64:1,98:1
qam	0:17333
ca	0:4479,1:621,2:6241,3:157,4:524,5:35,6:3041,7:12,8:464,9:3,10:2,11:2,12:1,13:2,14:1,16:1,17:4,24:2,25:1,26:1,36:2,49:1,51:1,75:1
pl	0:9978,1:1326,2:526,3:315,4:139,5:80,6:73,7:20,8:26,9:16,10:6,11:4,12:6,13:2,14:8,16:1,17:3,20:2,21:1,22:1,24:1,25:1,28:1,30:1,32:1,46:1,61:1
ru	0:10013,1:1194,2:419,3:278,4:97,5:47,6:40,7:12,8:7,9:10,10:5,11:2,12:2,13:1,14:1,15:3,16:1,17:2,20:1,25:1,40:1
nl	0:8699,1:1131,2:543,3:236,4:101,5:50,6:36,7:19,8:10,9:6,10:5,11:2,12:3,13:2,14:1,15:1,16:2,17:2,22:1,37:1,42:1
bn	0:2106,1:6142,2:924,3:161,4:27,5:9,6:2,7:1,10:1,11:1,17:1
art	0:33,1:3153,2:1538,3:1718,4:911,5:559,6:339,7:187,8:130,9:93,10:64,11:44,12:56,13:26,14:23,15:10,16:9,17:5,18:3,19:4,20:15,21:5,22:15,23:39,24:10,25:3,26:6,27:2,28:3,29:4,30:5,31:1,32:2,33:6,34:1,36:1,37:3,38:1,39:3,42:3,43:1,44:2,45:1,46:1,47:1,48:3,52:2,53:1,63:3,65:5,66:1,69:2,70:1,84:2,104:1,118:1,119:1,121:2,122:1,125:2,126:1,138:1,140:3
et	0:5376,1:1226,2:623,3:317,4:162,5:82,6:387,7:25,8:12,9:10,10:3,11:3,12:3,13:3,14:1,16:2,17:2,18:1,19:2,24:2,25:2,45:1,54:1
qht	0:6156
qst	0:5120,1:475,2:28,3:2
ht	0:4054,1:701,2:363,3:203,4:114,5:52,6:56,7:17,8:14,9:8,10:6,11:2,13:3,14:1,15:2,16:1,17:2,18:1,20:2,24:1,25:3,26:1
uk	0:3616,1:585,2:177,3:104,4:57,5:19,6:11,7:9,8:3,11:1,19:1,37:10,55:1
sv	0:3639,1:585,2:162,3:78,4:34,5:8,6:11,7:3,8:4,9:13,10:1,11:1,12:1,13:1,14:1,15:2,17:1,18:1,52:1
vi	0:3038,1:566,2:391,3:172,4:157,5:32,6:78,7:6,8:4,9:13,10:4,11:3,12:1,13:2,14:4,15:4,16:3,17:6,19:1,20:3,21:1,22:7,24:3,26:3,28:2,30:2,34:1,36:1,37:1,40:3,84:1
ta	0:3195,1:482,2:328,3:250,4:91,5:44,6:38,7:14,8:8,9:13,10:7,11:1,12:3,13:1,15:1,21:2
el	0:3576,1:330,2:154,3:73,4:38,5:21,6:19,7:11,8:9,9:5,11:3,12:1,13:1,15:2,18:1,23:1,56:1
iw	0:2794,1:170,2:39,3:40,4:9,5:4,6:3,7:1,10:3,11:1,12:1,13:1,25:1,67:1
cs	0:2151,1:372,2:130,3:79,4:37,5:15,6:180,7:8,8:4,9:1,10:1,12:1,18:1,23:1,24:2
fi	0:2269,1:308,2:138,3:79,4:25,5:16,6:5,7:5,9:9,10:3,11:1,12:1,13:2,14:1,17:1,117:1
da	0:1801,1:255,2:153,3:48,4:27,5:8,6:41,7:3,8:4,10:2,11:1,16:1,17:1,18:1,25:2
gu	0:1617,1:221,2:94,3:17,4:8,5:4,6:4,7:1,8:1,12:1,17:1
ro	0:1389,1:240,2:87,3:65,4:28,5:13,6:18,7:5,8:5,9:4,10:3,11:1,14:3,15:2,18:1,25:1,34:1,42:2
eu	0:1387,1:233,2:138,3:44,4:26,5:8,6:7,7:3,8:3,9:5,10:1,12:1,18:1,29:1
no	0:1422,1:211,2:60,3:38,4:19,5:16,6:10,7:18,8:5,9:1,10:1,11:1,14:1,56:1,70:1,84:1
cy	0:1291,1:233,2:136,3:72,4:22,5:17,6:7,7:7,8:2,9:1,10:2,11:1,15:1,20:1,44:1
te	0:1339,1:104,2:102,3:82,4:27,5:7,6:10,7:1,9:2,11:1,12:1,13:1,16:1
hu	0:1135,1:195,2:105,3:76,4:31,5:15,6:23,7:3,8:5,10:2,12:1,15:1,16:4
lt	0:885,1:185,2:65,3:34,4:17,5:5,6:23,7:3,9:1,10:1,11:1,14:1,17:1,19:1,21:1,35:1,40:1
mr	0:886,1:96,2:54,3:100,4:30,5:9,6:6,7:5,8:3,9:3,10:3,11:1,12:9,14:1,16:1
or	0:1038,1:44,2:16,3:11,4:2,5:2,6:2,11:1,12:1,19:1
sl	0:825,1:116,2:63,3:27,4:12,5:3,6:5,7:2,9:1,10:2,11:2,19:1,20:1,29:1
lv	0:798,1:114,2:51,3:17,4:6,5:8,6:5,7:2,9:1,23:1,36:1,39:1,41:1
am	0:655,1:91,2:31,3:31,4:14,5:11,6:7,7:7,8:7,10:1,12:1,15:1
ne	0:529,1:113,2:70,3:52,4:17,5:8,6:2,7:1,8:7,9:1,10:1,11:1
is	0:520,1:104,2:55,3:46,4:12,5:3,6:3,7:1,9:3
sr	0:489,1:50,2:17,3:17,4:3,5:4,6:3,7:1,8:1,9:4,22:1
my	0:378,1:94,2:31,3:47,4:7,5:9,6:19,7:1,8:2,24:1
ps	0:465,1:58,2:22,3:5,4:7,5:1,7:1,8:1,9:1,11:1
kn	0:394,1:58,2:26,3:14,4:12,5:4,6:4,7:2,14:4
ml	0:228,1:62,2:29,3:15,4:5,5:3,6:1,10:1,41:1
bg	0:240,1:44,2:21,3:4,4:7,5:4,6:4,8:1
pa	0:194,1:24,2:16,3:4,4:1,5:2,6:1
ckb	0:95,1:24,2:22,3:6,4:2,5:3,6:1,21:1
km	0:98,1:10,2:10,3:9,4:8,5:1,6:4
dv	0:123,1:3,2:2,3:1
lo	0:93,1:8,2:5,3:2,4:1,5:1
sd	0:69,1:7,2:8,3:1,4:2,6:1,10:1,24:1
si	0:42,1:24,2:15,3:4,4:3,6:1
ka	0:58,1:3,2:1,4:3
hy	0:44,1:4,2:1
qct	0:3
ug	0:2
