Day	Hour	Count	Coverage%
2022-09-06	00	142046	100.0
2022-09-06	01	146149	100.0
2022-09-06	02	146581	100.0
2022-09-06	03	152281	100.0
2022-09-06	04	132760	100.0
2022-09-06	05	126154	100.0
2022-09-06	06	125292	100.0
2022-09-06	07	129495	100.0
2022-09-06	08	138877	100.0
2022-09-06	09	155905	100.0
2022-09-06	10	171102	100.0
2022-09-06	11	192656	100.0
2022-09-06	12	213249	100.0
2022-09-06	13	221708	100.0
2022-09-06	14	218436	100.0
2022-09-06	15	221564	100.0
2022-09-06	16	196535	100.0
2022-09-06	17	176602	100.0
2022-09-06	18	167696	100.0
2022-09-06	19	159362	100.0
2022-09-06	20	155358	100.0
2022-09-06	21	150395	100.0
2022-09-06	22	151636	100.0
2022-09-06	23	147805	100.0
