Emoji	Count
🔹	367928
😭	130420
😂	120470
✨	87056
♦️	75921
🤣	74990
🔥	67933
❤️	55324
✅	48242
🚀	40856
🎁	37193
😍	31357
🥺	28820
🙏	28577
🥰	25255
‼️	24712
💦	24327
🎉	23346
🥹	21906
💕	21627
👇	19969
💙	18800
😊	18460
🌟	18380
🤍	17482
👍	16003
👏	15146
❤	14345
💜	14092
👀	13572
❗	13536
😈	13254
😅	13024
☺️	12988
🚨	12244
💗	12082
💚	11749
🖤	11628
🤔	11540
🥲	11483
😆	11317
♥️	11220
👉	11199
😘	11180
💖	11117
🤭	11006
😁	10793
📌	10654
💛	10152
💰	9814
🤤	9769
🌹	9766
🥳	9689
😋	9683
💥	9441
🔴	9250
😳	9205
🥵	8868
🫶🏻	8488
1️⃣	8420
⭐	8364
⚡	8336
😎	8286
🏆	8082
📍	7985
🤩	7975
😉	7973
💀	7770
🟩	7572
🍀	7529
🌸	7283
💪	7205
2️⃣	7163
💯	7018
🎶	6800
💔	6667
🎥	6618
🙌	6602
👑	6585
❣️	6563
📢	6468
🫶	6453
🔔	6446
😔	6440
❤️‍🔥	6406
😌	6310
🫠	6293
🎊	6266
🙄	6253
🤗	6238
📸	6195
😇	6191
🤡	6147
⬇️	6145
💓	6139
🔗	6127
💞	6063
💫	6024
☀️	6011
⏰	6002
💋	5939
💎	5821
😱	5750
🍆	5747
😢	5709
😩	5704
🍑	5665
😏	5664
🇧🇷	5623
🎯	5617
⚠️	5612
🧡	5489
1⃣	5455
😡	4895
🙏🏻	4797
🌈	4769
‼	4755
🐰	4700
➡️	4429
😄	4377
👌	4376
☕	4292
🐶	4170
🔽	4151
😃	4133
😀	4128
♻️	4110
🔵	4011
🎀	3943
🤝	3873
📣	3858
💆🏻‍♂️	3853
✌️	3847
2⃣	3828
🎂	3820
😜	3816
🍌	3787
🐷	3785
💐	3711
⬜	3673
🧓	3663
📺	3626
🙂	3617
❌	3614
🙈	3579
⚽	3573
👅	3553
♥	3536
▶️	3524
🐱	3515
💸	3502
🦋	3498
❓	3494
🤪	3453
🚩	3448
🫣	3435
🌻	3264
⁉️	3119
💘	3078
🔻	3067
🤮	3021
💢	3005
🌺	2952
⬛	2911
🕊	2903
👏🏻	2872
⚫	2839
🇺🇸	2838
👇🏻	2821
✔️	2806
🙃	2768
🌙	2753
🌷	2744
💌	2742
🙇‍♀️	2720
🟨	2678
🤯	2671
🎵	2651
🌿	2635
🔁	2610
❕	2601
😵‍💫	2585
👋	2581
🫡	2574
▶	2560
🍁	2556
☑️	2555
🔞	2535
🌼	2518
▪️	2516
🙇‍♂️	2479
🥴	2478
🎈	2468
👍🏻	2454
💭	2442
🗣	2428
🌚	2397
🤨	2359
🐻	2353
😹	2346
🌱	2319
⚪	2313
🦊	2304
😝	2274
👊	2274
📱	2270
👈	2265
🦄	2246
🌞	2245
🌊	2234
😮‍💨	2220
😬	2204
🎬	2165
💨	2158
🍒	2151
🤬	2147
📲	2126
😒	2118
😻	2112
🍎	2094
⚜️	2085
😫	2081
😞	2078
😤	2064
❣	2043
🤲	2032
🎤	2024
🇹🇷	2019
㊗️	2019
3⃣	2000
🔸	1994
👉🏻	1968
🟢	1967
😴	1957
🐾	1956
❤️‍🩹	1951
🧸	1940
🥇	1938
🌕	1933
🍇	1927
📈	1926
☀	1922
🍓	1908
⭕	1874
💵	1841
🧐	1814
💩	1803
🍃	1794
🫧	1792
☺	1760
😚	1749
🇻🇪	1733
3️⃣	1728
🤫	1725
🫶🏼	1721
✊	1716
🤧	1704
🔺	1704
✔	1699
🔄	1690
🧵	1683
📷	1676
💬	1658
🐯	1639
✈️	1628
🎧	1608
🥂	1602
⤵️	1592
😛	1586
✌	1574
💧	1561
🙌🏻	1547
💝	1542
👁	1536
🟥	1531
🐹	1523
🕯	1507
🇸🇦	1501
🔍	1497
🤑	1486
🫂	1479
☹️	1465
🍂	1450
🙏🏼	1440
😵	1439
☁️	1439
📽	1431
💃	1428
🤢	1414
🐈	1414
🌝	1409
🇪🇹	1402
💡	1395
🙇	1385
🗣️	1381
😥	1376
▫️	1368
😣	1362
🤦‍♀️	1356
☠️	1343
🦁	1332
✍️	1327
🥱	1320
💤	1308
😓	1307
😐	1305
🎮	1305
🅿️	1303
☑	1300
🧿	1299
🤎	1298
📽️	1296
🐥	1288
👻	1287
🌴	1286
😪	1271
⚔️	1267
☝️	1256
📝	1254
👹	1252
😑	1233
🖕	1231
⏳	1230
🍻	1228
🥶	1224
✋	1214
🟦	1212
💪🏻	1209
🌀	1200
🌳	1196
📩	1191
🟧	1188
➖	1188
🥀	1176
🍊	1175
🇨🇱	1154
🗓	1143
🤏🏻	1141
🔮	1136
🛒	1134
🤞	1124
🇵🇰	1124
🙏🏽	1119
🤟	1118
🍾	1114
👏🏼	1111
🍺	1109
😲	1107
😠	1105
📚	1098
🇺🇦	1086
🎟️	1079
🐐	1069
🤙	1067
💻	1067
😖	1066
🉐	1056
➕	1055
🐺	1054
☔	1052
🐣	1048
0️⃣	1047
🤦‍♂️	1035
😽	1034
🔳	1029
🤓	1027
0⃣	1026
📮	1024
🌐	1019
🎡	1017
🆘	1010
🤦	999
🐨	998
👎	996
📅	993
❄️	992
🙏🏾	985
🐍	985
👤	984
💉	979
🇯🇵	978
🌍	974
🐸	973
🔊	968
👇🏼	967
🛑	964
👆	963
🎃	960
🦅	958
🆚	958
😰	955
✌🏻	955
🏠	950
🫢	949
🙊	945
🐟	943
🪄	939
🎙	938
🍼	937
👌🏻	934
🌎	934
😿	932
📹	932
🍴	927
⚾	926
🇫🇷	923
🍜	919
🫰	917
🕺	917
✖️	916
🫶🏽	915
🚗	913
🔰	912
🐈‍⬛	905
🎨	899
🙆‍♀️	897
🍰	894
🟡	888
🐳	885
🤘	880
🙋‍♀️	877
〰️	875
💟	869
🍫	865
🎸	864
🇬🇧	862
🐔	857
🇮🇳	853
🤦🏻‍♀️	851
🌾	833
🍠	831
🆕	829
🇩🇪	821
🤌	820
😨	820
🍔	818
🇷🇺	817
🤲🏻	810
🙋🏻‍♂️	809
📻	806
👄	798
🐴	797
🔝	796
🤷‍♂️	790
🍋	789
🥁	786
☘️	785
©	778
💣	774
🏨	774
😮	771
🍨	769
🐝	767
🥦	757
🌲	751
😕	750
🍯	747
🙌🏼	746
🔫	742
🕯️	740
💍	738
🍄	737
🙋‍♂️	735
🕊️	735
♠️	735
👍🏼	734
🐿	728
🔃	727
🪐	723
⚠	717
🍉	716
🥛	713
🍵	713
➡	709
☎️	707
🌰	695
🍿	691
😗	690
🍭	689
🥒	684
🤠	683
😙	683
😷	682
🙇🏻‍♀️	677
😼	676
🐕	671
📰	664
🍷	663
🍖	663
👾	662
®	661
🤦🏻‍♂️	659
👽	659
💿	656
🇦🇷	656
🐇	654
🦖	648
🐼	648
🤖	647
🦇	645
👥	645
🏅	644
🐑	640
🎟	639
🔱	636
💠	632
😸	631
🎙️	625
🍈	625
㊗	625
⏩	624
👼	618
✊🏻	617
🎆	614
🆗	613
🔪	612
🌵	612
🛐	611
🐧	611
😶	609
🎫	609
⌛	609
👇🏽	608
🫖	604
🗳	603
🪂	600
📞	600
📊	599
💅	598
🇪🇷	593
👿	592
👕	591
🗓️	585
🍙	584
⬆️	581
⬅️	577
🔶	576
🌶	576
🐢	574
🍩	574
💮	571
🇮🇹	571
👏🏽	564
🇲🇽	561
🫦	560
🩸	558
🌏	558
🍞	556
🌃	554
🆔	554
🤏	552
🤌🏻	551
🧠	549
🐙	546
5️⃣	545
🫵🏻	542
🚪	542
🐉	538
♨️	533
4️⃣	533
🍗	531
🦈	530
🚫	528
😺	527
🍬	527
👊🏻	525
👁️	523
🆙	523
📖	522
❔	522
⛔	522
™	522
⤵	521
🍅	519
™️	516
🙉	515
📦	514
🐬	512
🇪🇸	512
🎞	508
✉️	508
🫰🏻	507
🇨🇦	507
🍚	505
🍮	502
👏🏾	500
🏷	499
🦍	498
🤷🏻‍♂️	498
🟠	497
🍐	497
🇰🇷	497
💳	496
🫶🏾	495
💊	495
🥔	494
🏴‍☠️	494
🙆‍♂️	493
🥚	490
🙋	488
🗡️	488
🐋	488
⬇	487
🔎	486
💪🏼	486
👇🏾	482
⚒️	481
☄️	479
👈🏻	478
🔷	477
🏡	474
🤷‍♀️	473
💄	473
🦩	468
🌅	468
🙁	467
🏁	467
🐦	466
🗿	465
🍣	462
◾	461
🎴	458
🥈	457
🦦	456
🏀	454
🍦	454
😯	453
🌽	453
🏃	452
🎼	451
🦌	448
⚖️	448
❇️	446
🏃‍♀️	445
▪	445
💼	444
🎇	444
🐆	443
📆	442
🔆	440
👶	435
📘	432
👋🏻	431
🏹	431
◽	431
📕	429
📎	429
📥	426
☁	426
😾	425
🐮	424
🎋	424
🍟	422
🤐	421
🚬	419
🥞	418
🅰️	417
🌠	416
🙌🏽	413
🔒	413
🍪	413
🤷🏻‍♀️	412
🔜	412
5⃣	412
👙	411
6️⃣	411
🥩	410
🦑	408
🤙🏻	408
🚢	408
🐻‍❄️	407
📉	406
✍🏻	406
⁉	406
➰	405
🥕	404
🛸	404
🏷️	404
🏖	404
🫵	403
🌪	403
☝	402
👣	400
⤴	400
7️⃣	400
👧	399
🌔	399
😟	398
💲	394
🏃‍♂️	393
🫀	392
👉🏼	392
🎰	392
🏝	391
🍹	388
🦉	386
💹	386
👟	386
🚚	385
🙌🏾	385
🐒	384
🌌	384
⌚	384
🎄	380
🦀	379
🍏	377
✴️	376
🥜	375
🏰	375
🏈	375
🥐	372
✈	372
🤷	370
🎗	370
🐏	369
🎩	368
🍡	368
⤴️	368
🧧	366
🏳️‍🌈	364
👶🏻	361
⏬	361
🎲	360
🌧	360
🙏🏿	358
👠	356
🇹🇭	356
🙋🏻‍♀️	355
🌛	355
✏️	354
🚶	353
🖐️	353
⛩	353
🗝	352
🔚	352
🙀	350
🌤	350
⚓	350
♀	348
🇨🇺	347
🌄	345
🤟🏻	341
🥷	340
🕒	340
👓	340
🔐	338
🥸	337
🏟	335
🇨🇳	335
🦐	334
🥥	334
🤘🏻	332
🤝🏻	330
🐀	330
🎑	328
🇪🇺	327
⛅	327
⚔	327
🖇️	325
🖇	325
💪🏾	324
🚙	323
🐵	322
🌑	322
🧁	321
💪🏽	321
🐤	321
🧀	318
🟣	318
🧼	317
🤕	315
©️	315
4⃣	315
🍳	313
🍍	313
🌓	313
🐽	311
🥉	308
🥊	307
🤥	307
🐚	307
✖	307
♂	307
🥭	306
🐎	306
👺	305
🥝	303
🥤	302
🤦🏾‍♂️	302
🔑	302
◼	302
🫥	300
🎭	299
🪷	297
🥨	296
🛌	296
🥗	294
⏱	294
🧢	290
🦎	290
🤞🏻	290
🗯️	290
🇺🇲	289
🇮🇩	289
🏐	287
🙆🏻‍♀️	286
☝🏻	285
🍲	283
🍧	283
🥃	281
🧚‍♀️	280
💴	280
🌶️	280
🍕	279
🥓	275
🧨	274
🐊	274
💃🏻	273
9️⃣	273
👸	272
👦	272
🙆	271
🃏	271
🤳	270
😧	269
😶‍🌫️	268
🛁	267
🐭	267
🇨🇴	267
🧃	265
🖐	265
🐲	265
🇳🇬	265
👍🏽	263
✴	262
📡	261
❎	261
✍	260
🤚	258
👌🏼	257
🤜	256
🫤	255
🐘	255
👉🏽	254
🛝	252
👇🏿	252
⛓	252
✉	251
🐓	250
🏟️	250
🏉	250
🧊	249
🎹	249
🎖	249
🥟	248
💅🏻	247
👮🏼‍♂️	247
❄	247
ℹ️	247
🚌	246
☂️	246
🧪	245
🚣‍♀️	245
👗	242
🎻	242
✋🏻	242
🐩	241
🧹	240
🤛	240
🍛	239
⛰	239
🤒	238
🇵🇸	238
🚮	237
📄	237
👊🏼	237
🤷🏾‍♂️	236
🏴󠁧󠁢󠁥󠁮󠁧󠁿	236
🏇	236
🇳🇴	236
🇬🇷	236
🇦🇺	236
🤌🏼	235
🛍	235
🗳️	235
