Language	Count
en	0:952729,1:167069,2:81349,3:41668,4:23364,5:10384,6:10631,7:4416,8:2594,9:2068,10:1207,11:698,12:514,13:351,14:274,15:268,16:222,17:142,18:156,19:83,20:189,21:67,22:54,23:32,24:27,25:113,26:34,27:131,28:21,29:13,30:49,31:13,32:30,33:11,34:13,35:8,36:13,37:15,38:2,39:3,40:15,41:3,42:7,43:1,44:5,45:2,47:2,48:2,49:7,50:8,51:7,52:2,53:2,54:3,55:2,56:2,58:2,59:1,60:2,61:1,64:1,65:2,66:1,68:3,69:1,70:13,72:1,73:2,75:1,76:1,81:2,82:1,84:6,89:1,90:3,91:1,96:1,100:4,109:1,110:2,124:1,125:1,128:1,132:1,135:1
ja	0:454286,1:82185,2:46301,3:30387,4:19732,5:13850,6:9414,7:6096,8:3681,9:3084,10:4730,11:1016,12:732,13:447,14:371,15:306,16:244,17:251,18:401,19:70,20:101,21:108,22:230,23:87,24:69,25:36,26:47,27:24,28:29,29:25,30:28,31:11,32:12,33:12,34:8,35:17,36:10,37:15,38:4,39:2,40:10,41:1,42:8,43:4,44:2,45:7,46:1,47:4,48:1,49:2,50:12,51:2,52:6,53:4,54:1,56:2,57:2,58:1,59:1,60:3,61:1,64:1,67:2,69:1,70:10,71:1,72:1,76:1,78:1,80:2,84:1,85:1,86:15,87:1,96:1,98:1,105:1,109:1,119:1,122:1,129:1,132:1,137:1
ar	0:110731,1:22295,2:11987,3:5674,4:8991,5:2586,6:21974,7:5355,8:4901,9:10205,10:33002,11:652,12:210,13:268,14:4380,15:264,16:19879,17:584,18:1849,19:2060,20:4014,21:4652,22:4349,23:2831,24:45901,25:3289,26:1926,27:1258,28:783,29:460,30:280,31:113,32:29,33:3,34:3,35:6,36:3,37:5,38:4,39:4,40:6,42:3,43:6,44:3,45:4,46:4,47:2,49:2,50:2,52:2,53:2,54:2,55:3,56:2,57:5,58:1,59:1,60:1,61:1,64:3,65:1,66:1,67:1,68:1,70:1,72:2,76:1,77:2,78:6,79:1,81:3,82:1,83:1,87:1,88:3,95:2,96:3,99:2,104:2,106:1,108:1,111:1,112:1,113:2,117:1,118:1,121:1,123:1,124:1,125:1,132:1,137:2
und	0:54611,1:29988,2:34289,3:13176,4:9362,5:3421,6:19826,7:4751,8:14291,9:4655,10:53229,11:341,12:291,13:292,14:19660,15:197,16:15704,17:240,18:1394,19:3471,20:6795,21:7942,22:7098,23:4142,24:3609,25:2278,26:2590,27:2492,28:2029,29:1336,30:703,31:242,32:69,33:10,34:6,35:15,36:24,37:2,38:4,39:11,40:10,41:4,42:12,43:3,44:4,45:4,46:5,47:2,48:9,49:6,50:1,51:1,52:4,53:5,54:2,55:1,56:3,57:5,59:5,60:3,62:1,63:6,64:7,65:7,66:2,67:3,68:2,69:1,70:3,71:4,72:8,73:3,74:3,75:3,76:4,77:3,78:6,79:2,80:1,81:1,82:4,83:1,84:2,86:4,87:1,88:4,89:1,90:1,91:2,93:1,94:2,97:2,99:2,101:1,103:5,104:5,105:2,107:2,108:1,110:1,111:1,112:2,116:3,117:2,118:1,121:1,123:3,124:1,125:1,126:1,127:1,128:1,130:7,131:1,133:2,136:4,137:4,138:2,139:5,140:19
es	0:220874,1:33235,2:14703,3:8307,4:3825,5:2258,6:1320,7:891,8:514,9:328,10:217,11:147,12:118,13:98,14:71,15:94,16:78,17:35,18:32,19:29,20:75,21:27,22:38,23:6,24:10,25:22,26:9,27:5,28:6,29:2,30:5,31:4,32:3,33:2,35:3,36:5,37:2,38:3,39:2,40:1,41:1,42:1,43:1,45:1,51:1,54:1,56:1,57:1,62:2,66:1,67:1,70:1,71:4,73:1,75:1,81:1,88:1,93:1,99:1
pt	0:192043,1:20173,2:8015,3:4298,4:2144,5:1155,6:653,7:333,8:264,9:182,10:201,11:86,12:73,13:30,14:65,15:27,16:29,17:18,18:12,19:15,20:6,21:7,22:14,23:7,24:4,25:6,26:14,27:2,28:3,29:2,30:1,31:7,32:2,33:3,36:1,38:2,39:1,40:1,41:1,43:2,45:1,47:1,48:2,51:1,54:1,58:1,59:1,60:2,109:1,116:1,127:1,128:1
th	0:153198,1:24172,2:14459,3:7996,4:4156,5:2399,6:1622,7:868,8:501,9:295,10:198,11:168,12:116,13:118,14:88,15:105,16:33,17:30,18:12,19:16,20:7,21:1,22:7,23:1,24:9,25:14,26:2,27:50,28:2,29:8,30:1,31:9,33:11,34:2,40:1,42:1,47:1,51:1
tr	0:186046,1:9820,2:7137,3:2425,4:1372,5:602,6:439,7:170,8:150,9:77,10:42,11:34,12:51,13:32,14:25,15:14,16:16,17:5,18:15,19:5,20:3,21:5,22:1,23:3,24:7,25:5,26:1,27:1,28:2,29:4,30:2,32:2,33:1,38:1,40:1,52:2,53:1,57:1,81:2
ko	0:104360,1:13615,2:7839,3:4396,4:2605,5:1568,6:776,7:385,8:232,9:110,10:68,11:42,12:42,13:32,14:21,15:12,16:21,17:3,18:4,19:6,20:4,21:10,22:4,23:3,24:1,25:1,26:3,27:2,28:4,30:1,31:2,32:1,34:1,36:1,37:3,38:1,39:1,45:1,56:1,64:1,66:1
fa	0:117713,1:6611,2:2530,3:912,4:322,5:148,6:129,7:37,8:35,9:13,10:19,11:8,12:1,13:81,14:15,15:6,16:3,17:51,18:9,19:1,20:3,21:8,22:1,23:3,24:47,25:1,27:55,29:1,35:1,36:3,48:1
in	0:76419,1:16606,2:7241,3:3738,4:1761,5:897,6:563,7:299,8:134,9:80,10:75,11:34,12:34,13:23,14:18,15:7,16:14,17:6,18:7,19:7,20:5,21:2,22:3,23:1,24:2,27:1,31:1,33:1,34:1,36:1,39:1,40:1,46:1,49:1,54:1,56:1,66:1,70:1,96:1
zxx	0:102291,1:7,2:12,3:2,4:5,6:1,8:1,14:1,16:1
qme	0:75308,1:8,2:2,3:3,4:2,5:1
fr	0:47522,1:7422,2:3672,3:1593,4:865,5:394,6:191,7:124,8:104,9:72,10:42,11:18,12:19,13:7,14:10,15:4,16:4,17:3,18:5,20:5,21:1,22:1,24:2,25:1,26:2,27:3,28:8,30:6,31:1,39:1,42:2,47:1,53:1,55:1,60:1,72:1,119:1
hi	0:32108,1:3908,2:2424,3:1042,4:604,5:271,6:228,7:98,8:97,9:62,10:48,11:27,12:27,13:14,14:17,15:14,16:15,17:13,18:10,19:3,20:3,21:9,22:6,23:1,24:3,25:1,30:2,31:1,32:6,33:4,44:1,52:1,63:1,76:5
tl	0:22051,1:4738,2:2395,3:1331,4:544,5:263,6:151,7:65,8:47,9:25,10:25,11:20,12:15,13:5,14:4,15:6,16:2,17:3,19:2,20:1,22:3,23:1,24:2,25:1,28:1,30:1,40:1,46:1,67:1
