Emoji	Count
🌀	754390
🔹	199421
🔰	182082
❄️	179606
😭	150931
🕥	144180
➖	138549
🔥	133738
😂	113423
✨	88974
🤣	73766
❤️	61699
🔟	60697
✅	49525
👶	40417
🎁	39170
😍	33738
🙏	31899
🥺	31595
💺	31454
🎉	29317
🥰	28309
🥹	26751
‼️	25694
💦	24438
💕	24416
🤍	22932
🌟	22607
💙	22384
😊	20286
👇	19232
💚	18138
👏	18094
❤	17667
💜	17509
👍	17054
💗	14796
💖	14454
☺️	14037
🔴	13936
🖤	13799
📍	13769
😅	13007
♥️	12971
🇧🇷	12900
👀	12747
🎃	12736
😈	12452
😆	12425
💛	12148
🚨	12127
👉	11855
💰	11696
🏆	11659
😘	11390
💥	11386
📌	11312
❗	11010
😁	10810
🥲	10398
🌹	10391
🤔	10272
🥳	10160
⭐	10097
⚡	9961
🫶🏻	9709
😳	9651
🚀	9323
💔	9159
🤭	9056
🤤	9039
💪	9013
🤩	8964
🧿	8939
🌸	8932
🎶	8907
🥵	8800
🍀	8680
💓	8499
😎	8383
🎊	8277
💯	7997
💫	7754
❤️‍🔥	7743
💞	7703
🫶	7628
😋	7517
🎥	7516
😉	7327
💀	7265
❣️	7216
👑	7200
🔔	6967
🎯	6811
🇹🇷	6774
📸	6762
😌	6759
2️⃣	6715
🤗	6684
📢	6671
💎	6636
⚠️	6592
🎂	6564
🙌	6543
🍆	6542
🔗	6531
💋	6439
🟩	6384
✌️	6372
🍁	6295
🐰	6211
🧡	6209
😔	6121
☀️	6109
1⃣	6106
🌈	6096
😇	6091
🎀	6029
⬇️	5915
📺	5907
💐	5893
🙏🏻	5862
🍑	5814
💆🏻‍♂️	5788
➡️	5760
😩	5741
🫠	5721
🍊	5556
🔵	5519
⏰	5484
😢	5403
‼	5392
1️⃣	5384
🙄	5348
🤡	5299
😏	5267
🐶	5205
👌	5177
📲	5176
😄	5157
😱	5144
👻	5130
☕	5075
🌷	5026
⬜	4949
😡	4924
📣	4917
🐱	4830
🌻	4763
♻	4756
🎵	4700
💘	4699
♻️	4619
💸	4557
🍂	4500
⚽	4462
🎈	4398
🚩	4317
❌	4311
💌	4280
👅	4238
🌺	4228
2⃣	4187
🌱	4182
♥	4140
😃	4132
💨	4081
🐷	3999
🤝	3951
👊	3885
🐯	3880
📱	3874
💵	3832
🌙	3776
🦋	3722
🙈	3686
😜	3678
🌿	3678
🔞	3648
😀	3643
▶	3628
🫣	3615
🌼	3612
🔁	3552
👇🏻	3471
🤪	3469
💢	3460
🌊	3420
🙂	3419
👈	3401
👏🏻	3362
⚪	3354
🔻	3345
❕	3336
💭	3282
🍓	3280
🎬	3257
🤮	3212
🇺🇸	3202
👋	3200
🫡	3191
🐈	3166
🇳🇬	3154
🌕	3150
🔮	3123
💬	3118
🌞	3096
🍻	3095
🐾	3080
💧	3079
🔄	3073
🐻	3008
▶️	3007
🔸	3006
🥴	2996
✊	2992
💃	2979
🍌	2978
💝	2974
🐥	2954
🎤	2954
🐹	2949
🍒	2921
⁉️	2917
📷	2907
🥇	2814
🔺	2811
🙇‍♂️	2798
📝	2779
👍🏻	2779
⚫	2759
🎫	2751
🍃	2745
🙇‍♀️	2739
🐺	2739
🤯	2736
🇪🇹	2724
🔳	2723
📈	2709
❓	2705
😫	2698
🟨	2670
🍺	2655
💩	2653
📘	2629
🍬	2612
🍭	2609
🌴	2557
⬛	2544
✔️	2496
🐍	2481
😻	2429
🍎	2426
🐐	2421
🎧	2367
💡	2363
▪️	2341
😝	2339
🏀	2333
💟	2325
🤲	2317
✌🏻	2316
💤	2303
🐟	2300
🙃	2298
🎮	2285
🦊	2282
🤬	2282
🎨	2272
🕊	2269
🍫	2265
🌎	2262
🌚	2234
📞	2219
😹	2215
🐣	2179
3️⃣	2164
🍨	2157
👆	2154
☑️	2151
🟥	2148
🍇	2144
🎋	2142
📹	2140
💿	2128
🐉	2128
✈️	2127
😵‍💫	2123
🍼	2114
📚	2112
👹	2109
🫶🏼	2099
🍄	2098
🕊️	2090
💠	2085
😤	2069
🔊	2064
🐧	2055
💣	2052
💉	2049
👓	2049
🍰	2043
🐙	2042
🐸	2040
🐝	2038
😞	2023
🇺🇦	2018
🏈	2017
0️⃣	2012
😮‍💨	2011
📅	2009
🌃	2007
🐴	2003
🌲	1997
🤎	1995
⭕	1991
📊	1988
🌾	1986
㊗️	1976
🧸	1972
✔	1961
🍜	1960
😚	1955
🍠	1952
🌰	1952
🌍	1949
👤	1945
🎰	1942
😬	1941
🗿	1930
📩	1929
👎	1926
🌠	1914
🔃	1911
🌳	1909
🎸	1908
😒	1906
🎄	1904
👼	1890
☀	1890
🍏	1888
🎩	1887
🔪	1883
🔱	1872
📻	1860
3⃣	1859
✌	1858
🎆	1854
🐇	1852
🍡	1849
💍	1843
🤧	1842
🧐	1841
🦁	1837
🍮	1835
🍚	1834
🔲	1833
🥀	1829
💻	1812
🟡	1810
🐳	1809
🌐	1808
👄	1807
🔫	1802
🎼	1801
🌝	1787
🔍	1781
👽	1778
🤏🏻	1777
🐬	1773
🫧	1772
🟧	1768
👉🏻	1768
☺	1767
🍷	1764
🔒	1761
💅	1757
🐕	1753
🌅	1746
🔶	1744
🍯	1737
🗣	1729
📆	1724
🤫	1722
🔝	1722
🐤	1719
🕯	1718
🌏	1713
🐼	1708
🏠	1703
🙏🏼	1700
🇸🇦	1700
🙌🏻	1681
🐦	1676
📖	1674
🏁	1674
🏃	1671
👗	1669
💮	1667
😴	1654
🎇	1654
🍵	1652
👟	1651
🍩	1647
👿	1645
👾	1645
🤨	1641
📽	1640
🗓	1638
🍪	1634
📎	1622
👔	1621
📉	1618
🍉	1618
🗼	1609
👥	1609
🐀	1609
🫂	1599
📡	1599
🍅	1590
🍞	1588
🤑	1587
🔽	1586
🐔	1585
💊	1583
🍔	1575
🔆	1569
🔜	1563
🍋	1559
📮	1555
🐮	1554
🍴	1552
😛	1551
🔷	1548
👕	1545
🅿️	1545
🏰	1543
🐒	1542
🇻🇪	1542
🐑	1540
🐵	1539
👠	1537
📰	1531
🍕	1531
🐲	1528
🏡	1528
🙇	1526
🐽	1526
🥂	1523
📋	1522
🐢	1520
🎪	1519
👣	1512
🎲	1510
🍛	1508
🐘	1507
🎱	1507
💄	1500
🎓	1500
💴	1498
📗	1495
👙	1485
🍙	1482
🍹	1478
🐎	1474
🕐	1470
🏪	1470
🍥	1470
🍟	1468
👸	1466
❤️‍🩹	1465
💳	1463
🗣️	1462
🐠	1462
☹️	1458
📀	1457
🎹	1457
🌽	1457
🐭	1455
🎢	1455
