Emoji	Count
🔹	46028
😭	33597
🔥	25864
😂	23591
🌷	16094
🤣	14671
✨	12488
❤️	11348
✅	6112
😍	6078
🎁	5179
🙏	4951
🥺	4949
🥰	4669
‼️	4211
💦	4033
🥹	3742
🚨	3547
🎉	3452
💙	3393
💕	3330
👇	3208
🤍	3202
🌟	3198
😊	3146
❤	2844
👏	2738
💜	2681
👍	2633
👀	2605
😈	2477
😅	2389
💚	2280
♥️	2186
💖	2105
😘	2092
💗	2041
🤔	2023
☺️	2015
😁	1972
🥳	1971
💰	1946
📌	1888
🥲	1811
😆	1769
💛	1718
👉	1691
💥	1676
🖤	1665
🥵	1644
🤤	1634
❗	1583
😎	1581
🤭	1569
💀	1545
💔	1541
😳	1540
📍	1532
💯	1476
🫶🏻	1450
🤩	1449
📸	1422
⚡	1389
😉	1374
🌹	1367
⭐	1352
😋	1333
🏆	1326
💪	1325
🌸	1305
🔴	1260
🔔	1239
⬇️	1237
⚠️	1236
🎶	1216
🚀	1215
🤡	1208
😔	1197
🟩	1182
🙄	1179
❤️‍🔥	1173
🤗	1146
😏	1134
💓	1129
😌	1122
🫶	1083
😩	1080
🇧🇷	1061
🍀	1055
☀️	1047
💋	1032
💞	1022
🎥	1014
🙌	1013
😢	995
🦋	984
🧡	964
🍆	952
🫠	950
👑	946
❣️	933
🌕	926
🌝	920
💆🏻‍♂️	915
📢	909
🍑	902
😇	887
💫	887
🇹🇷	885
😱	883
💎	882
🙏🏻	870
1️⃣	868
➡️	854
👌	853
🎊	846
😄	825
🐋	810
⬜	810
🐰	803
1⃣	789
😃	767
🔗	767
✌️	764
🐷	757
😜	755
⏰	750
2️⃣	741
🌈	735
🤝	729
🙈	722
💸	715
😡	713
📱	712
🇺🇸	697
▪️	692
🔞	690
🤪	685
🎯	675
🤮	672
😀	671
🙂	670
🕯	665
🦄	661
👇🏻	653
🫣	651
🐶	648
🌻	646
🎂	645
♻️	644
☕	626
💐	604
📺	590
🔸	579
➿	579
👅	569
‼	569
📣	566
👈	562
🥴	547
👏🏻	536
🙃	529
🤯	528
⚪	521
🍁	515
😹	513
🎵	511
🌺	507
🌊	506
👋	505
💘	502
❌	502
🟢	501
⚽	495
♥	494
2⃣	492
