Value	Count
Twitter for Android	310808
Twitter for iPhone	248082
Twitter Web App	104214
Twitter for Mac	26688
Twitter for iPad	12025
twittbot.net	8059
Echofon  Android	4260
TweetDeck	3470
Cheap Bots, Done Quick!	1803
WordPress.com	1106
グランブルー ファンタジー	1100
Botbird tweets	910
Microsoft Power Platform	907
Twitter	834
BelugaCampaignSEA	788
Twittascope	702
dlvr.it	547
IFTTT	531
Instagram	436
Twitcom - Comunidades 	410
Hootsuite Inc.	372
fllwrs	323
Tweetbot for iΟS	272
 「モンストからツイート」	193
Buffer	189
Pattr	182
PlayStation®Network	172
QWVR	166
Arrow.	153
Sprout Social	146
Poshmark	140
Echoes Act2	139
feather for iOS  	132
Nintendo Switch Share	128
Twitter Media Studio	127
Shuttlerock - Bluebird	117
SocialDog for Twitter	107
今日のツイライフ	101
Twitter Web Client	98
TwitPane for Android	94
TwitCasting	94
Echofon	94
やさしい世界を目指すマシュマロちゃん	93
Radio.co now playing	82
OWNLY Admin	77
SocialFlow	75
MixChannel - ミクチャ	74
Peing	73
Tween	71
Sprinklr	71
Echobox	71
Mirrativ	70
Twitterrific for iOS	69
SocialNewsDesk	63
Tweets v2.1	62
TweetCaster for Android	57
Bozo Bot	56
Revive Social App	55
LinkedIn	55
Streamlabs Twitter	54
Cubi.so	51
ツイタマ for Android	50
AbemaTV	50
livedoor Blog	49
Zapier.com	49
Untappd	49
TweetDeck Web App	48
ツイタマ+ for Android	45
SocialPilot.co	45
Weathercloud	44
twitcle plus	43
TwitPanePlus	41
Tweetlogix	41
Radio King LiveTweet	41
Paper.li	41
CareerArc 2.0	41
Twitter for Advertisers	38
CORE ListingMachine	38
Airtime Pro	36
Typefully	34
Tumblr	34
Hypefury	34
HubSpot	34
The Social Jukebox	33
Tabtter Free	33
Plume for Android	33
Tweetbot for Mac	32
TestsForSearch	32
LaterMedia	32
iXamDrive	31
SAM Broadcaster Song Info	31
Rakuten Group, Inc.	31
Blog2Social APP	30
Twittt.com	29
Zendesk	28
SocialBee.io v2	28
fusetter	27
SocialRabbit Plugin	27
iembot	26
Loomly	26
Metricool	25
stafsmoketest	24
Foursquare	24
Camtsuku	24
Agorapulse app	24
ATELU for Twitter	24
Guud Campaigns	23
Twiit.com	22
Sprinklr Publishing	21
Janetter	21
Fenix 2	21
zabuu_site	20
on TheWorld	20
Twidere for Android	20
Sendible	20
Janetter for Android	20
BIGO LIVE	20
Talon Android	19
Salesforce - Social Studio	19
SHOWROOM-LIVE	19
Hotpepper	19
ContentStudio.io	19
Tweet Hunter Pro	18
Gauge Map UK Tweeter	18
Flamingo for Android	18
Zoho Social	17
Postcron App	17
Mailchimp	17
BotFrens.com	17
Weather Display Tweet	16
StreamElements	16
SAM Broadcaster Cloud	16
Hopscotch Social	16
Dynamic Tweets	16
jigtwi	15
Twitter Media Studio - LiveCut	15
SocialOomph	15
SocialChamp IO 	15
Publer.io	15
Periscope	15
Paradym Social	15
MateCha	15
Janetter iOS	15
ニコニコ ニコレポ連携	14
Twibbon	14
OneDirect Suite - P	14
Make (formerly Integromat)	14
Karabiner	14
Goodreads	14
Brandwatch	14
aaaaaaaaap	13
TheWorld iOS	13
TV Time, TV show tracker	13
Runway Vol	13
Meteobridge	13
Khoros CX	13
Canva	13
BoiteCampaignTool	13
Besocy_Oficial	13
はてな / Hatena	12
mLabs - Gestão de Redes Sociais	12
Twitt-RP	12
Tweet Suite	12
TheSecretJuniorDev	12
MyKCM	12
KuroTwi	12
Foursquare Swarm	12
宝石姫 Reincarnation	11
Unfollowspy	11
Tweecha Lite	11
True Anthem	11
Thryv	11
StockTwits Web	11
Spinitron Playlists	11
Pococha	11
Genesys Social Engagement.	11
