Language	Count
en	0:183550,1:31267,2:15963,3:7813,4:3984,5:1842,6:3575,7:751,8:727,9:323,10:251,11:102,12:127,13:44,14:68,15:50,16:32,17:30,18:16,19:10,20:38,21:12,22:12,23:4,24:50,25:20,26:7,27:9,28:6,29:1,30:14,31:4,33:2,34:1,35:1,36:3,38:2,40:1,42:1,43:4,46:2,49:1,51:1,53:1,55:1,60:1,61:1,63:1,69:1,71:1,75:5,78:1,79:1,96:1,99:1,103:1,104:1,121:1,123:1
ja	0:64126,1:11275,2:6212,3:4437,4:2729,5:1811,6:1255,7:720,8:617,9:368,10:237,11:163,12:117,13:116,14:54,15:49,16:28,17:45,18:59,19:10,20:20,21:9,22:30,23:8,24:4,25:4,26:8,27:5,28:4,30:6,31:4,32:6,33:1,35:1,36:2,37:1,39:2,40:3,42:1,45:3,50:2,53:1,65:1,68:1,69:2
es	0:52165,1:7571,2:3208,3:1883,4:878,5:485,6:281,7:138,8:112,9:93,10:61,11:43,12:33,13:22,14:15,15:7,16:6,17:4,18:8,19:8,20:3,21:7,22:5,23:2,24:2,25:3,26:2,28:2,30:1,31:1,32:1,34:1,35:1,37:1,38:1,40:2,43:1,44:1,46:1,52:1,55:1,100:1
tr	0:52073,1:2680,2:1208,3:523,4:358,5:133,6:114,7:41,8:40,9:16,10:14,11:11,12:7,13:14,14:1,15:2,16:3,17:5,18:2,19:1,20:1,21:1,22:1,26:1,29:2,33:1,35:1
pt	0:31485,1:3843,2:1564,3:770,4:417,5:186,6:142,7:81,8:45,9:22,10:55,11:18,12:14,13:7,14:15,15:6,16:20,17:4,18:2,19:4,21:2,22:2,26:13,31:1,32:2,36:14,43:2,48:1,56:1,71:1,76:1
ar	0:22858,1:4721,2:2915,3:1378,4:722,5:533,6:984,7:142,8:95,9:270,10:69,11:133,12:37,13:92,14:12,15:11,16:14,17:9,18:7,19:10,20:4,21:2,23:2,24:6,25:1,26:7,27:3,30:1,31:2,32:4,34:1,35:2,36:1,37:2,38:1,39:2,40:2,41:1,43:1,44:3,46:1,47:1,50:1,54:1,56:1,58:1,65:1,68:1,73:1,76:1,83:1,88:1,90:1,91:1,102:1,106:1,117:1,137:1
und	0:10246,1:5770,2:5383,3:2559,4:1216,5:626,6:2278,7:213,8:2671,9:109,10:85,11:63,12:932,13:32,14:18,15:16,16:12,17:6,18:9,19:6,20:6,21:5,22:6,23:5,24:12,25:2,26:3,27:3,28:5,29:2,31:2,32:1,33:1,34:1,35:2,36:1,37:1,38:1,39:1,40:1,42:2,43:1,45:1,47:1,48:4,50:1,51:2,52:5,54:1,58:1,61:1,62:1,64:2,65:2,73:2,77:2,79:1,80:1,81:1,85:1,99:2,100:1,108:2,117:1,119:1,121:82,126:1,130:2,134:1,136:2,137:1,139:3,140:3
th	0:16596,1:2682,2:1768,3:852,4:411,5:211,6:148,7:74,8:57,9:29,10:22,11:15,12:14,13:5,14:3,15:2,16:3,17:1,18:7,20:1,23:3,25:1,29:1,31:1,33:1,35:2,39:1
zxx	0:19800,1:1,2:6,3:6,4:1
ko	0:13123,1:2471,2:1111,3:463,4:229,5:124,6:96,7:61,8:26,9:22,10:6,11:4,12:3,13:1,14:2,16:2,17:1,18:2,23:1,28:1,38:1
in	0:9785,1:2327,2:814,3:523,4:223,5:126,6:92,7:26,8:20,9:16,10:7,11:6,12:23,13:3,14:2,15:2,16:1,17:1,18:2,20:1,58:1
qme	0:13840,2:1
fr	0:9867,1:1605,2:665,3:378,4:164,5:72,6:157,7:22,8:15,9:13,10:6,11:1,12:3,13:1,14:1,15:2,16:3,17:1,18:1,19:2,23:1,26:2,29:1
ur	0:3950,1:386,2:153,3:122,4:44,5:17,6:677,7:7,8:4,9:3,10:2,12:1
hi	0:3984,1:452,2:316,3:148,4:89,5:41,6:38,7:15,8:11,9:7,10:3,11:2,12:5,13:3,14:4,15:2,18:2,20:2,24:1,27:1,28:1,30:1
tl	0:3413,1:793,2:352,3:235,4:82,5:50,6:48,7:7,8:10,9:4,10:4,12:3,13:2,14:3,18:1,25:1,27:1,29:1,35:1,73:1
it	0:3691,1:410,2:155,3:111,4:57,5:17,6:19,7:5,8:7,9:6,10:4,11:2,12:1,13:2,16:2,21:1,22:1,31:1,32:1,82:1
zh	0:2992,1:610,2:253,3:184,4:74,5:31,6:27,7:30,8:9,9:13,10:3,11:2,13:2,14:1,15:1,18:1,36:1
de	0:3265,1:509,2:170,3:103,4:43,5:23,6:44,7:5,8:4,9:7,10:1,11:1,12:1,14:2,22:1
fa	0:2721,1:555,2:282,3:116,4:44,5:19,6:58,7:8,8:4,9:5,10:4,11:3,12:2,13:3,14:3,15:1,19:1,21:2,23:1,25:1,30:1,124:1
qam	0:3518
pl	0:2084,1:346,2:113,3:80,4:23,5:6,6:8,7:3,8:1,9:6,10:2,11:2,13:1,15:1,17:1,20:1
ru	0:1956,1:225,2:80,3:50,4:25,5:5,6:4,7:2,9:1,15:1,28:1
nl	0:1612,1:246,2:66,3:34,4:16,5:7,6:6,7:4,8:1,9:2,10:1,11:2
ca	0:931,1:121,2:200,3:25,4:16,5:8,6:355,7:5,8:237,9:2,11:2,13:1
art	0:6,1:591,2:333,3:379,4:195,5:134,6:71,7:47,8:29,9:21,10:15,11:12,12:8,13:5,14:2,15:4,16:1,19:2,21:3,22:1,23:2,24:1,25:1,26:3,27:1,28:2,29:1,31:1,34:1,36:2,37:1,121:1,130:2
bn	0:275,1:1041,2:203,3:24,4:4,5:3,9:1,20:1
et	0:947,1:187,2:132,3:59,4:26,5:15,6:83,7:4,8:4,11:2,12:1,16:1,22:1,28:1,32:1
qst	0:1292,1:93,2:13
qht	0:1329
ht	0:810,1:158,2:67,3:34,4:12,5:5,6:13,7:5,8:1,10:1,14:1
sv	0:762,1:90,2:36,3:21,4:3,5:1,6:4,7:1,10:1,12:1,17:1,25:1
el	0:740,1:50,2:31,3:21,4:5,5:6,6:3,7:1,8:2,16:1
uk	0:643,1:97,2:28,3:13,4:13,5:2,6:4,7:2
ta	0:575,1:62,2:46,3:34,4:11,5:7,6:4,8:1,9:2,10:2,11:1,16:1,25:1
vi	0:509,1:95,2:45,3:39,4:15,5:9,6:14,7:2,10:1,34:1,40:1
fi	0:435,1:50,2:23,3:8,4:8,5:1,6:2,7:1,12:2,37:1
cs	0:352,1:80,2:25,3:10,4:8,5:4,6:20,7:1,8:8,10:2,11:1,13:1,21:1
gu	0:392,1:42,2:18,3:3,4:1,5:2,6:1
eu	0:334,1:44,2:15,3:13,4:10,5:2,6:33,8:3,9:1,10:1,13:1,16:1
da	0:325,1:67,2:20,3:13,4:7,5:1,8:1,12:1
no	0:321,1:45,2:26,3:10,4:3,5:2,6:2,7:3,12:1,30:1
cy	0:289,1:54,2:30,3:10,4:3,5:4,6:6,8:1,10:1,15:1
iw	0:339,1:20,2:6,3:3,4:1,5:1,6:1
te	0:264,1:36,2:29,3:12,4:13,5:2,6:3,12:2
ro	0:224,1:37,2:24,3:30,4:3,5:1,6:2,7:2,8:2,9:1,10:2,14:1,17:3,26:1
hu	0:232,1:41,2:15,3:21,4:5,5:5,6:1,7:2,12:1,18:1
lt	0:231,1:37,2:22,3:10,4:3,5:1,6:3,9:1,12:1,22:1,40:1
am	0:145,1:32,2:6,3:3,4:3,5:3,6:5,8:2,9:2
lv	0:148,1:29,2:9,3:5,4:3,5:1
mr	0:141,1:16,2:16,3:9,4:3,5:1,6:4,9:1,11:1,12:1,14:1
sl	0:151,1:15,2:6,3:4,4:1,8:1,9:1,35:1
ne	0:113,1:19,2:8,3:4,4:2
is	0:110,1:10,2:13,3:4,4:1,11:1
sr	0:114,1:14,2:5,3:2,5:2,9:2
ps	0:108,1:18,2:6,3:4,14:1
kn	0:76,1:14,2:15,3:3,4:4,5:7,7:3
my	0:85,1:16,2:6,3:5,4:2
ml	0:33,1:10,2:3,3:6,5:1
bg	0:28,1:5,2:5,3:1,4:1,6:3
ckb	0:19,1:11,2:2,3:1,4:2
pa	0:27,1:2,2:3,4:1
or	0:16,1:1,2:2,3:2,4:2,14:1
dv	0:19,1:5
km	0:14,1:6,2:1,3:1,4:1
sd	0:12,1:1,2:3
hy	0:9,3:3
lo	0:10
si	0:3,1:2,2:2
ka	0:5
bo	0:1
