Emoji	Count
😭	129313
😂	111286
✨	82896
🔥	80411
🤣	67714
✅	52294
❤️	48724
🎁	33895
🌀	32167
🥺	28834
😍	28406
💏	27928
🙏	27522
🥰	24222
🥹	23951
🎉	23684
‼️	22981
💜	22583
💦	21289
👇	20719
💙	20490
💕	19669
🌟	18806
😊	18265
🤍	17042
👍	16746
⚡	15042
👀	14795
👏	13509
❗	13431
🚨	13068
💗	12852
💖	12556
😅	12270
😈	12020
👉	11663
❤	11635
🤔	11461
☺️	11401
📌	11098
😘	11045
♥️	10980
📍	10747
💚	10671
💛	10568
🏆	10485
😆	10462
🤭	10135
😁	9824
🥲	9740
💥	9523
🥳	9277
🌹	8920
💰	8827
⭐	8499
🤩	8490
🤤	8469
🖤	8468
♻	8372
🔹	8340
😳	8158
📣	8068
😎	7853
💔	7797
🌸	7666
❤️‍🔥	7588
🚀	7583
💯	7509
🫶🏻	7471
😋	7309
🥵	7274
📢	7226
🫠	7118
🔴	7052
💪	6931
🫶	6924
💓	6747
💀	6733
🎊	6612
😉	6581
💋	6516
🍀	6402
⬇️	6298
🎶	6232
🌙	6195
🎯	6174
📸	6125
😢	6112
🔔	6008
💞	6005
💎	6002
🚩	5980
🎃	5966
🔗	5962
🌈	5947
❣️	5922
🍁	5908
😔	5828
💫	5766
😇	5761
😌	5745
😡	5734
1️⃣	5713
🤡	5702
🤗	5683
🙌	5606
🙄	5493
🐥	5468
⚠️	5445
😏	5442
🙏🏻	5414
⏰	5406
🧡	5391
1⃣	5367
😩	5352
🍆	5301
👑	5151
🍑	5137
🐰	5060
➡️	5039
🎥	4924
🟦	4822
✔	4728
2️⃣	4695
✌️	4561
🟩	4551
📲	4545
🔵	4505
🐱	4502
☀️	4415
🎂	4396
😱	4378
💐	4337
💆🏻‍♂️	4321
☕	4236
🎀	4040
🌊	4027
👌	4020
💸	3978
🐶	3968
🌻	3961
📺	3884
👇🏻	3802
❌	3795
😜	3741
😄	3728
🍂	3718
♻️	3700
🌷	3628
👻	3624
🤮	3546
♥	3537
▶️	3497
💘	3489
😃	3486
🤪	3480
🇧🇷	3470
🫣	3459
🙈	3453
🙂	3401
🤝	3356
‼	3343
👋	3323
🦋	3269
😀	3267
2⃣	3211
🌿	3115
⚽	3091
❕	3082
🎵	3040
⬜	3039
👏🏻	2986
🌺	2984
🔻	2981
🇺🇸	2979
👅	2965
✊	2935
