Language	Count
fa	0:70447,1:4990,2:2036,3:910,4:331,5:174,6:117,7:60,8:54,9:22,10:38,11:7,12:31,13:1,14:9,15:1,16:5,17:9,18:3,19:1,20:4,21:1,22:4,23:3,24:1,27:57,28:1,29:34,31:73,40:1
qme	0:65115,1:1,2:60,3:1,4:3,5:1,6:1,13:2,22:1
fr	0:43833,1:7116,2:2988,3:1584,4:714,5:335,6:234,7:115,8:43,9:50,10:40,11:19,12:24,13:15,14:7,15:6,16:4,17:8,18:6,19:2,20:1,21:1,22:1,24:1,25:4,27:2,28:6,29:3,31:1,32:1,34:1,35:1,36:1,37:1,62:1,66:1,100:1
hi	0:32696,1:4458,2:2287,3:1102,4:594,5:281,6:199,7:96,8:81,9:55,10:28,11:26,12:30,13:12,14:16,15:9,16:15,17:6,18:4,19:3,20:3,21:6,22:3,23:3,24:1,25:1,26:1,27:1,28:2,30:1,32:1,35:1,47:1,50:1,51:1,122:1
tl	0:21088,1:5071,2:2344,3:1291,4:463,5:214,6:147,7:53,8:45,9:26,10:17,11:18,12:13,13:6,14:7,15:7,16:3,17:5,18:1,19:2,21:1,24:3,25:4,26:1,30:1,31:1,33:1,35:1,37:1,38:1,45:1,64:2
zh	0:21248,1:4031,2:1892,3:1200,4:543,5:330,6:188,7:112,8:98,9:65,10:31,11:9,12:8,13:3,14:8,15:4,16:1,17:2,18:1,20:3,21:1,23:1,24:1,41:1,63:1
ur	0:24601,1:1833,2:940,3:538,4:255,5:97,6:79,7:37,8:20,9:9,10:16,11:6,12:8,13:7,14:8,15:3,16:1,18:3,20:1,23:1,24:2,26:2,27:2,29:1
it	0:18023,1:2195,2:863,3:586,4:264,5:135,6:95,7:52,8:52,9:31,10:24,11:14,12:22,13:10,14:9,15:5,16:3,17:3,19:1,20:3,21:1,22:3,23:2,24:2,25:2,27:1,29:1,30:1,34:2,36:1,40:1,43:1
de	0:16087,1:3721,2:901,3:427,4:201,5:106,6:77,7:31,8:26,9:14,10:21,11:11,12:7,13:6,14:2,15:5,16:3,17:3,19:1,20:1,21:3,22:1,24:1,25:1,26:3,50:1,56:1,63:1,131:1,133:1
qam	0:15158
ru	0:10675,1:1169,2:447,3:331,4:99,5:47,6:25,7:15,8:9,9:9,10:2,11:3,12:2,13:4,14:3,15:2,17:2,18:1,19:1,20:1,21:1,22:1,23:2,24:1,29:1
pl	0:8948,1:1337,2:503,3:333,4:120,5:74,6:37,7:22,8:11,9:6,10:8,11:2,12:3,13:3,15:1,16:1,26:1,49:1,51:1,74:1
nl	0:7838,1:950,2:345,3:219,4:84,5:48,6:26,7:21,8:16,9:6,10:2,11:3,12:1,14:1,15:1,16:1,19:1,21:1,27:1,28:1,34:1
bn	0:2005,1:5828,2:1143,3:40,4:15,5:6,6:15,8:1,13:1,15:1
art	0:32,1:2823,2:1462,3:1565,4:770,5:512,6:336,7:172,8:123,9:116,10:66,11:52,12:37,13:30,14:17,15:18,16:9,17:5,18:8,19:4,20:7,21:4,22:5,23:6,24:10,25:6,26:8,27:5,28:4,29:4,30:2,31:1,32:1,34:3,35:2,36:3,37:2,38:1,39:4,40:2,42:2,45:1,46:1,47:1,49:1,50:2,51:1,53:2,60:3,63:4,70:2,75:1,84:2,85:1,90:1,100:2,105:1,108:1,113:1,121:1,125:1,126:1,140:2
et	0:4412,1:980,2:574,3:279,4:157,5:61,6:42,7:20,8:15,9:11,10:10,12:4,13:1,14:2,15:1,16:1,17:1,19:1,20:1,21:1,24:1,41:1,54:1,71:1,77:1
qst	0:5501,1:437,2:37
uk	0:4947,1:597,2:180,3:124,4:45,5:33,6:4,7:7,8:6,9:1,10:1,12:2,13:1,20:1
qht	0:5876,1:1,2:40,6:1
ca	0:4183,1:654,2:325,3:167,4:80,5:66,6:41,7:8,8:111,9:7,10:207,11:4,12:4,13:1,14:1,15:1,17:1,25:1
ht	0:4281,1:727,2:307,3:177,4:102,5:56,6:26,7:12,8:8,9:11,10:9,11:4,12:1,13:2,15:1,17:1,21:1,36:1,37:1,60:2,61:1
el	0:3917,1:322,2:132,3:97,4:42,5:19,6:25,7:9,8:6,9:4,10:4,11:3,20:1,29:1,44:3
vi	0:3408,1:485,2:257,3:177,4:50,5:38,6:34,7:12,8:7,9:1,10:7,11:2,12:2,14:4,15:2,16:1,17:2,18:4,19:2,21:1,22:1,23:2,24:2,25:2,26:55,29:1,30:1,32:2,39:2,41:2,49:2
ta	0:3084,1:439,2:336,3:249,4:119,5:53,6:18,7:9,8:12,9:3,10:3,11:5,12:2,13:5,14:2,18:1,21:1,28:1
sv	0:2987,1:459,2:293,3:71,4:23,5:13,6:14,7:4,8:5,9:2,11:2,12:1,13:1,15:1,16:1,17:1,30:1
iw	0:2928,1:157,2:43,3:35,4:6,5:5,6:3,9:1,10:1,11:1,12:1,15:1,21:1,39:1
fi	0:2310,1:337,2:134,3:94,4:29,5:9,6:9,7:3,8:1,9:8,10:2,11:1,12:1,14:1,20:1,24:1
cs	0:1982,1:354,2:160,3:82,4:30,5:17,6:7,7:3,8:1,9:6,10:2,13:1,14:1,18:1,19:1,25:1
gu	0:1994,1:260,2:184,3:21,4:14,5:5,7:1,10:1,15:1,24:1
da	0:1630,1:292,2:132,3:61,4:24,5:6,6:14,7:4,8:4,9:3,11:1,12:2,13:1,15:1,35:1
eu	0:1459,1:286,2:107,3:53,4:41,5:25,6:10,7:5,8:12,12:1,13:1,15:1,22:1
te	0:1526,1:131,2:103,3:77,4:34,5:27,6:13,7:18,8:2,9:3,10:1,18:2
no	0:1202,1:267,2:91,3:41,4:16,5:13,6:6,7:11,8:2,15:1,16:1,18:1,26:1,34:1,35:1,70:1
cy	0:1152,1:258,2:96,3:41,4:29,5:5,6:5,7:3,8:4,9:2,10:1,11:2,12:1,20:1,23:2,31:1,56:3
ne	0:1007,1:294,2:114,3:65,4:28,5:14,6:6,7:3,8:3,9:2,10:1,11:1,13:1,14:1
mr	0:1191,1:126,2:107,3:40,4:20,5:7,6:14,7:7,8:6,9:1,12:4,14:1,17:1,22:1
ro	0:1101,1:146,2:120,3:57,4:25,5:8,6:15,7:4,8:3,9:4,12:1,13:1,16:1,18:1,26:1,66:1
hu	0:1000,1:179,2:94,3:57,4:29,5:12,6:18,7:5,8:3,9:7,10:1,13:1,16:1,21:1,22:1,67:1
lt	0:946,1:124,2:58,3:24,4:12,5:7,6:2,7:1,8:3,11:1,12:1,14:1,17:1,18:1,24:1
sl	0:851,1:107,2:64,3:39,4:17,5:2,6:7,7:2,8:1,9:3,11:1,21:1
lv	0:799,1:157,2:43,3:27,4:10,5:4,6:1,9:1,11:1
my	0:387,1:126,2:51,3:51,4:31,5:15,6:10,7:3,8:3,11:2,15:1
is	0:489,1:65,2:28,3:25,4:10,5:1,6:2,7:2,8:1,9:1,12:1,27:1,33:1
sr	0:451,1:63,2:14,3:38,4:3,5:3,6:1,8:1,9:2,10:3,11:1
kn	0:396,1:45,2:49,3:17,4:11,5:4,6:3,7:3,8:3,9:1,11:1,12:1
ps	0:451,1:46,2:11,3:8,4:6,5:2,6:1,7:1,12:1
am	0:384,1:56,2:27,3:19,4:13,5:5,6:1,7:2,9:1,11:1,12:1,61:1
ml	0:231,1:70,2:27,3:21,4:12,5:6,6:2,7:1,9:1,18:1
bg	0:231,1:27,2:9,3:5,4:6,5:1,7:1
pa	0:142,1:15,2:11,3:6,4:1,20:1
or	0:116,1:11,2:6,3:13,4:1,6:1,10:1
ckb	0:108,1:20,2:4,3:6,5:2
km	0:77,1:22,2:11,3:9,4:2,5:3,6:1
lo	0:72,1:8,2:3,3:1,4:2,7:1,11:1
si	0:51,1:22,2:6,3:4,5:1,6:1
sd	0:49,1:10,2:8,5:4,8:3,11:1
dv	0:63,1:2,2:1,3:2
ka	0:61,1:2,2:1,3:1
hy	0:33,1:23,4:1
qct	0:7
ug	0:2,2:2
bo	0:2
