Language	Count
en	0:816463,1:152975,2:74135,3:37841,4:19819,5:10657,6:6298,7:3356,8:2329,9:1229,10:1341,11:514,12:387,13:354,14:223,15:337,16:155,17:185,18:121,19:65,20:155,21:93,22:45,23:97,24:45,25:98,26:44,27:28,28:62,29:23,30:62,31:21,32:17,33:17,34:10,35:18,36:13,37:6,38:1,39:5,40:5,41:3,42:6,43:8,44:7,45:5,46:3,48:6,49:2,50:6,52:4,53:2,54:2,55:4,56:4,57:4,58:1,59:2,61:2,62:1,63:3,64:5,68:4,70:4,72:3,73:2,74:2,76:3,77:1,80:1,81:2,82:2,84:1,95:1,99:2,100:1,103:1,106:1,107:1,108:1,114:1,116:1,118:2,119:1,121:1,122:1,123:1,128:1,134:1,136:2
ja	0:422212,1:76846,2:43075,3:29672,4:18027,5:15734,6:7803,7:5658,8:3392,9:2531,10:2022,11:935,12:679,13:533,14:422,15:249,16:219,17:384,18:558,19:115,20:108,21:54,22:55,23:64,24:37,25:42,26:34,27:45,28:33,29:30,30:16,31:20,32:10,33:7,34:7,35:9,36:9,37:46,38:10,39:5,40:9,41:3,42:3,43:7,44:2,45:5,46:1,47:2,48:3,49:2,50:5,51:5,52:3,53:4,54:1,55:1,57:2,59:1,60:1,61:4,62:1,63:1,64:1,67:2,68:1,71:1,72:1,73:4,75:1,76:1,78:1,79:2,81:1,83:4,86:1,102:1,107:8,116:1,123:1
es	0:205970,1:30677,2:13583,3:8199,4:4035,5:2071,6:1303,7:729,8:527,9:333,10:251,11:149,12:147,13:116,14:79,15:52,16:31,17:28,18:32,19:16,20:21,21:43,22:16,23:15,24:45,25:12,26:7,27:6,28:5,29:4,30:5,31:2,32:2,33:2,34:5,36:1,37:3,38:10,40:4,41:1,44:2,48:1,49:1,50:2,52:1,53:1,61:2,62:1,66:1,67:1,69:1,81:1,82:1,84:1,96:1,106:1,116:1,131:1
tr	0:202694,1:10518,2:4421,3:2057,4:1388,5:502,6:278,7:178,8:128,9:70,10:67,11:44,12:22,13:42,14:22,15:21,16:15,17:10,18:3,19:4,20:6,21:2,22:6,23:1,24:4,25:1,26:6,27:1,28:2,29:1,30:1,31:1,33:1,34:3,37:1,38:2,40:3,48:1,81:1,118:1
th	0:141213,1:22687,2:15378,3:8508,4:4119,5:2260,6:1525,7:753,8:609,9:399,10:279,11:166,12:104,13:56,14:43,15:83,16:29,17:20,18:23,19:14,21:18,22:3,23:8,24:4,25:4,26:4,27:14,28:2,29:3,30:27,33:1,34:2,35:2,36:2,37:1,38:40,40:1,46:1,50:1,59:2,61:1
pt	0:158161,1:16238,2:6888,3:3359,4:1837,5:1003,6:548,7:292,8:170,9:111,10:75,11:38,12:59,13:55,14:39,15:22,16:22,17:14,18:11,19:9,20:9,21:6,22:30,23:6,24:5,25:6,26:3,27:1,28:4,30:8,31:1,32:2,33:2,36:6,37:3,39:4,41:1,42:4,44:1,45:4,48:1,49:1,50:3,52:1,56:3,58:1,60:1,65:1,71:1,88:1,91:1,95:1,98:1,109:1,133:1
ar	0:88575,1:18415,2:10615,3:4898,4:3785,5:3154,6:4994,7:2070,8:2120,9:1980,10:198,11:178,12:229,13:76,14:443,15:1115,16:2033,17:52,18:1595,19:124,20:85,21:30,22:124,23:102,24:536,25:30,26:13,27:26,28:5,29:6,30:4,31:5,32:5,33:6,34:8,35:6,36:3,37:4,38:1,39:2,40:3,41:3,42:2,43:1,44:1,45:2,47:7,48:3,51:2,52:2,54:2,56:3,57:1,58:1,61:1,63:2,64:1,70:3,71:1,72:1,74:1,76:1,77:2,80:1,81:1,82:1,84:1,88:1,90:2,96:1,100:1,101:1,105:1,112:4,119:1,126:1,133:1,137:1,138:1
und	0:51086,1:28726,2:17177,3:12531,4:5606,5:2961,6:1849,7:1071,8:816,9:429,10:2151,11:310,12:278,13:131,14:523,15:571,16:828,17:60,18:699,19:90,20:109,21:25,22:146,23:119,24:65,25:17,26:13,27:13,28:26,29:12,30:14,31:4,32:8,33:11,34:2,35:3,36:35,37:5,38:2,39:10,40:9,41:5,42:4,43:6,44:3,45:4,46:3,47:5,48:5,49:2,50:2,51:4,52:3,53:2,54:2,55:2,56:6,57:1,58:3,59:2,60:4,62:1,63:5,64:1,65:7,66:2,67:2,68:1,69:1,70:2,72:6,73:2,74:1,75:1,76:2,77:2,78:6,80:3,81:1,83:2,84:5,85:2,86:2,87:1,88:3,90:3,91:3,92:2,95:2,96:2,97:1,98:1,100:1,101:1,104:2,105:4,106:1,107:2,108:3,109:1,112:1,114:1,115:1,116:1,117:1,118:3,119:1,120:1,121:3,123:8,124:2,125:1,126:6,127:1,128:1,129:1,130:6,131:1,134:2,137:2,138:2,139:3,140:11
ko	0:93662,1:13021,2:8049,3:4564,4:2874,5:2016,6:884,7:2078,8:241,9:135,10:375,11:46,12:18,13:23,14:19,15:19,16:7,17:5,18:3,19:19,20:3,21:8,22:4,23:1,24:1,25:4,26:1,28:3,29:2,31:1,35:1,38:1,40:1,49:1,64:1,67:1,117:1
in	0:66718,1:15057,2:6116,3:3240,4:1647,5:711,6:548,7:290,8:126,9:97,10:65,11:42,12:30,13:51,14:13,15:10,16:29,17:3,18:7,19:5,20:4,21:5,22:2,23:2,25:3,26:5,27:3,28:1,29:1,30:1,32:3,34:1,36:2,39:1,40:3,43:1,51:1,57:1,58:1,76:1,90:1,99:1,107:1,130:1
zxx	0:94654,1:12,2:6,3:4,4:1,8:1,10:1,11:2,15:1
