Emoji	Count
🌀	622721
✨	401041
♻️	306451
🔹	267566
🟦	238365
🔥	201390
✅	195606
➖	186620
🔵	167176
❄️	149043
😭	133753
🔷	123441
🕥	122209
😂	114696
🔰	106105
‼️	103043
🤣	76714
❤️	58735
💺	57101
🎁	41662
🙏	32388
😍	31711
🎉	30791
🥺	30583
💦	28921
💕	26751
🥰	26544
🌟	26207
🥹	25097
👇	24041
💙	23805
💜	20653
🤍	20076
👏	19758
👍	19484
😊	19231
💚	18563
💖	17979
💗	17468
👀	17034
📍	16457
💛	14886
💰	14669
👉	14506
🐟	14452
🚨	14229
💥	14172
💀	13958
🔴	13795
🌹	13793
📌	13605
❤	13366
😈	13286
💔	13112
♥️	12821
💯	12800
🏆	12791
☺️	12666
😅	12665
🎊	12230
🌸	11807
🍀	11625
😘	11486
💪	11339
❗	11327
🤔	11228
🖤	11112
😁	11001
💞	10943
💫	10886
🔔	10801
😆	10741
💓	10504
📢	10450
💎	10415
⚡	10368
🎃	10363
👑	10277
🎶	10185
🥲	10088
🎯	9945
💋	9920
🍆	9741
🤤	9713
😳	9684
🥳	9657
🎥	9583
🔗	9569
🍑	9433
⭐	9367
🤭	9343
🐰	9210
🍁	9201
🎂	9172
🌈	9104
👌	8930
🚀	8863
♻	8780
💐	8673
📣	8616
🎀	8597
💸	8486
🫶🏻	8452
🥵	8158
😎	7957
🌺	7929
🐶	7911
🗼	7910
🎹	7843
🍫	7744
😋	7727
🌷	7716
📲	7678
🫶	7645
1️⃣	7626
💘	7471
😇	7462
😉	7452
👅	7444
🌿	7441
🤩	7415
🎵	7399
😔	7333
🌻	7231
👋	7230
💝	7203
💠	7200
🍂	7182
🌂	7167
❤️‍🔥	7121
🐱	7119
💨	7060
❣️	7055
💭	7042
🐷	7022
📸	6970
🌱	6950
📺	6943
🔁	6942
🤡	6920
💬	6914
👻	6859
🌞	6858
💌	6826
🌊	6790
📱	6783
🫠	6779
🌙	6721
🔻	6714
🌼	6698
🐻	6649
🍒	6595
🔞	6589
👊	6517
🎈	6502
🟩	6497
🐾	6465
🍻	6462
🐯	6434
🤗	6415
🏮	6364
🔸	6314
💩	6261
👈	6258
😌	6249
💢	6230
🇧🇷	6160
☀️	6156
📚	6151
🎬	6148
2️⃣	6142
🍊	6136
1⃣	6130
🍓	6111
⬇️	6105
🙄	6096
🍃	6032
🙌	6026
🍌	6017
🔺	6004
😏	5992
🐥	5974
🎲	5967
📈	5943
💡	5941
🐺	5938
😢	5930
🎤	5925
🎧	5922
💃	5903
😡	5898
🧡	5895
📷	5859
🔄	5837
💆🏻‍♂️	5826
⚠️	5775
😱	5774
🙏🏻	5760
🍭	5757
📝	5755
🌾	5753
🐹	5736
😩	5720
🐈	5718
💤	5691
💧	5671
🔳	5628
➡️	5583
🍬	5579
💟	5572
🎰	5569
💵	5568
🐸	5560
🌚	5550
🍠	5540
📹	5533
🌎	5511
🌍	5508
👆	5492
👤	5489
🐧	5470
📩	5465
🌴	5465
🍺	5461
🍋	5455
🔲	5447
🏰	5442
🔮	5413
🍉	5393
🎫	5382
🎨	5374
👓	5373
🏀	5365
🎮	5357
🔃	5355
🍎	5350
🍼	5347
🌕	5344
📖	5295
🐼	5295
💻	5273
🍇	5273
🐴	5264
🍚	5260
🌲	5260
🍰	5240
🌰	5239
🐐	5227
👹	5225
🔫	5218
🐍	5218
🌝	5205
🎸	5199
🏈	5186
👥	5176
👼	5170
🕒	5168
🔶	5158
💣	5154
👽	5134
🐭	5128
🏡	5123
🔝	5122
🌅	5112
🐳	5110
💮	5100
🍅	5094
🌳	5091
🍕	5084
🐣	5078
🔱	5074
🐨	5071
🌽	5066
🔪	5063
👶	5054
🐎	5046
⚽	5039
👾	5034
🍡	5034
🍨	5032
🍄	5032
💉	5029
🌌	5027
👄	5022
🐤	5021
💍	5020
📻	5019
🔊	5018
👙	5016
🍷	5008
📄	5007
👎	5005
🐕	4999
🐙	4997
🌐	4995
📞	4991
🎩	4986
🍥	4979
🍯	4972
🐦	4969
🔘	4960
🌠	4957
🐇	4953
🍜	4952
🔆	4946
🐉	4940
🎋	4931
🍩	4929
🍏	4928
📅	4927
🏢	4923
🎄	4922
🌃	4916
🔜	4914
👞	4910
🍔	4898
🔑	4893
🐘	4893
💅	4887
🐬	4882
🐝	4882
🎇	4882
📆	4874
🍵	4872
🎡	4869
🍮	4867
📮	4861
📊	4859
🍣	4846
🏠	4845
🎼	4841
💊	4840
🍈	4833
💳	4830
📦	4825
🎪	4818
🐮	4817
🐲	4815
🍦	4809
🔍	4805
💴	4799
🌄	4791
🏃	4790
🔒	4789
🍪	4787
📡	4785
👟	4785
🌛	4783
👿	4781
🍖	4781
🍍	4781
‼	4781
🐢	4778
📨	4775
👭	4770
🔎	4767
🍶	4764
🐔	4762
📥	4755
🐚	4754
🍗	4748
✌️	4746
💶	4744
📎	4741
👕	4737
📉	4725
🐂	4725
💿	4724
📪	4723
🍹	4720
💲	4714
🍸	4698
📀	4696
👔	4695
🎻	4693
🍟	4691
👣	4690
📏	4688
👜	4687
👴	4681
🎓	4681
🎾	4677
👗	4670
💁	4668
📗	4663
👠	4663
📑	4661
🎒	4659
🌇	4659
🐫	4658
🏥	4658
🏁	4658
🔈	4652
🎅	4652
🍙	4652
🔚	4649
🎠	4649
🐩	4648
👵	4641
🗿	4637
🎭	4635
🔟	4625
📫	4624
🐆	4624
👷	4623
🎐	4619
🍝	4619
👬	4618
🍳	4610
👯	4608
📘	4607
👂	4605
🌏	4598
🐖	4589
🔕	4588
📕	4587
👡	4587
💆	4585
🕖	4584
🔇	4583
🐞	4583
🐡	4580
👖	4577
🔖	4574
🐽	4574
💼	4572
👸	4572
🕑	4570
👨	4567
📜	4565
🔅	4564
🏦	4560
🕞	4557
🐊	4556
🎷	4555
🍲	4555
🕓	4553
🐵	4552
💑	4549
🐜	4549
📔	4541
🐁	4541
🚩	4536
🔬	4535
📛	4535
👧	4535
👘	4535
🐋	4531
🌘	4529
🔤	4528
🔙	4528
📂	4528
🐓	4527
📼	4526
📰	4524
📠	4524
💾	4523
🎣	4523
📤	4521
🍐	4520
👚	4517
🏣	4517
🍢	4516
📁	4509
👦	4503
📯	4498
🕤	4495
👪	4495
⏰	4495
💒	4491
🐑	4491
👩	4489
🔦	4488
🍞	4483
📭	4479
👐	4472
🏂	4472
🔭	4471
🔛	4471
🍱	4470
🐅	4469
🎍	4469
🌜	4467
🌋	4463
🍴	4459
💈	4456
🕘	4454
🏇	4449
🔧	4448
🗾	4446
👒	4444
🎺	4444
🎆	4444
🔏	4441
🕗	4439
📶	4434
🐀	4434
💄	4433
🔡	4430
👲	4430
📵	4426
🎴	4426
📇	4423
🐄	4423
🕡	4420
🐛	4420
🕐	4418
🎱	4415
📬	4414
🏄	4412
🕧	4409
💂	4404
🕢	4398
🔂	4398
🐒	4397
🗽	4394
🎿	4394
🔐	4390
🏫	4388
🏨	4387
🐠	4386
🌒	4384
🕝	4374
📧	4374
🌵	4374
📴	4373
🐌	4369
🎢	4368
📃	4366
🔓	4363
📋	4358
💹	4358
💱	4356
😄	4353
☕	4350
🎑	4345
🐗	4344
🌆	4344
🐏	4343
💏	4342
🕠	4341
🏧	4341
💷	4340
🔨	4337
📓	4337
🎦	4337
📒	4333
🐃	4332
🕛	4331
🎏	4329
🕦	4328
📳	4327
🏩	4321
🎌	4321
👫	4316
🌑	4315
🔉	4314
👃	4314
🔯	4313
🏯	4307
💇	4306
👱	4303
🎳	4295
🗻	4292
🔼	4289
🔣	4279
🕟	4273
🕚	4266
👺	4266
🕕	4263
🌁	4257
🍤	4250
🕣	4249
👛	4241
🔩	4239
🏪	4232
👝	4226
🌗	4225
🕔	4224
🎎	4222
🍧	4219
📙	4205
🔌	4196
😃	4194
🏊	4193
🌓	4193
🏬	4188
🔢	4185
🌉	4184
🍛	4182
🍘	4181
🕜	4180
👮	4170
🌔	4165
🔀	4158
🕙	4155
🏭	4151
📟	4150
👢	4136
💽	4134
🎽	4121
🔋	4107
❌	4093
🔠	4077
🏉	4044
👳	4021
🏤	4008
🌖	3982
📐	3962
🐪	3920
🤝	3903
👰	3835
♥	3799
2⃣	3763
🤪	3743
😜	3729
😀	3696
🦋	3599
🙈	3547
3️⃣	3538
👏🏻	3532
⬜	3532
🫣	3526
👇🏻	3415
🙂	3362
🇺🇸	3200
🤬	3159
🤮	3151
🥇	3120
🤯	3066
🫡	3015
⚪	2958
▶️	2865
🥴	2844
😫	2828
❕	2734
👍🏻	2659
😮‍💨	2623
🔽	2620
🟡	2554
⁉️	2552
🟨	2538
🙃	2537
▶	2517
✔️	2463
⚫	2451
😻	2427
❓	2410
🙇‍♀️	2385
⚜	2321
😤	2312
🇪🇹	2283
😹	2245
😝	2238
🟠	2199
㊗️	2185
🤲	2172
🕊	2169
✊	2146
⬛	2142
⭕	2130
😞	2113
😵‍💫	2105
3⃣	2092
🙇‍♂️	2086
🆘	2080
😒	2054
✈️	2012
▪️	2008
🤧	1996
😚	1983
🫧	1974
☑️	1957
☀	1945
🧐	1937
🥀	1936
😬	1884
🇹🇷	1882
🤢	1855
🤫	1819
✋	1816
🇪🇷	1809
🤨	1807
😴	1800
❤️‍🩹	1799
👉🏻	1795
🫶🏼	1794
🙏🏼	1764
☺	1759
🧸	1749
🦊	1744
🇺🇦	1740
🗣	1739
📽	1709
🙁	1663
🫂	1641
✔	1628
🗣️	1627
🕊️	1627
5️⃣	1620
😛	1617
🇸🇦	1612
✌🏻	1607
☹️	1590
😐	1584
🇻🇪	1574
🥱	1557
🤎	1547
☠️	1542
4️⃣	1532
🥂	1523
✍️	1517
✌	1513
0⃣	1505
🙌🏻	1475
🅿️	1473
⏳	1459
👏🏼	1449
🤦‍♀️	1446
🧵	1429
