Day	Hour	Count	Coverage%
2022-10-03	00	182963	100.0
2022-10-03	01	186110	100.0
2022-10-03	02	174083	100.0
2022-10-03	03	182307	100.0
2022-10-03	04	161006	100.0
2022-10-03	05	154621	100.0
2022-10-03	06	155297	100.0
2022-10-03	07	159865	100.0
2022-10-03	08	170056	100.0
2022-10-03	09	184881	100.0
2022-10-03	10	202791	100.0
2022-10-03	11	228532	100.0
2022-10-03	12	242088	100.0
2022-10-03	13	249999	100.0
2022-10-03	14	251485	100.0
2022-10-03	15	246360	99.639
2022-10-03	16	219622	99.778
2022-10-03	17	200192	100.0
2022-10-03	18	187695	100.0
2022-10-03	19	178898	100.0
2022-10-03	20	174919	100.0
2022-10-03	21	175212	100.0
2022-10-03	22	182774	100.0
2022-10-03	23	175384	100.0
