Day	Hour	Count	Coverage%
2022-10-06	00	162361	100.0
2022-10-06	01	165218	100.0
2022-10-06	02	167257	100.0
2022-10-06	03	125217	72.056
2022-10-06	04	157685	100.0
2022-10-06	05	145996	100.0
2022-10-06	06	150411	100.0
2022-10-06	07	155628	100.0
2022-10-06	08	170840	100.0
2022-10-06	09	183082	100.0
2022-10-06	10	198998	100.0
2022-10-06	11	221458	100.0
2022-10-06	12	236406	100.0
2022-10-06	13	246208	99.778
2022-10-06	14	241260	99.778
2022-10-06	15	237185	99.778
2022-10-06	16	213798	100.0
2022-10-06	17	194528	100.0
2022-10-06	18	182576	99.611
2022-10-06	19	175828	100.0
2022-10-06	20	175117	100.0
2022-10-06	21	170623	100.0
2022-10-06	22	173337	100.0
2022-10-06	23	168573	100.0
